WP_017214669.1	lcl|NZ_CP043884.1_cds_WP_000340715.1_2436	97.674	86	106
WP_017214670.1	lcl|NZ_CP043884.1_cds_WP_000410273.1_2435	94.268	314	314
WP_017214670.1	lcl|NZ_CP043884.1_cds_WP_000646250.1_2432	26.493	268	314
WP_017214670.1	lcl|NZ_CP043884.1_cds_WP_000744700.1_45	25.776	322	314
WP_017214670.1	lcl|NZ_CP043884.1_cds_WP_000723090.1_2344	23.958	288	314
WP_017214670.1	lcl|NZ_CP043884.1_cds_WP_000600889.1_2407	24.599	187	314
WP_017214671.1	lcl|NZ_CP043884.1_cds_WP_192505321.1_2434	91.781	365	365
WP_017214672.1	lcl|NZ_CP043884.1_cds_WP_000884059.1_2433	96.757	185	185
WP_017214672.1	lcl|NZ_CP043884.1_cds_WP_000351733.1_1956	40.714	140	185
WP_017214673.1	lcl|NZ_CP043884.1_cds_WP_000646250.1_2432	94.529	329	329
WP_017214673.1	lcl|NZ_CP043884.1_cds_WP_000744700.1_45	32.063	315	329
WP_017214673.1	lcl|NZ_CP043884.1_cds_WP_000600889.1_2407	32.595	316	329
WP_017214673.1	lcl|NZ_CP043884.1_cds_WP_000723090.1_2344	31.045	335	329
WP_017214673.1	lcl|NZ_CP043884.1_cds_WP_001984071.1_3459	31.270	307	329
WP_017214673.1	lcl|NZ_CP043884.1_cds_WP_000649923.1_207	30.341	323	329
WP_017214673.1	lcl|NZ_CP043884.1_cds_WP_000709511.1_3470	27.879	330	329
WP_017214673.1	lcl|NZ_CP043884.1_cds_WP_000601375.1_2370	25.333	300	329
WP_017214673.1	lcl|NZ_CP043884.1_cds_WP_001067556.1_2429	30.196	255	329
WP_017214673.1	lcl|NZ_CP043884.1_cds_WP_000688695.1_3439	28.623	276	329
WP_017214673.1	lcl|NZ_CP043884.1_cds_WP_000475904.1_2361	28.467	274	329
WP_017214673.1	lcl|NZ_CP043884.1_cds_WP_000410273.1_2435	27.530	247	329
WP_017214673.1	lcl|NZ_CP043884.1_cds_WP_001074785.1_1748	27.925	265	329
WP_017214673.1	lcl|NZ_CP043884.1_cds_WP_001003556.1_3714	24.398	332	329
WP_017214673.1	lcl|NZ_CP043884.1_cds_WP_000487322.1_2372	26.398	322	329
WP_017214674.1	lcl|NZ_CP043884.1_cds_WP_000774256.1_2431	94.757	267	267
WP_017214674.1	lcl|NZ_CP043884.1_cds_WP_000859505.1_2373	26.295	251	267
WP_017214674.1	lcl|NZ_CP043884.1_cds_WP_000800438.1_2402	25.630	238	267
WP_017214674.1	lcl|NZ_CP043884.1_cds_WP_000842260.1_2343	26.842	190	267
WP_017214674.1	lcl|NZ_CP043884.1_cds_WP_000667727.1_3417	32.727	110	267
WP_017214674.1	lcl|NZ_CP043884.1_cds_WP_000805357.1_434	33.333	102	267
WP_017214675.1	lcl|NZ_CP043884.1_cds_WP_192505671.1_2430	95.098	510	510
WP_017214675.1	lcl|NZ_CP043884.1_cds_WP_000291586.1_1675	26.154	325	510
WP_017214675.1	lcl|NZ_CP043884.1_cds_WP_000364507.1_1676	31.111	90	510
WP_017214675.1	lcl|NZ_CP043884.1_cds_WP_192505671.1_2430	95.098	510	510
WP_017214675.1	lcl|NZ_CP043884.1_cds_WP_000291586.1_1675	26.154	325	510
WP_017214675.1	lcl|NZ_CP043884.1_cds_WP_000364507.1_1676	31.111	90	510
WP_017214676.1	lcl|NZ_CP043884.1_cds_WP_001067556.1_2429	96.061	330	330
WP_017214676.1	lcl|NZ_CP043884.1_cds_WP_000646250.1_2432	28.525	305	330
WP_017214676.1	lcl|NZ_CP043884.1_cds_WP_000600889.1_2407	26.692	266	330
WP_017214676.1	lcl|NZ_CP043884.1_cds_WP_001984071.1_3459	25.547	274	330
WP_017214676.1	lcl|NZ_CP043884.1_cds_WP_000744700.1_45	26.582	316	330
WP_017214676.1	lcl|NZ_CP043884.1_cds_WP_001003556.1_3714	29.218	243	330
WP_017214676.1	lcl|NZ_CP043884.1_cds_WP_000723090.1_2344	24.625	333	330
WP_017214676.1	lcl|NZ_CP043884.1_cds_WP_000649923.1_207	29.688	256	330
WP_017214676.1	lcl|NZ_CP043884.1_cds_WP_000688695.1_3439	26.244	221	330
WP_017214676.1	lcl|NZ_CP043884.1_cds_WP_000601375.1_2370	25.540	278	330
WP_017214677.1	lcl|NZ_CP043884.1_cds_WP_000776640.1_2428	89.405	538	538
WP_017214677.1	lcl|NZ_CP043884.1_cds_WP_000776640.1_2428	89.405	538	538
WP_017214678.1	lcl|NZ_CP043884.1_cds_WP_000424609.1_2427	93.939	264	264
WP_017214678.1	lcl|NZ_CP043884.1_cds_WP_001002663.1_2923	41.152	243	264
WP_020981179.1	lcl|NZ_CP043884.1_cds_WP_002074065.1_2426	93.548	310	310
WP_020981179.1	lcl|NZ_CP043884.1_cds_WP_000501205.1_1492	36.304	303	310
WP_020981179.1	lcl|NZ_CP043884.1_cds_WP_001183723.1_849	28.629	248	310
WP_020981179.1	lcl|NZ_CP043884.1_cds_WP_000279894.1_2029	25.339	221	310
WP_020981179.1	lcl|NZ_CP043884.1_cds_WP_002074065.1_2426	93.548	310	310
WP_020981179.1	lcl|NZ_CP043884.1_cds_WP_000501205.1_1492	36.304	303	310
WP_020981179.1	lcl|NZ_CP043884.1_cds_WP_001183723.1_849	28.629	248	310
WP_020981179.1	lcl|NZ_CP043884.1_cds_WP_000279894.1_2029	25.339	221	310
WP_202900251.1	lcl|NZ_CP043886.1_cds_WP_082271316.1_4153	95.536	112	265
WP_202900251.1	lcl|NZ_CP043886.1_cds_WP_263974451.1_4152	93.684	95	265
WP_202900251.1	lcl|NZ_CP043884.1_cds_Lepto782_RS07055_1399	93.548	31	265
