WP_017214669.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000340715.1_1674	97.674	86	106
WP_017214670.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000410275.1_1675	94.839	310	314
WP_017214670.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000744700.1_326	25.776	322	314
WP_017214670.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000723078.1_1724	22.662	278	314
WP_017214670.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000723090.1_1744	23.958	288	314
WP_017214670.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000567887.1_1726	23.478	230	314
WP_017214672.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000351733.1_2008	40.714	140	185
WP_017214672.1	lcl|NZ_JAKUHO010000002.1_cds_WP_001047905.1_1706	34.463	177	185
WP_017214673.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000723078.1_1724	32.087	321	329
WP_017214673.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000744700.1_326	32.063	315	329
WP_017214673.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000723090.1_1744	31.045	335	329
WP_017214673.1	lcl|NZ_JAKUHO010000002.1_cds_WP_001984071.1_3515	31.270	307	329
WP_017214673.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000649923.1_502	30.341	323	329
WP_017214673.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000567887.1_1726	29.180	305	329
WP_017214673.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000709511.1_3525	27.879	330	329
WP_017214673.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000688696.1_3495	28.623	276	329
WP_017214673.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000410275.1_1675	27.530	247	329
WP_017214673.1	lcl|NZ_JAKUHO010000002.1_cds_WP_001074785.1_2250	27.925	265	329
WP_017214673.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000460023.1_1728	25.993	277	329
WP_017214673.1	lcl|NZ_JAKUHO010000002.1_cds_WP_001003557.1_3766	24.096	332	329
WP_017214674.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000043898.1_1725	26.016	246	267
WP_017214674.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000842260.1_1745	26.842	190	267
WP_017214674.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000667727.1_3466	32.727	110	267
WP_017214674.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000805357.1_722	33.333	102	267
WP_017214675.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000291586.1_2323	26.154	325	510
WP_017214675.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000364507.1_2322	31.111	90	510
WP_017214675.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000291586.1_2323	26.154	325	510
WP_017214675.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000364507.1_2322	31.111	90	510
WP_017214676.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000723078.1_1724	23.723	274	330
WP_017214676.1	lcl|NZ_JAKUHO010000002.1_cds_WP_001984071.1_3515	25.547	274	330
WP_017214676.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000744700.1_326	26.582	316	330
WP_017214676.1	lcl|NZ_JAKUHO010000002.1_cds_WP_001003557.1_3766	29.218	243	330
WP_017214676.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000723090.1_1744	24.625	333	330
WP_017214676.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000649923.1_502	29.688	256	330
WP_017214676.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000688696.1_3495	26.244	221	330
WP_017214678.1	lcl|NZ_JAKUHO010000002.1_cds_WP_001002663.1_3022	41.152	243	264
WP_020981179.1	lcl|NZ_JAKUHO010000002.1_cds_WP_002187782.1_2493	36.304	303	310
WP_020981179.1	lcl|NZ_JAKUHO010000002.1_cds_WP_001183723.1_1199	28.629	248	310
WP_020981179.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000279895.1_1935	25.339	221	310
WP_020981179.1	lcl|NZ_JAKUHO010000002.1_cds_WP_002187782.1_2493	36.304	303	310
WP_020981179.1	lcl|NZ_JAKUHO010000002.1_cds_WP_001183723.1_1199	28.629	248	310
WP_020981179.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000279895.1_1935	25.339	221	310
WP_202900251.1	lcl|NZ_JAKUHO010000002.1_cds_MKU64_RS19620_2602	83.333	42	265
WP_202900251.1	lcl|NZ_JAKUHO010000002.1_cds_MKU64_RS19620_2602	94.444	18	265
WP_202900251.1	lcl|NZ_JAKUHO010000002.1_cds_MKU64_RS19620_2602	73.684	19	265
WP_202900251.1	lcl|NZ_JAKUHO010000002.1_cds_MKU64_RS15855_3165	53.488	43	265
WP_202900251.1	lcl|NZ_JAKUHO010000002.1_cds_MKU64_RS15855_3165	45.000	20	265
WP_202900251.1	lcl|NZ_JAKUHO010000002.1_cds_MKU64_RS19620_2602	83.333	42	265
WP_202900251.1	lcl|NZ_JAKUHO010000002.1_cds_MKU64_RS19620_2602	94.444	18	265
WP_202900251.1	lcl|NZ_JAKUHO010000002.1_cds_MKU64_RS19620_2602	73.684	19	265
WP_202900251.1	lcl|NZ_JAKUHO010000002.1_cds_MKU64_RS15855_3165	53.488	43	265
