WP_017214669.1	lcl|NZ_JADDWN010000006.1_cds_WP_002725873.1_2990	90.698	86	106
WP_017214670.1	lcl|NZ_JADDWN010000006.1_cds_WP_002733579.1_2989	92.038	314	314
WP_017214670.1	lcl|NZ_JADDWN010000006.1_cds_WP_002733534.1_2986	25.746	268	314
WP_017214670.1	lcl|NZ_JADDWN010000018.1_cds_WP_002722638.1_683	23.765	324	314
WP_017214670.1	lcl|NZ_JADDWN010000006.1_cds_WP_002740024.1_2895	24.138	290	314
WP_017214670.1	lcl|NZ_JADDWN010000006.1_cds_WP_016749081.1_2957	27.815	151	314
WP_017214670.1	lcl|NZ_JADDWN010000007.1_cds_WP_002728309.1_3182	25.311	241	314
WP_017214670.1	lcl|NZ_JADDWN010000014.1_cds_WP_002743770.1_433	22.353	170	314
WP_017214671.1	lcl|NZ_JADDWN010000006.1_cds_WP_026054882.1_2988	87.945	365	365
WP_017214672.1	lcl|NZ_JADDWN010000006.1_cds_WP_002733646.1_2987	96.216	185	185
WP_017214672.1	lcl|NZ_JADDWN010000003.1_cds_WP_002721790.1_1895	36.986	146	185
WP_017214673.1	lcl|NZ_JADDWN010000006.1_cds_WP_002733534.1_2986	94.225	329	329
WP_017214673.1	lcl|NZ_JADDWN010000018.1_cds_WP_002722638.1_683	30.476	315	329
WP_017214673.1	lcl|NZ_JADDWN010000006.1_cds_WP_002740024.1_2895	30.539	334	329
WP_017214673.1	lcl|NZ_JADDWN010000007.1_cds_WP_002728309.1_3182	29.904	311	329
WP_017214673.1	lcl|NZ_JADDWN010000014.1_cds_WP_002743770.1_433	27.859	341	329
WP_017214673.1	lcl|NZ_JADDWN010000006.1_cds_WP_002733638.1_2949	28.000	350	329
WP_017214673.1	lcl|NZ_JADDWN010000077.1_cds_WP_002741146.1_3061	29.781	319	329
WP_017214673.1	lcl|NZ_JADDWN010000007.1_cds_WP_002728316.1_3179	27.576	330	329
WP_017214673.1	lcl|NZ_JADDWN010000006.1_cds_WP_002733546.1_2920	23.129	294	329
WP_017214673.1	lcl|NZ_JADDWN010000006.1_cds_WP_002740721.1_2983	28.808	302	329
WP_017214673.1	lcl|NZ_JADDWN010000008.1_cds_WP_002732331.1_3293	25.959	339	329
WP_017214673.1	lcl|NZ_JADDWN010000006.1_cds_WP_016749081.1_2957	23.975	317	329
WP_017214673.1	lcl|NZ_JADDWN010000006.1_cds_WP_002733579.1_2989	27.530	247	329
WP_017214673.1	lcl|NZ_JADDWN010000006.1_cds_WP_002733698.1_2912	27.737	274	329
