WP_017214669.1	lcl|NZ_AFMI01000094.1_cds_WP_000340715.1_2139	97.674	86	106
WP_017214670.1	lcl|NZ_AFMI01000094.1_cds_WP_000410273.1_2140	94.268	314	314
WP_017214670.1	lcl|NZ_AFMI01000094.1_cds_WP_000093099.1_2160	59.677	62	314
WP_017214670.1	lcl|NZ_AFMI01000094.1_cds_WP_000646250.1_2143	26.493	268	314
WP_017214670.1	lcl|NZ_AFMI01000034.1_cds_WP_000744700.1_3130	25.776	322	314
WP_017214670.1	lcl|NZ_AFMI01000094.1_cds_WP_000723090.1_2222	23.958	288	314
WP_017214670.1	lcl|NZ_AFMI01000094.1_cds_WP_000600889.1_2169	24.599	187	314
WP_017214671.1	lcl|NZ_AFMI01000094.1_cds_WP_000604524.1_2141	91.507	365	365
WP_017214672.1	lcl|NZ_AFMI01000094.1_cds_WP_000884059.1_2142	96.757	185	185
WP_017214672.1	lcl|NZ_AFMI01000032.1_cds_WP_000351733.1_3237	40.714	140	185
WP_017214673.1	lcl|NZ_AFMI01000094.1_cds_WP_000646250.1_2143	94.529	329	329
WP_017214673.1	lcl|NZ_AFMI01000034.1_cds_WP_000744700.1_3130	32.063	315	329
WP_017214673.1	lcl|NZ_AFMI01000094.1_cds_WP_000600889.1_2169	32.595	316	329
WP_017214673.1	lcl|NZ_AFMI01000094.1_cds_WP_000723090.1_2222	31.045	335	329
WP_017214673.1	lcl|NZ_AFMI01000108.1_cds_WP_001984071.1_1851	31.270	307	329
WP_017214673.1	lcl|NZ_AFMI01000276.1_cds_WP_000649925.1_209	30.341	323	329
WP_017214673.1	lcl|NZ_AFMI01000114.1_cds_WP_000709511.1_1753	27.879	330	329
WP_017214673.1	lcl|NZ_AFMI01000094.1_cds_WP_000601375.1_2196	25.333	300	329
WP_017214673.1	lcl|NZ_AFMI01000094.1_cds_WP_001067557.1_2146	30.196	255	329
WP_017214673.1	lcl|NZ_AFMI01000108.1_cds_WP_000688695.1_1830	28.623	276	329
WP_017214673.1	lcl|NZ_AFMI01000094.1_cds_WP_000475904.1_2205	28.467	274	329
WP_017214673.1	lcl|NZ_AFMI01000094.1_cds_WP_000410273.1_2140	27.530	247	329
WP_017214673.1	lcl|NZ_AFMI01000124.1_cds_WP_001074785.1_1564	27.925	265	329
WP_017214673.1	lcl|NZ_AFMI01000097.1_cds_WP_001003555.1_2050	23.964	338	329
WP_017214673.1	lcl|NZ_AFMI01000094.1_cds_WP_000487322.1_2194	26.398	322	329
WP_017214674.1	lcl|NZ_AFMI01000094.1_cds_WP_000774262.1_2144	94.007	267	267
WP_017214674.1	lcl|NZ_AFMI01000094.1_cds_WP_000859505.1_2193	26.295	251	267
WP_017214674.1	lcl|NZ_AFMI01000094.1_cds_WP_000800438.1_2174	25.630	238	267
WP_017214674.1	lcl|NZ_AFMI01000094.1_cds_WP_000842260.1_2223	26.842	190	267
WP_017214674.1	lcl|NZ_AFMI01000040.1_cds_WP_000667727.1_2871	32.727	110	267
WP_017214674.1	lcl|NZ_AFMI01000274.1_cds_WP_000805357.1_262	33.333	102	267
WP_017214675.1	lcl|NZ_AFMI01000094.1_cds_WP_000612797.1_2145	94.706	510	510
WP_017214675.1	lcl|NZ_AFMI01000264.1_cds_WP_000291591.1_533	26.154	325	510
WP_017214675.1	lcl|NZ_AFMI01000264.1_cds_WP_000364507.1_532	31.111	90	510
WP_017214675.1	lcl|NZ_AFMI01000094.1_cds_WP_000612797.1_2145	94.706	510	510
WP_017214675.1	lcl|NZ_AFMI01000264.1_cds_WP_000291591.1_533	26.154	325	510
WP_017214675.1	lcl|NZ_AFMI01000264.1_cds_WP_000364507.1_532	31.111	90	510
WP_017214676.1	lcl|NZ_AFMI01000094.1_cds_WP_001067557.1_2146	96.364	330	330
WP_017214676.1	lcl|NZ_AFMI01000094.1_cds_WP_000646250.1_2143	28.525	305	330
WP_017214676.1	lcl|NZ_AFMI01000094.1_cds_WP_000600889.1_2169	26.692	266	330
WP_017214676.1	lcl|NZ_AFMI01000108.1_cds_WP_001984071.1_1851	25.547	274	330
WP_017214676.1	lcl|NZ_AFMI01000034.1_cds_WP_000744700.1_3130	26.582	316	330
WP_017214676.1	lcl|NZ_AFMI01000097.1_cds_WP_001003555.1_2050	29.218	243	330
WP_017214676.1	lcl|NZ_AFMI01000094.1_cds_WP_000723090.1_2222	24.625	333	330
WP_017214676.1	lcl|NZ_AFMI01000276.1_cds_WP_000649925.1_209	29.688	256	330
WP_017214676.1	lcl|NZ_AFMI01000108.1_cds_WP_000688695.1_1830	26.244	221	330
WP_017214676.1	lcl|NZ_AFMI01000094.1_cds_WP_000601375.1_2196	25.540	278	330
WP_017214677.1	lcl|NZ_AFMI01000094.1_cds_WP_000689743.1_2149	38.122	543	538
WP_017214677.1	lcl|NZ_AFMI01000094.1_cds_WP_000689743.1_2149	38.122	543	538
WP_017214678.1	lcl|NZ_AFMI01000094.1_cds_WP_000342713.1_2150	67.045	264	264
WP_017214678.1	lcl|NZ_AFMI01000287.1_cds_WP_001002663.1_47	41.152	243	264
WP_020981179.1	lcl|NZ_AFMI01000094.1_cds_WP_001246618.1_2151	87.097	310	310
WP_020981179.1	lcl|NZ_AFMI01000278.1_cds_WP_000501205.1_167	36.304	303	310
