WP_017214669.1	lcl|NZ_AHNT02000019.1_cds_WP_000340715.1_3438	97.674	86	106
WP_017214670.1	lcl|NZ_AHNT02000019.1_cds_WP_000410273.1_3437	94.268	314	314
WP_017214670.1	lcl|NZ_AHNT02000074.1_cds_WP_000744702.1_603	25.776	322	314
WP_017214670.1	lcl|NZ_AHNT02000019.1_cds_WP_000646251.1_3434	26.119	268	314
WP_017214670.1	lcl|NZ_AHNT02000019.1_cds_WP_000723086.1_3367	23.958	288	314
WP_017214671.1	lcl|NZ_AHNT02000019.1_cds_WP_000604524.1_3436	91.507	365	365
WP_017214672.1	lcl|NZ_AHNT02000019.1_cds_WP_000884059.1_3435	96.757	185	185
WP_017214672.1	lcl|NZ_AHNT02000071.1_cds_WP_000351733.1_842	40.714	140	185
WP_017214673.1	lcl|NZ_AHNT02000019.1_cds_WP_000646251.1_3434	95.137	329	329
WP_017214673.1	lcl|NZ_AHNT02000074.1_cds_WP_000744702.1_603	32.063	315	329
WP_017214673.1	lcl|NZ_AHNT02000019.1_cds_WP_000723086.1_3367	31.045	335	329
WP_017214673.1	lcl|NZ_AHNT02000060.1_cds_WP_001984071.1_1379	31.270	307	329
WP_017214673.1	lcl|NZ_AHNT02000074.1_cds_WP_000649925.1_441	30.341	323	329
WP_017214673.1	lcl|NZ_AHNT02000060.1_cds_WP_000709511.1_1368	27.879	330	329
WP_017214673.1	lcl|NZ_AHNT02000019.1_cds_WP_001067557.1_3431	30.196	255	329
WP_017214673.1	lcl|NZ_AHNT02000060.1_cds_WP_000688696.1_1399	28.623	276	329
WP_017214673.1	lcl|NZ_AHNT02000019.1_cds_WP_000475904.1_3384	28.467	274	329
WP_017214673.1	lcl|NZ_AHNT02000019.1_cds_WP_000410273.1_3437	27.530	247	329
WP_017214673.1	lcl|NZ_AHNT02000038.1_cds_WP_001074787.1_2232	27.925	265	329
WP_017214673.1	lcl|NZ_AHNT02000062.1_cds_WP_001003557.1_1301	24.096	332	329
WP_017214673.1	lcl|NZ_AHNT02000019.1_cds_WP_000378097.1_3414	25.581	172	329
WP_017214674.1	lcl|NZ_AHNT02000019.1_cds_WP_000774260.1_3433	94.382	267	267
