WP_017214669.1	lcl|NZ_AHMG02000001.1_cds_WP_000340715.1_3947	97.674	86	106
WP_017214670.1	lcl|NZ_AHMG02000001.1_cds_WP_000410273.1_3948	94.268	314	314
WP_017214670.1	lcl|NZ_AHMG02000001.1_cds_WP_000646250.1_3951	26.493	268	314
WP_017214670.1	lcl|NZ_AHMG02000024.1_cds_WP_000744700.1_2611	25.776	322	314
WP_017214670.1	lcl|NZ_AHMG02000001.1_cds_WP_000723092.1_4025	23.875	289	314
WP_017214670.1	lcl|NZ_AHMG02000001.1_cds_WP_001033107.1_3973	20.755	265	314
WP_017214671.1	lcl|NZ_AHMG02000001.1_cds_WP_001967810.1_3949	91.233	365	365
WP_017214672.1	lcl|NZ_AHMG02000001.1_cds_WP_000884059.1_3950	96.757	185	185
WP_017214672.1	lcl|NZ_AHMG02000027.1_cds_WP_000351733.1_2469	40.714	140	185
WP_017214673.1	lcl|NZ_AHMG02000001.1_cds_WP_000646250.1_3951	94.529	329	329
WP_017214673.1	lcl|NZ_AHMG02000024.1_cds_WP_000744700.1_2611	32.063	315	329
WP_017214673.1	lcl|NZ_AHMG02000001.1_cds_WP_000723092.1_4025	31.045	335	329
WP_017214673.1	lcl|NZ_AHMG02000001.1_cds_WP_000699346.1_3965	30.488	328	329
WP_017214673.1	lcl|NZ_AHMG02000069.1_cds_WP_001984071.1_465	31.270	307	329
WP_017214673.1	lcl|NZ_AHMG02000021.1_cds_WP_000649923.1_2879	30.341	323	329
WP_017214673.1	lcl|NZ_AHMG02000069.1_cds_WP_000709513.1_454	27.879	330	329
WP_017214673.1	lcl|NZ_AHMG02000001.1_cds_WP_001067556.1_3954	30.196	255	329
WP_017214673.1	lcl|NZ_AHMG02000069.1_cds_WP_000688696.1_485	28.623	276	329
WP_017214673.1	lcl|NZ_AHMG02000001.1_cds_WP_000475904.1_4008	28.467	274	329
WP_017214673.1	lcl|NZ_AHMG02000001.1_cds_WP_000410273.1_3948	27.530	247	329
WP_017214673.1	lcl|NZ_AHMG02000014.1_cds_WP_001074785.1_3294	27.925	265	329
WP_017214673.1	lcl|NZ_AHMG02000001.1_cds_WP_001033107.1_3973	25.974	308	329
WP_017214673.1	lcl|NZ_AHMG02000016.1_cds_WP_001003557.1_3150	24.096	332	329
WP_017214674.1	lcl|NZ_AHMG02000001.1_cds_WP_000774256.1_3952	94.757	267	267
WP_017214674.1	lcl|NZ_AHMG02000001.1_cds_WP_000842260.1_4026	26.842	190	267
WP_017214674.1	lcl|NZ_AHMG02000040.1_cds_WP_000667727.1_2026	32.727	110	267
WP_017214674.1	lcl|NZ_AHMG02000040.1_cds_WP_000805359.1_2008	34.314	102	267
WP_017214675.1	lcl|NZ_AHMG02000001.1_cds_WP_000612794.1_3953	95.098	510	510
WP_017214675.1	lcl|NZ_AHMG02000014.1_cds_WP_000291586.1_3221	26.154	325	510
WP_017214675.1	lcl|NZ_AHMG02000014.1_cds_WP_000364507.1_3222	31.111	90	510
WP_017214675.1	lcl|NZ_AHMG02000001.1_cds_WP_000612794.1_3953	95.098	510	510
