WP_017214669.1	lcl|NZ_JQQW01000059.1_cds_WP_000340715.1_1610	97.674	86	106
WP_017214670.1	lcl|NZ_JQQW01000059.1_cds_WP_000410268.1_1611	95.161	310	314
WP_017214670.1	lcl|NZ_JQQW01000134.1_cds_WP_000744695.1_3131	25.776	322	314
WP_017214670.1	lcl|NZ_JQQW01000059.1_cds_WP_000723079.1_1665	22.662	278	314
WP_017214670.1	lcl|NZ_JQQW01000059.1_cds_WP_000723082.1_1687	23.958	288	314
WP_017214670.1	lcl|NZ_JQQW01000059.1_cds_WP_000567886.1_1667	23.478	230	314
WP_017214672.1	lcl|NZ_JQQW01000047.1_cds_WP_000351733.1_1252	40.714	140	185
WP_017214672.1	lcl|NZ_JQQW01000059.1_cds_WP_001047906.1_1644	34.463	177	185
WP_017214673.1	lcl|NZ_JQQW01000059.1_cds_WP_000723079.1_1665	32.087	321	329
WP_017214673.1	lcl|NZ_JQQW01000134.1_cds_WP_000744695.1_3131	32.381	315	329
WP_017214673.1	lcl|NZ_JQQW01000059.1_cds_WP_000723082.1_1687	31.045	335	329
WP_017214673.1	lcl|NZ_JQQW01000026.1_cds_WP_002123515.1_679	31.270	307	329
WP_017214673.1	lcl|NZ_JQQW01000024.1_cds_WP_000649924.1_610	30.341	323	329
WP_017214673.1	lcl|NZ_JQQW01000059.1_cds_WP_000567886.1_1667	28.852	305	329
WP_017214673.1	lcl|NZ_JQQW01000217.1_cds_WP_000709511.1_4065	27.879	330	329
WP_017214673.1	lcl|NZ_JQQW01000026.1_cds_WP_000688698.1_659	28.623	276	329
WP_017214673.1	lcl|NZ_JQQW01000059.1_cds_WP_000475907.1_1670	27.500	240	329
WP_017214673.1	lcl|NZ_JQQW01000059.1_cds_WP_000410268.1_1611	27.530	247	329
WP_017214673.1	lcl|NZ_JQQW01000045.1_cds_WP_001074779.1_1214	27.547	265	329
WP_017214673.1	lcl|NZ_JQQW01000070.1_cds_WP_001003560.1_1966	23.669	338	329
WP_017214674.1	lcl|NZ_JQQW01000059.1_cds_WP_002108504.1_1666	26.016	246	267
WP_017214674.1	lcl|NZ_JQQW01000059.1_cds_WP_000842260.1_1688	26.842	190	267
WP_017214674.1	lcl|NZ_JQQW01000097.1_cds_WP_000667727.1_2419	32.727	110	267
WP_017214674.1	lcl|NZ_JQQW01000058.1_cds_WP_000805357.1_1606	33.333	102	267
WP_017214675.1	lcl|NZ_JQQW01000041.1_cds_WP_000291581.1_1101	26.154	325	510
WP_017214675.1	lcl|NZ_JQQW01000041.1_cds_WP_000364504.1_1100	31.111	90	510
WP_017214675.1	lcl|NZ_JQQW01000041.1_cds_WP_000291581.1_1101	26.154	325	510
WP_017214675.1	lcl|NZ_JQQW01000041.1_cds_WP_000364504.1_1100	31.111	90	510
WP_017214676.1	lcl|NZ_JQQW01000059.1_cds_WP_000723079.1_1665	23.723	274	330
WP_017214676.1	lcl|NZ_JQQW01000026.1_cds_WP_002123515.1_679	26.199	271	330
WP_017214676.1	lcl|NZ_JQQW01000134.1_cds_WP_000744695.1_3131	26.266	316	330
WP_017214676.1	lcl|NZ_JQQW01000070.1_cds_WP_001003560.1_1966	28.807	243	330
WP_017214676.1	lcl|NZ_JQQW01000059.1_cds_WP_000723082.1_1687	24.625	333	330
WP_017214676.1	lcl|NZ_JQQW01000024.1_cds_WP_000649924.1_610	29.688	256	330
WP_017214676.1	lcl|NZ_JQQW01000026.1_cds_WP_000688698.1_659	25.339	221	330
WP_017214678.1	lcl|NZ_JQQW01000165.1_cds_WP_001002662.1_3668	41.152	243	264
WP_020981179.1	lcl|NZ_JQQW01000011.1_cds_WP_000501205.1_363	36.304	303	310
WP_020981179.1	lcl|NZ_JQQW01000131.1_cds_WP_002102485.1_3050	28.968	252	310
WP_020981179.1	lcl|NZ_JQQW01000043.1_cds_WP_000279896.1_1169	24.887	221	310
WP_020981179.1	lcl|NZ_JQQW01000011.1_cds_WP_000501205.1_363	36.304	303	310
WP_020981179.1	lcl|NZ_JQQW01000131.1_cds_WP_002102485.1_3050	28.968	252	310
WP_020981179.1	lcl|NZ_JQQW01000043.1_cds_WP_000279896.1_1169	24.887	221	310
WP_202900251.1	lcl|NZ_JQQW01000115.1_cds_WP_232405955.1_2885	92.481	133	265
WP_202900251.1	lcl|NZ_JQQW01000115.1_cds_WP_061246500.1_2884	82.609	115	265
WP_202900251.1	lcl|NZ_JQQW01000080.1_cds_JG70_RS25260_2191	93.548	31	265
WP_202900251.1	lcl|NZ_JQQW01000080.1_cds_JG70_RS25260_2191	80.000	15	265
WP_202900251.1	lcl|NZ_JQQW01000259.1_cds_JG70_RS21130_4165	37.374	99	265
