WP_017214669.1	lcl|NZ_AFLX02000031.1_cds_WP_004462903.1_451	94.186	86	106
WP_017214670.1	lcl|NZ_AFLX02000031.1_cds_WP_004470099.1_452	92.258	310	314
WP_017214670.1	lcl|NZ_AFLX02000029.1_cds_WP_004469712.1_1076	24.922	321	314
WP_017214670.1	lcl|NZ_AFLX02000031.1_cds_WP_004470124.1_455	25.746	268	314
WP_017214670.1	lcl|NZ_AFLX02000031.1_cds_WP_004469985.1_539	23.843	281	314
WP_017214670.1	lcl|NZ_AFLX02000006.1_cds_WP_004468319.1_2898	22.353	170	314
WP_017214670.1	lcl|NZ_AFLX02000023.1_cds_WP_004461234.1_1558	24.519	208	314
WP_017214671.1	lcl|NZ_AFLX02000031.1_cds_WP_004470109.1_453	84.658	365	365
WP_017214672.1	lcl|NZ_AFLX02000031.1_cds_WP_004470265.1_454	95.676	185	185
WP_017214672.1	lcl|NZ_AFLX02000018.1_cds_WP_004460143.1_2371	36.301	146	185
WP_017214673.1	lcl|NZ_AFLX02000031.1_cds_WP_004470124.1_455	93.293	328	329
WP_017214673.1	lcl|NZ_AFLX02000029.1_cds_WP_004469712.1_1076	30.159	315	329
WP_017214673.1	lcl|NZ_AFLX02000031.1_cds_WP_004469985.1_539	30.240	334	329
WP_017214673.1	lcl|NZ_AFLX02000023.1_cds_WP_004461234.1_1558	31.833	311	329
WP_017214673.1	lcl|NZ_AFLX02000023.1_cds_WP_004478640.1_1305	30.650	323	329
WP_017214673.1	lcl|NZ_AFLX02000006.1_cds_WP_004468319.1_2898	27.859	341	329
WP_017214673.1	lcl|NZ_AFLX02000023.1_cds_WP_004469301.1_1561	28.182	330	329
WP_017214673.1	lcl|NZ_AFLX02000031.1_cds_WP_004470304.1_458	29.470	302	329
WP_017214673.1	lcl|NZ_AFLX02000029.1_cds_WP_032930391.1_838	26.393	341	329
WP_017214673.1	lcl|NZ_AFLX02000034.1_cds_WP_004470510.1_80	28.030	264	329
WP_017214673.1	lcl|NZ_AFLX02000031.1_cds_WP_004470099.1_452	25.843	267	329
WP_017214673.1	lcl|NZ_AFLX02000031.1_cds_WP_004470049.1_521	27.500	240	329
WP_017214673.1	lcl|NZ_AFLX02000029.1_cds_WP_004459320.1_890	27.875	287	329
WP_017214673.1	lcl|NZ_AFLX02000029.1_cds_WP_004469922.1_982	24.024	333	329
