WP_017214669.1	lcl|NZ_JADDWZ010000021.1_cds_WP_002725873.1_1012	90.698	86	106
WP_017214670.1	lcl|NZ_JADDWZ010000021.1_cds_WP_011669917.1_1013	91.935	310	314
WP_017214670.1	lcl|NZ_JADDWZ010000023.1_cds_WP_011671202.1_1097	23.457	324	314
WP_017214670.1	lcl|NZ_JADDWZ010000058.1_cds_WP_011669955.1_2465	22.680	291	314
WP_017214670.1	lcl|NZ_JADDWZ010000060.1_cds_WP_011669973.1_2612	24.138	290	314
WP_017214670.1	lcl|NZ_JADDWZ010000058.1_cds_WP_011669957.1_2463	25.269	186	314
WP_017214670.1	lcl|NZ_JADDWZ010000035.1_cds_WP_011670961.1_1652	25.311	241	314
WP_017214670.1	lcl|NZ_JADDWZ010000091.1_cds_WP_011670813.1_3300	22.353	170	314
WP_017214672.1	lcl|NZ_JADDWZ010000001.1_cds_WP_002750963.1_873	36.986	146	185
WP_017214672.1	lcl|NZ_JADDWZ010000021.1_cds_WP_011669938.1_1044	34.463	177	185
WP_017214673.1	lcl|NZ_JADDWZ010000058.1_cds_WP_011669955.1_2465	31.153	321	329
WP_017214673.1	lcl|NZ_JADDWZ010000023.1_cds_WP_011671202.1_1097	31.111	315	329
WP_017214673.1	lcl|NZ_JADDWZ010000060.1_cds_WP_011669973.1_2612	30.838	334	329
WP_017214673.1	lcl|NZ_JADDWZ010000035.1_cds_WP_011670961.1_1652	30.225	311	329
WP_017214673.1	lcl|NZ_JADDWZ010000058.1_cds_WP_011669957.1_2463	29.180	305	329
WP_017214673.1	lcl|NZ_JADDWZ010000091.1_cds_WP_011670813.1_3300	27.859	341	329
WP_017214673.1	lcl|NZ_JADDWZ010000020.1_cds_WP_011671143.1_966	30.094	319	329
WP_017214673.1	lcl|NZ_JADDWZ010000035.1_cds_WP_002754065.1_1649	27.576	330	329
WP_017214673.1	lcl|NZ_JADDWZ010000003.1_cds_WP_011671074.1_1852	25.369	339	329
WP_017214673.1	lcl|NZ_JADDWZ010000021.1_cds_WP_011669917.1_1013	27.799	259	329
WP_017214673.1	lcl|NZ_JADDWZ010000011.1_cds_WP_017859386.1_204	27.170	265	329
WP_017214673.1	lcl|NZ_JADDWZ010000058.1_cds_WP_011669959.1_2461	26.354	277	329
WP_017214673.1	lcl|NZ_JADDWZ010000056.1_cds_WP_011669202.1_2424	23.171	328	329
WP_017214674.1	lcl|NZ_JADDWZ010000058.1_cds_WP_011669956.1_2464	27.919	197	267
WP_017214674.1	lcl|NZ_JADDWZ010000060.1_cds_WP_011669974.1_2611	26.984	189	267
WP_017214674.1	lcl|NZ_JADDWZ010000034.1_cds_WP_011670832.1_1609	32.727	110	267
WP_017214674.1	lcl|NZ_JADDWZ010000085.1_cds_WP_002766579.1_3164	37.209	86	267
WP_017214674.1	lcl|NZ_JADDWZ010000091.1_cds_WP_011670812.1_3299	24.868	189	267
WP_017214675.1	lcl|NZ_JADDWZ010000017.1_cds_WP_011670269.1_643	26.689	296	510
WP_017214675.1	lcl|NZ_JADDWZ010000017.1_cds_WP_002751286.1_644	31.111	90	510
WP_017214675.1	lcl|NZ_JADDWZ010000017.1_cds_WP_011670269.1_643	26.689	296	510
