WP_017214669.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000340715.1_1377	97.674	86	106
WP_017214670.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000410275.1_1378	94.839	310	314
WP_017214670.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000744700.1_54	25.776	322	314
WP_017214670.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000723078.1_1427	22.662	278	314
WP_017214670.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000723090.1_1447	23.958	288	314
WP_017214670.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000567887.1_1429	23.478	230	314
WP_017214672.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000351733.1_1735	40.714	140	185
WP_017214672.1	lcl|NZ_JAKUHL010000001.1_cds_WP_001047905.1_1409	34.463	177	185
WP_017214673.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000723078.1_1427	32.087	321	329
WP_017214673.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000744700.1_54	32.063	315	329
WP_017214673.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000723090.1_1447	31.045	335	329
WP_017214673.1	lcl|NZ_JAKUHL010000001.1_cds_WP_001984071.1_3268	31.270	307	329
WP_017214673.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000649923.1_212	30.341	323	329
WP_017214673.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000567887.1_1429	29.180	305	329
WP_017214673.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000709511.1_3278	27.879	330	329
WP_017214673.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000688696.1_3248	28.623	276	329
WP_017214673.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000410275.1_1378	27.530	247	329
WP_017214673.1	lcl|NZ_JAKUHL010000001.1_cds_WP_001074785.1_1987	27.925	265	329
WP_017214673.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000460023.1_1431	25.993	277	329
WP_017214673.1	lcl|NZ_JAKUHL010000001.1_cds_WP_001003557.1_3514	24.096	332	329
WP_017214674.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000043898.1_1428	26.016	246	267
WP_017214674.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000842260.1_1448	26.842	190	267
WP_017214674.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000667727.1_3229	32.727	110	267
WP_017214674.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000805357.1_431	33.333	102	267
WP_017214675.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000291586.1_2060	26.154	325	510
WP_017214675.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000364507.1_2059	31.111	90	510
WP_017214675.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000291586.1_2060	26.154	325	510
WP_017214675.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000364507.1_2059	31.111	90	510
WP_017214676.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000723078.1_1427	23.723	274	330
WP_017214676.1	lcl|NZ_JAKUHL010000001.1_cds_WP_001984071.1_3268	25.547	274	330
WP_017214676.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000744700.1_54	26.582	316	330
WP_017214676.1	lcl|NZ_JAKUHL010000001.1_cds_WP_001003557.1_3514	29.218	243	330
WP_017214676.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000723090.1_1447	24.625	333	330
WP_017214676.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000649923.1_212	29.688	256	330
WP_017214676.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000688696.1_3248	26.244	221	330
WP_017214678.1	lcl|NZ_JAKUHL010000001.1_cds_WP_001002663.1_2773	41.152	243	264
WP_020981179.1	lcl|NZ_JAKUHL010000001.1_cds_WP_002187782.1_2246	36.304	303	310
WP_020981179.1	lcl|NZ_JAKUHL010000001.1_cds_WP_001183723.1_926	28.629	248	310
WP_020981179.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000279895.1_1662	25.339	221	310
WP_020981179.1	lcl|NZ_JAKUHL010000001.1_cds_WP_002187782.1_2246	36.304	303	310
WP_020981179.1	lcl|NZ_JAKUHL010000001.1_cds_WP_001183723.1_926	28.629	248	310
WP_020981179.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000279895.1_1662	25.339	221	310
WP_202900251.1	lcl|NZ_JAKUHL010000001.1_cds_MKU67_RS19715_2354	83.333	42	265
WP_202900251.1	lcl|NZ_JAKUHL010000001.1_cds_MKU67_RS19715_2354	94.444	18	265
WP_202900251.1	lcl|NZ_JAKUHL010000001.1_cds_MKU67_RS19715_2354	73.684	19	265
WP_202900251.1	lcl|NZ_JAKUHL010000001.1_cds_MKU67_RS14655_2922	53.488	43	265
WP_202900251.1	lcl|NZ_JAKUHL010000001.1_cds_MKU67_RS14655_2922	45.000	20	265
WP_202900251.1	lcl|NZ_JAKUHL010000001.1_cds_MKU67_RS19715_2354	83.333	42	265
WP_202900251.1	lcl|NZ_JAKUHL010000001.1_cds_MKU67_RS19715_2354	94.444	18	265
WP_202900251.1	lcl|NZ_JAKUHL010000001.1_cds_MKU67_RS19715_2354	73.684	19	265
WP_202900251.1	lcl|NZ_JAKUHL010000001.1_cds_MKU67_RS14655_2922	53.488	43	265
WP_202900251.1	lcl|NZ_JAKUHL010000001.1_cds_MKU67_RS14655_2922	45.000	20	265
WP_017214683.1	lcl|NZ_JAKUHL010000002.1_cds_WP_002069656.1_3704	41.071	56	144
WP_017214683.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000360600.1_3290	28.571	112	144
WP_017214684.1	lcl|NZ_JAKUHL010000001.1_cds_WP_001082180.1_83	28.205	78	221
WP_017214684.1	lcl|NZ_JAKUHL010000001.1_cds_WP_001075146.1_1394	32.692	104	221
WP_017214684.1	lcl|NZ_JAKUHL010000001.1_cds_WP_001069832.1_2279	26.606	109	221
WP_017214685.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000043898.1_1428	25.692	253	260
WP_017214685.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000805357.1_431	25.581	215	260
WP_017214686.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000723090.1_1447	28.399	331	374
WP_017214686.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000723078.1_1427	26.471	306	374
WP_017214686.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000649923.1_212	27.305	282	374
WP_017214686.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000709511.1_3278	25.839	298	374
WP_017214686.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000567887.1_1429	25.882	255	374
WP_017214686.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000744700.1_54	23.392	342	374
WP_017214686.1	lcl|NZ_JAKUHL010000002.1_cds_WP_000457972.1_3777	25.434	173	374
WP_017214689.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000347675.1_2280	25.000	208	413
WP_020981159.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000840860.1_2581	32.317	328	324
WP_020981159.1	lcl|NZ_JAKUHL010000001.1_cds_WP_000868624.1_453	34.307	137	324
