WP_017214669.1	lcl|NZ_JQOL01000109.1_cds_WP_000340715.1_2561	97.674	86	106
WP_017214670.1	lcl|NZ_JQOL01000109.1_cds_WP_000410273.1_2562	94.268	314	314
WP_017214670.1	lcl|NZ_JQOL01000020.1_cds_WP_000744704.1_624	25.155	322	314
WP_017214670.1	lcl|NZ_JQOL01000109.1_cds_WP_000646249.1_2565	26.493	268	314
WP_017214670.1	lcl|NZ_JQOL01000104.1_cds_WP_000723090.1_2518	23.958	288	314
WP_017214670.1	lcl|NZ_JQOL01000109.1_cds_WP_001033107.1_2587	20.755	265	314
WP_017214671.1	lcl|NZ_JQOL01000109.1_cds_WP_000604524.1_2563	91.507	365	365
WP_017214672.1	lcl|NZ_JQOL01000109.1_cds_WP_000884059.1_2564	96.757	185	185
WP_017214672.1	lcl|NZ_JQOL01000032.1_cds_WP_000351733.1_1013	40.714	140	185
WP_017214673.1	lcl|NZ_JQOL01000109.1_cds_WP_000646249.1_2565	94.529	329	329
WP_017214673.1	lcl|NZ_JQOL01000020.1_cds_WP_000744704.1_624	32.063	315	329
WP_017214673.1	lcl|NZ_JQOL01000104.1_cds_WP_000723090.1_2518	31.045	335	329
WP_017214673.1	lcl|NZ_JQOL01000109.1_cds_WP_000699346.1_2579	30.488	328	329
WP_017214673.1	lcl|NZ_JQOL01000010.1_cds_WP_001984071.1_277	31.270	307	329
WP_017214673.1	lcl|NZ_JQOL01000013.1_cds_WP_000649925.1_340	30.341	323	329
WP_017214673.1	lcl|NZ_JQOL01000110.1_cds_WP_000709511.1_2641	27.879	330	329
WP_017214673.1	lcl|NZ_JQOL01000109.1_cds_WP_001067556.1_2568	30.196	255	329
WP_017214673.1	lcl|NZ_JQOL01000010.1_cds_WP_000688696.1_257	28.623	276	329
WP_017214673.1	lcl|NZ_JQOL01000109.1_cds_WP_000475901.1_2622	28.467	274	329
WP_017214673.1	lcl|NZ_JQOL01000109.1_cds_WP_000410273.1_2562	27.530	247	329
WP_017214673.1	lcl|NZ_JQOL01000117.1_cds_WP_001074785.1_2778	27.925	265	329
WP_017214673.1	lcl|NZ_JQOL01000109.1_cds_WP_001033107.1_2587	25.974	308	329
WP_017214673.1	lcl|NZ_JQOL01000024.1_cds_WP_001003557.1_687	24.096	332	329
WP_017214674.1	lcl|NZ_JQOL01000109.1_cds_WP_000774260.1_2566	94.382	267	267
WP_017214674.1	lcl|NZ_JQOL01000104.1_cds_WP_000842260.1_2517	26.842	190	267
WP_017214674.1	lcl|NZ_JQOL01000054.1_cds_WP_000667727.1_1559	32.727	110	267
WP_017214674.1	lcl|NZ_JQOL01000007.1_cds_WP_000805357.1_201	33.333	102	267
WP_017214675.1	lcl|NZ_JQOL01000109.1_cds_WP_000612794.1_2567	95.098	510	510
WP_017214675.1	lcl|NZ_JQOL01000176.1_cds_WP_000291586.1_3525	26.154	325	510
WP_017214675.1	lcl|NZ_JQOL01000176.1_cds_WP_000364507.1_3526	31.111	90	510
WP_017214675.1	lcl|NZ_JQOL01000109.1_cds_WP_000612794.1_2567	95.098	510	510
WP_017214675.1	lcl|NZ_JQOL01000176.1_cds_WP_000291586.1_3525	26.154	325	510
WP_017214675.1	lcl|NZ_JQOL01000176.1_cds_WP_000364507.1_3526	31.111	90	510
WP_017214676.1	lcl|NZ_JQOL01000109.1_cds_WP_001067556.1_2568	96.061	330	330
WP_017214676.1	lcl|NZ_JQOL01000109.1_cds_WP_000646249.1_2565	28.525	305	330
WP_017214676.1	lcl|NZ_JQOL01000010.1_cds_WP_001984071.1_277	25.547	274	330
WP_017214676.1	lcl|NZ_JQOL01000020.1_cds_WP_000744704.1_624	26.582	316	330
WP_017214676.1	lcl|NZ_JQOL01000024.1_cds_WP_001003557.1_687	29.218	243	330
WP_017214676.1	lcl|NZ_JQOL01000104.1_cds_WP_000723090.1_2518	24.625	333	330
WP_017214676.1	lcl|NZ_JQOL01000109.1_cds_WP_000699346.1_2579	28.372	215	330
WP_017214676.1	lcl|NZ_JQOL01000013.1_cds_WP_000649925.1_340	29.688	256	330
