WP_017214669.1	lcl|NZ_JQRX01000029.1_cds_WP_002733653.1_1180	89.535	86	106
WP_017214670.1	lcl|NZ_JQRX01000029.1_cds_WP_002733579.1_1181	92.038	314	314
WP_017214670.1	lcl|NZ_JQRX01000029.1_cds_WP_002733534.1_1184	25.746	268	314
WP_017214670.1	lcl|NZ_JQRX01000025.1_cds_WP_002722638.1_963	23.765	324	314
WP_017214670.1	lcl|NZ_JQRX01000075.1_cds_WP_002727919.1_2619	24.138	290	314
WP_017214670.1	lcl|NZ_JQRX01000029.1_cds_WP_016749081.1_1208	27.815	151	314
WP_017214670.1	lcl|NZ_JQRX01000001.1_cds_WP_002728309.1_3	25.311	241	314
WP_017214670.1	lcl|NZ_JQRX01000123.1_cds_WP_002729504.1_3246	22.353	170	314
WP_017214671.1	lcl|NZ_JQRX01000029.1_cds_WP_026054882.1_1182	87.945	365	365
WP_017214672.1	lcl|NZ_JQRX01000029.1_cds_WP_002733646.1_1183	96.216	185	185
WP_017214672.1	lcl|NZ_JQRX01000059.1_cds_WP_002721790.1_2262	36.986	146	185
WP_017214673.1	lcl|NZ_JQRX01000029.1_cds_WP_002733534.1_1184	94.225	329	329
WP_017214673.1	lcl|NZ_JQRX01000025.1_cds_WP_002722638.1_963	30.476	315	329
WP_017214673.1	lcl|NZ_JQRX01000075.1_cds_WP_002727919.1_2619	29.940	334	329
WP_017214673.1	lcl|NZ_JQRX01000001.1_cds_WP_002728309.1_3	29.904	311	329
WP_017214673.1	lcl|NZ_JQRX01000123.1_cds_WP_002729504.1_3246	27.859	341	329
WP_017214673.1	lcl|NZ_JQRX01000029.1_cds_WP_002733638.1_1216	28.000	350	329
WP_017214673.1	lcl|NZ_JQRX01000054.1_cds_WP_002732362.1_2105	29.781	319	329
WP_017214673.1	lcl|NZ_JQRX01000078.1_cds_WP_002735602.1_2693	27.576	330	329
WP_017214673.1	lcl|NZ_JQRX01000029.1_cds_WP_002733546.1_1251	23.129	294	329
WP_017214673.1	lcl|NZ_JQRX01000029.1_cds_WP_016749079.1_1187	28.808	302	329
WP_017214673.1	lcl|NZ_JQRX01000033.1_cds_WP_002732331.1_1375	25.959	339	329
WP_017214673.1	lcl|NZ_JQRX01000029.1_cds_WP_016749081.1_1208	23.975	317	329
WP_017214673.1	lcl|NZ_JQRX01000029.1_cds_WP_002733579.1_1181	27.530	247	329
WP_017214673.1	lcl|NZ_JQRX01000029.1_cds_WP_002733698.1_1259	27.737	274	329
WP_017214673.1	lcl|NZ_JQRX01000019.1_cds_WP_002728462.1_669	27.170	265	329
WP_017214673.1	lcl|NZ_JQRX01000029.1_cds_WP_002744551.1_1210	28.519	270	329
WP_017214673.1	lcl|NZ_JQRX01000034.1_cds_WP_002732574.1_1478	23.780	328	329
WP_017214673.1	lcl|NZ_JQRX01000029.1_cds_WP_002733757.1_1249	31.034	174	329
WP_017214673.1	lcl|NZ_JQRX01000010.1_cds_WP_002728696.1_339	30.233	129	329
WP_017214674.1	lcl|NZ_JQRX01000029.1_cds_WP_002733627.1_1185	93.633	267	267
WP_017214674.1	lcl|NZ_JQRX01000029.1_cds_WP_002733775.1_1221	24.790	238	267
WP_017214674.1	lcl|NZ_JQRX01000029.1_cds_WP_002733554.1_1248	24.303	251	267
WP_017214674.1	lcl|NZ_JQRX01000075.1_cds_WP_002727921.1_2620	26.984	189	267
WP_017214674.1	lcl|NZ_JQRX01000076.1_cds_WP_002729040.1_2648	32.727	110	267
WP_017214674.1	lcl|NZ_JQRX01000056.1_cds_WP_002766579.1_2183	37.209	86	267
WP_017214674.1	lcl|NZ_JQRX01000123.1_cds_WP_002729513.1_3247	24.868	189	267
WP_017214675.1	lcl|NZ_JQRX01000029.1_cds_WP_002738292.1_1186	94.902	510	510
