WP_017214669.1	lcl|NZ_AOVZ01000020.1_cds_WP_000340715.1_262	97.674	86	106
WP_017214670.1	lcl|NZ_AOVZ01000020.1_cds_WP_000410273.1_263	94.268	314	314
WP_017214670.1	lcl|NZ_AOVZ01000020.1_cds_WP_000093099.1_283	59.677	62	314
WP_017214670.1	lcl|NZ_AOVZ01000020.1_cds_WP_000646250.1_266	26.493	268	314
WP_017214670.1	lcl|NZ_AOVZ01000104.1_cds_WP_000744700.1_2377	25.776	322	314
WP_017214670.1	lcl|NZ_AOVZ01000020.1_cds_WP_000723090.1_345	23.958	288	314
WP_017214670.1	lcl|NZ_AOVZ01000020.1_cds_WP_000600889.1_292	24.599	187	314
WP_017214671.1	lcl|NZ_AOVZ01000020.1_cds_WP_000604524.1_264	91.507	365	365
WP_017214672.1	lcl|NZ_AOVZ01000020.1_cds_WP_000884059.1_265	96.757	185	185
WP_017214672.1	lcl|NZ_AOVZ01000021.1_cds_WP_000351733.1_395	40.714	140	185
WP_017214673.1	lcl|NZ_AOVZ01000020.1_cds_WP_000646250.1_266	94.529	329	329
WP_017214673.1	lcl|NZ_AOVZ01000104.1_cds_WP_000744700.1_2377	32.063	315	329
WP_017214673.1	lcl|NZ_AOVZ01000020.1_cds_WP_000600889.1_292	32.595	316	329
WP_017214673.1	lcl|NZ_AOVZ01000020.1_cds_WP_000723090.1_345	31.045	335	329
WP_017214673.1	lcl|NZ_AOVZ01000119.1_cds_WP_001984071.1_2933	31.270	307	329
WP_017214673.1	lcl|NZ_AOVZ01000026.1_cds_WP_000649925.1_617	30.341	323	329
WP_017214673.1	lcl|NZ_AOVZ01000088.1_cds_WP_000709511.1_1878	27.879	330	329
WP_017214673.1	lcl|NZ_AOVZ01000020.1_cds_WP_000601375.1_319	25.333	300	329
WP_017214673.1	lcl|NZ_AOVZ01000020.1_cds_WP_001067557.1_269	30.196	255	329
WP_017214673.1	lcl|NZ_AOVZ01000119.1_cds_WP_000688695.1_2953	28.623	276	329
WP_017214673.1	lcl|NZ_AOVZ01000020.1_cds_WP_000475904.1_328	28.467	274	329
WP_017214673.1	lcl|NZ_AOVZ01000020.1_cds_WP_000410273.1_263	27.530	247	329
WP_017214673.1	lcl|NZ_AOVZ01000023.1_cds_WP_001074785.1_511	27.925	265	329
WP_017214673.1	lcl|NZ_AOVZ01000108.1_cds_WP_001003555.1_2598	23.964	338	329
WP_017214673.1	lcl|NZ_AOVZ01000020.1_cds_WP_000487322.1_317	26.398	322	329
WP_017214674.1	lcl|NZ_AOVZ01000020.1_cds_WP_000774262.1_267	94.007	267	267
WP_017214674.1	lcl|NZ_AOVZ01000020.1_cds_WP_000859505.1_316	26.295	251	267
WP_017214674.1	lcl|NZ_AOVZ01000020.1_cds_WP_000800438.1_297	25.630	238	267
WP_017214674.1	lcl|NZ_AOVZ01000020.1_cds_WP_000842260.1_346	26.842	190	267
WP_017214674.1	lcl|NZ_AOVZ01000115.1_cds_WP_000667727.1_2831	32.727	110	267
WP_017214674.1	lcl|NZ_AOVZ01000030.1_cds_WP_000805357.1_750	33.333	102	267
WP_017214675.1	lcl|NZ_AOVZ01000020.1_cds_WP_000612797.1_268	94.706	510	510
WP_017214675.1	lcl|NZ_AOVZ01000062.1_cds_WP_000291591.1_1232	26.154	325	510
WP_017214675.1	lcl|NZ_AOVZ01000062.1_cds_WP_000364507.1_1231	31.111	90	510
WP_017214675.1	lcl|NZ_AOVZ01000020.1_cds_WP_000612797.1_268	94.706	510	510
WP_017214675.1	lcl|NZ_AOVZ01000062.1_cds_WP_000291591.1_1232	26.154	325	510
WP_017214675.1	lcl|NZ_AOVZ01000062.1_cds_WP_000364507.1_1231	31.111	90	510
WP_017214676.1	lcl|NZ_AOVZ01000020.1_cds_WP_001067557.1_269	96.364	330	330
WP_017214676.1	lcl|NZ_AOVZ01000020.1_cds_WP_000646250.1_266	28.525	305	330
WP_017214676.1	lcl|NZ_AOVZ01000020.1_cds_WP_000600889.1_292	26.692	266	330
WP_017214676.1	lcl|NZ_AOVZ01000119.1_cds_WP_001984071.1_2933	25.547	274	330
WP_017214676.1	lcl|NZ_AOVZ01000104.1_cds_WP_000744700.1_2377	26.582	316	330
WP_017214676.1	lcl|NZ_AOVZ01000108.1_cds_WP_001003555.1_2598	29.218	243	330
WP_017214676.1	lcl|NZ_AOVZ01000020.1_cds_WP_000723090.1_345	24.625	333	330
WP_017214676.1	lcl|NZ_AOVZ01000026.1_cds_WP_000649925.1_617	29.688	256	330
WP_017214676.1	lcl|NZ_AOVZ01000119.1_cds_WP_000688695.1_2953	26.244	221	330
WP_017214676.1	lcl|NZ_AOVZ01000020.1_cds_WP_000601375.1_319	25.540	278	330
