WP_017214669.1	lcl|NZ_JAIZBI010000002.1_cds_WP_135746496.1_2356	60.256	78	106
WP_017214670.1	lcl|NZ_JAIZBI010000002.1_cds_WP_135746495.1_2357	81.935	310	314
WP_017214670.1	lcl|NZ_JAIZBI010000139.1_cds_WP_238755201.1_295	61.345	238	314
WP_017214670.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135745382.1_1689	27.848	316	314
WP_017214670.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135745407.1_1716	24.074	324	314
WP_017214670.1	lcl|NZ_JAIZBI010000144.1_cds_WP_238755205.1_300	27.523	218	314
WP_017214670.1	lcl|NZ_JAIZBI010000002.1_cds_WP_238753201.1_2423	23.721	215	314
WP_017214670.1	lcl|NZ_JAIZBI010000005.1_cds_WP_135743732.1_3573	23.404	188	314
WP_017214671.1	lcl|NZ_JAIZBI010000002.1_cds_WP_238753116.1_2359	52.210	362	365
WP_017214672.1	lcl|NZ_JAIZBI010000004.1_cds_WP_135744205.1_3249	32.857	140	185
WP_017214673.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135745407.1_1716	31.529	314	329
WP_017214673.1	lcl|NZ_JAIZBI010000002.1_cds_WP_238753201.1_2423	30.240	334	329
WP_017214673.1	lcl|NZ_JAIZBI010000002.1_cds_WP_338127456.1_2401	29.642	307	329
WP_017214673.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135744912.1_1102	29.773	309	329
WP_017214673.1	lcl|NZ_JAIZBI010000005.1_cds_WP_135743732.1_3573	29.326	341	329
WP_017214673.1	lcl|NZ_JAIZBI010000144.1_cds_WP_238755205.1_300	30.380	237	329
WP_017214673.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135745382.1_1689	28.904	301	329
WP_017214673.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135745055.1_1277	27.469	324	329
WP_017214673.1	lcl|NZ_JAIZBI010000002.1_cds_WP_238753159.1_2389	28.413	271	329
WP_017214673.1	lcl|NZ_JAIZBI010000002.1_cds_WP_238753148.1_2377	22.830	311	329
WP_017214673.1	lcl|NZ_JAIZBI010000002.1_cds_WP_135746495.1_2357	25.796	314	329
WP_017214673.1	lcl|NZ_JAIZBI010000002.1_cds_WP_238753183.1_2408	28.685	251	329
WP_017214673.1	lcl|NZ_JAIZBI010000001.1_cds_WP_238734906.1_1344	28.571	252	329
WP_017214673.1	lcl|NZ_JAIZBI010000385.1_cds_WP_238755472.1_2705	39.048	105	329
WP_017214673.1	lcl|NZ_JAIZBI010000002.1_cds_WP_238753226.1_2445	26.038	265	329
WP_017214673.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135745455.1_1770	30.409	171	329
WP_017214673.1	lcl|NZ_JAIZBI010000139.1_cds_WP_238755201.1_295	24.519	208	329
WP_017214673.1	lcl|NZ_JAIZBI010000002.1_cds_WP_135746455.1_2398	30.968	155	329
WP_017214673.1	lcl|NZ_JAIZBI010000001.1_cds_WP_238752882.1_2052	26.404	178	329
WP_017214673.1	lcl|NZ_JAIZBI010000001.1_cds_WP_238734886.1_1336	24.549	277	329
WP_017214673.1	lcl|NZ_JAIZBI010000005.1_cds_WP_208739683.1_3584	24.675	308	329
WP_017214673.1	lcl|NZ_JAIZBI010000002.1_cds_WP_135746444.1_2409	20.472	254	329
WP_017214674.1	lcl|NZ_JAIZBI010000002.1_cds_WP_238753153.1_2384	24.500	200	267
WP_017214674.1	lcl|NZ_JAIZBI010000002.1_cds_WP_135746453.1_2400	27.358	212	267
WP_017214674.1	lcl|NZ_JAIZBI010000002.1_cds_WP_135746379.1_2506	23.755	261	267
WP_017214674.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135745137.1_1372	26.316	266	267
WP_017214674.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135744998.1_1209	28.409	176	267
WP_017214674.1	lcl|NZ_JAIZBI010000002.1_cds_WP_322113260.1_2424	23.711	194	267
WP_017214674.1	lcl|NZ_JAIZBI010000005.1_cds_WP_238754283.1_3572	27.551	196	267
WP_017214675.1	lcl|NZ_JAIZBI010000004.1_cds_WP_238754012.1_3271	24.702	336	510
WP_017214675.1	lcl|NZ_JAIZBI010000004.1_cds_WP_135744224.1_3272	31.395	86	510
WP_017214675.1	lcl|NZ_JAIZBI010000004.1_cds_WP_238754012.1_3271	24.702	336	510
WP_017214675.1	lcl|NZ_JAIZBI010000004.1_cds_WP_135744224.1_3272	31.395	86	510
WP_017214676.1	lcl|NZ_JAIZBI010000002.1_cds_WP_238753148.1_2377	34.603	315	330
WP_017214676.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135744912.1_1102	25.540	278	330
WP_017214676.1	lcl|NZ_JAIZBI010000001.1_cds_WP_238734906.1_1344	28.244	262	330
WP_017214676.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135745407.1_1716	27.174	276	330
WP_017214676.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135745382.1_1689	26.300	327	330
WP_017214676.1	lcl|NZ_JAIZBI010000002.1_cds_WP_238753159.1_2389	26.515	264	330
WP_017214676.1	lcl|NZ_JAIZBI010000001.1_cds_WP_238734886.1_1336	25.095	263	330
WP_017214676.1	lcl|NZ_JAIZBI010000002.1_cds_WP_238753201.1_2423	23.780	328	330
WP_017214676.1	lcl|NZ_JAIZBI010000001.1_cds_WP_238752882.1_2052	30.719	153	330
WP_017214676.1	lcl|NZ_JAIZBI010000005.1_cds_WP_135743732.1_3573	23.432	303	330
WP_017214676.1	lcl|NZ_JAIZBI010000385.1_cds_WP_238755472.1_2705	34.091	88	330
WP_017214676.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135745455.1_1770	25.604	207	330
WP_017214676.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135745055.1_1277	28.667	150	330
WP_017214678.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135571635.1_850	37.109	256	264
WP_020981179.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135745604.1_1946	36.213	301	310
WP_020981179.1	lcl|NZ_JAIZBI010000004.1_cds_WP_238753884.1_3186	24.809	262	310
WP_020981179.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135745604.1_1946	36.213	301	310
WP_020981179.1	lcl|NZ_JAIZBI010000004.1_cds_WP_238753884.1_3186	24.809	262	310
WP_017214684.1	lcl|NZ_JAIZBI010000005.1_cds_WP_238754055.1_3380	27.273	99	221
WP_017214684.1	lcl|NZ_JAIZBI010000004.1_cds_WP_238753863.1_3164	29.897	97	221
WP_017214685.1	lcl|NZ_JAIZBI010000002.1_cds_WP_135746453.1_2400	51.362	257	260
WP_017214685.1	lcl|NZ_JAIZBI010000002.1_cds_WP_238753153.1_2384	27.941	204	260
WP_017214685.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135744998.1_1209	25.962	208	260
WP_017214685.1	lcl|NZ_JAIZBI010000002.1_cds_WP_322113260.1_2424	22.131	244	260
WP_017214686.1	lcl|NZ_JAIZBI010000002.1_cds_WP_135746455.1_2398	41.160	362	374
WP_017214686.1	lcl|NZ_JAIZBI010000002.1_cds_WP_238753201.1_2423	29.123	285	374
WP_017214686.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135745382.1_1689	27.353	340	374
WP_017214686.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135745055.1_1277	26.113	337	374
WP_017214686.1	lcl|NZ_JAIZBI010000005.1_cds_WP_135743732.1_3573	21.854	302	374
WP_017214686.1	lcl|NZ_JAIZBI010000002.1_cds_WP_238753183.1_2408	24.818	274	374
WP_017214686.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135745407.1_1716	25.856	263	374
WP_017214686.1	lcl|NZ_JAIZBI010000002.1_cds_WP_338127456.1_2401	22.667	300	374
WP_020981159.1	lcl|NZ_JAIZBI010000002.1_cds_WP_135746415.1_2440	34.375	320	324
WP_020981159.1	lcl|NZ_JAIZBI010000002.1_cds_WP_135746414.1_2441	35.350	314	324
WP_020981159.1	lcl|NZ_JAIZBI010000003.1_cds_WP_238753402.1_2749	31.973	147	324
WP_020981159.1	lcl|NZ_JAIZBI010000002.1_cds_WP_238753214.1_2434	31.200	125	324
WP_020981159.1	lcl|NZ_JAIZBI010000002.1_cds_WP_238753206.1_2429	27.679	112	324
WP_020981159.1	lcl|NZ_JAIZBI010000002.1_cds_WP_238753348.1_2432	26.829	123	324
WP_017214691.1	lcl|NZ_JAIZBI010000005.1_cds_WP_238754055.1_3380	28.467	137	229
