WP_017214669.1	lcl|NZ_JAJSDI010000482.1_cds_WP_000340715.1_2535	97.674	86	106
WP_017214670.1	lcl|NZ_JAJSDI010000482.1_cds_WP_000410273.1_2534	94.268	314	314
WP_017214670.1	lcl|NZ_JAJSDI010000157.1_cds_WP_000646255.1_582	26.493	268	314
WP_017214670.1	lcl|NZ_JAJSDI010000013.1_cds_WP_000744695.1_416	25.776	322	314
WP_017214670.1	lcl|NZ_JAJSDI010000362.1_cds_WP_000723081.1_2014	23.958	288	314
WP_017214670.1	lcl|NZ_JAJSDI010000188.1_cds_WP_000600891.1_849	24.599	187	314
WP_017214670.1	lcl|NZ_JAJSDI010000377.1_cds_WP_000649929.1_2075	25.994	327	314
WP_017214671.1	lcl|NZ_JAJSDI010000157.1_cds_WP_240831015.1_584	92.969	256	365
WP_017214671.1	lcl|NZ_JAJSDI010000482.1_cds_WP_240831159.1_2533	88.172	93	365
WP_017214672.1	lcl|NZ_JAJSDI010000157.1_cds_WP_000884059.1_583	96.757	185	185
WP_017214672.1	lcl|NZ_JAJSDI010000005.1_cds_WP_000351733.1_2941	40.714	140	185
WP_017214673.1	lcl|NZ_JAJSDI010000157.1_cds_WP_000646255.1_582	94.833	329	329
WP_017214673.1	lcl|NZ_JAJSDI010000013.1_cds_WP_000744695.1_416	32.381	315	329
WP_017214673.1	lcl|NZ_JAJSDI010000188.1_cds_WP_000600891.1_849	32.911	316	329
WP_017214673.1	lcl|NZ_JAJSDI010000362.1_cds_WP_000723081.1_2014	31.045	335	329
WP_017214673.1	lcl|NZ_JAJSDI010000104.1_cds_WP_002064390.1_48	30.945	307	329
WP_017214673.1	lcl|NZ_JAJSDI010000377.1_cds_WP_000649929.1_2075	30.341	323	329
WP_017214673.1	lcl|NZ_JAJSDI010000397.1_cds_WP_000709511.1_2161	27.879	330	329
WP_017214673.1	lcl|NZ_JAJSDI010000161.1_cds_WP_000601375.1_619	25.333	300	329
WP_017214673.1	lcl|NZ_JAJSDI010000157.1_cds_WP_001067557.1_579	30.196	255	329
WP_017214673.1	lcl|NZ_JAJSDI010000695.1_cds_WP_000688698.1_3204	28.623	276	329
WP_017214673.1	lcl|NZ_JAJSDI010000513.1_cds_WP_240831184.1_2670	28.467	274	329
WP_017214673.1	lcl|NZ_JAJSDI010000482.1_cds_WP_000410273.1_2534	27.530	247	329
WP_017214673.1	lcl|NZ_JAJSDI010000250.1_cds_WP_240831063.1_1341	27.547	265	329
WP_017214673.1	lcl|NZ_JAJSDI010000247.1_cds_WP_240831060.1_1312	24.803	254	329
WP_017214673.1	lcl|NZ_JAJSDI010000161.1_cds_WP_000487319.1_621	27.385	325	329
WP_017214674.1	lcl|NZ_JAJSDI010000157.1_cds_WP_000774259.1_581	94.382	267	267
WP_017214674.1	lcl|NZ_JAJSDI010000161.1_cds_WP_000859505.1_622	26.295	251	267
WP_017214674.1	lcl|NZ_JAJSDI010000188.1_cds_WP_000800439.1_854	25.630	238	267
WP_017214674.1	lcl|NZ_JAJSDI010000362.1_cds_WP_000842260.1_2013	26.842	190	267
WP_017214674.1	lcl|NZ_JAJSDI010000047.1_cds_WP_000667727.1_2517	32.727	110	267
WP_017214674.1	lcl|NZ_JAJSDI010000185.1_cds_WP_000805357.1_833	33.333	102	267
WP_017214675.1	lcl|NZ_JAJSDI010000157.1_cds_WP_000612799.1_580	95.294	510	510
WP_017214675.1	lcl|NZ_JAJSDI010000008.1_cds_WP_000291581.1_3649	26.154	325	510
WP_017214675.1	lcl|NZ_JAJSDI010000008.1_cds_WP_000364504.1_3650	31.111	90	510
WP_017214675.1	lcl|NZ_JAJSDI010000157.1_cds_WP_000612799.1_580	95.294	510	510
WP_017214675.1	lcl|NZ_JAJSDI010000008.1_cds_WP_000291581.1_3649	26.154	325	510
WP_017214675.1	lcl|NZ_JAJSDI010000008.1_cds_WP_000364504.1_3650	31.111	90	510
WP_017214676.1	lcl|NZ_JAJSDI010000157.1_cds_WP_001067557.1_579	96.364	330	330
WP_017214676.1	lcl|NZ_JAJSDI010000157.1_cds_WP_000646255.1_582	28.852	305	330
WP_017214676.1	lcl|NZ_JAJSDI010000188.1_cds_WP_000600891.1_849	27.068	266	330
WP_017214676.1	lcl|NZ_JAJSDI010000104.1_cds_WP_002064390.1_48	25.912	274	330
WP_017214676.1	lcl|NZ_JAJSDI010000013.1_cds_WP_000744695.1_416	26.266	316	330
WP_017214676.1	lcl|NZ_JAJSDI010000362.1_cds_WP_000723081.1_2014	24.625	333	330
WP_017214676.1	lcl|NZ_JAJSDI010000247.1_cds_WP_240831060.1_1312	28.395	243	330
WP_017214676.1	lcl|NZ_JAJSDI010000377.1_cds_WP_000649929.1_2075	29.688	256	330
WP_017214676.1	lcl|NZ_JAJSDI010000695.1_cds_WP_000688698.1_3204	25.339	221	330
WP_017214676.1	lcl|NZ_JAJSDI010000161.1_cds_WP_000601375.1_619	25.540	278	330
WP_017214677.1	lcl|NZ_JAJSDI010000157.1_cds_WP_240831014.1_576	49.689	161	538
WP_017214677.1	lcl|NZ_JAJSDI010000738.1_cds_WP_240831358.1_3320	37.453	267	538
WP_017214677.1	lcl|NZ_JAJSDI010000157.1_cds_WP_240831014.1_576	49.689	161	538
WP_017214677.1	lcl|NZ_JAJSDI010000738.1_cds_WP_240831358.1_3320	37.453	267	538
WP_017214678.1	lcl|NZ_JAJSDI010000765.1_cds_WP_240831387.1_3377	67.308	260	264
WP_017214678.1	lcl|NZ_JAJSDI010000468.1_cds_WP_001002662.1_2473	41.152	243	264
WP_020981179.1	lcl|NZ_JAJSDI010000669.1_cds_WP_001246623.1_3136	89.032	310	310
WP_020981179.1	lcl|NZ_JAJSDI010000052.1_cds_WP_000501205.1_2730	36.304	303	310
WP_020981179.1	lcl|NZ_JAJSDI010000017.1_cds_WP_001183714.1_794	28.968	252	310
WP_020981179.1	lcl|NZ_JAJSDI010000147.1_cds_WP_000279890.1_477	24.887	221	310
WP_020981179.1	lcl|NZ_JAJSDI010000669.1_cds_WP_001246623.1_3136	89.032	310	310
WP_020981179.1	lcl|NZ_JAJSDI010000052.1_cds_WP_000501205.1_2730	36.304	303	310
WP_020981179.1	lcl|NZ_JAJSDI010000017.1_cds_WP_001183714.1_794	28.968	252	310
WP_020981179.1	lcl|NZ_JAJSDI010000147.1_cds_WP_000279890.1_477	24.887	221	310
WP_202900251.1	lcl|NZ_JAJSDI010000107.1_cds_WP_103739332.1_79	47.431	253	265
WP_202900251.1	lcl|NZ_JAJSDI010000063.1_cds_LT991_RS05710_3070	52.294	109	265
WP_202900251.1	lcl|NZ_JAJSDI010000063.1_cds_LT991_RS05710_3070	51.064	47	265
WP_202900251.1	lcl|NZ_JAJSDI010000893.1_cds_LT991_RS18975_3628	40.559	143	265
WP_202900251.1	lcl|NZ_JAJSDI010000556.1_cds_WP_002116167.1_2806	53.448	58	265
WP_202900251.1	lcl|NZ_JAJSDI010000926.1_cds_LT991_RS19060_3709	50.769	65	265
WP_202900251.1	lcl|NZ_JAJSDI010000302.1_cds_LT991_RS13855_1697	93.548	31	265
WP_202900251.1	lcl|NZ_JAJSDI010000302.1_cds_LT991_RS13855_1697	80.000	15	265
WP_202900251.1	lcl|NZ_JAJSDI010000481.1_cds_LT991_RS16430_2530	37.374	99	265
WP_202900251.1	lcl|NZ_JAJSDI010000928.1_cds_LT991_RS19505_3710	53.333	45	265
WP_202900251.1	lcl|NZ_JAJSDI010000481.1_cds_LT991_RS16425_2529	51.163	43	265
WP_202900251.1	lcl|NZ_JAJSDI010000481.1_cds_LT991_RS16425_2529	45.000	20	265
WP_202900251.1	lcl|NZ_JAJSDI010000107.1_cds_WP_103739332.1_79	47.431	253	265
WP_202900251.1	lcl|NZ_JAJSDI010000063.1_cds_LT991_RS05710_3070	52.294	109	265
WP_202900251.1	lcl|NZ_JAJSDI010000063.1_cds_LT991_RS05710_3070	51.064	47	265
WP_202900251.1	lcl|NZ_JAJSDI010000893.1_cds_LT991_RS18975_3628	40.559	143	265
WP_202900251.1	lcl|NZ_JAJSDI010000556.1_cds_WP_002116167.1_2806	53.448	58	265
WP_202900251.1	lcl|NZ_JAJSDI010000926.1_cds_LT991_RS19060_3709	50.769	65	265
WP_202900251.1	lcl|NZ_JAJSDI010000302.1_cds_LT991_RS13855_1697	93.548	31	265
WP_202900251.1	lcl|NZ_JAJSDI010000302.1_cds_LT991_RS13855_1697	80.000	15	265
WP_202900251.1	lcl|NZ_JAJSDI010000481.1_cds_LT991_RS16430_2530	37.374	99	265
WP_202900251.1	lcl|NZ_JAJSDI010000928.1_cds_LT991_RS19505_3710	53.333	45	265
WP_202900251.1	lcl|NZ_JAJSDI010000481.1_cds_LT991_RS16425_2529	51.163	43	265
WP_202900251.1	lcl|NZ_JAJSDI010000481.1_cds_LT991_RS16425_2529	45.000	20	265
WP_017214681.1	lcl|NZ_JAJSDI010000288.1_cds_WP_000479984.1_1572	95.455	264	264
WP_017214682.1	lcl|NZ_JAJSDI010000288.1_cds_WP_000715958.1_1571	86.047	129	130
WP_017214683.1	lcl|NZ_JAJSDI010000288.1_cds_WP_001088861.1_1570	90.278	144	144
WP_017214683.1	lcl|NZ_JAJSDI010000339.1_cds_WP_002100450.1_1882	41.071	56	144
WP_017214683.1	lcl|NZ_JAJSDI010000106.1_cds_WP_000360600.1_75	28.571	112	144
WP_017214684.1	lcl|NZ_JAJSDI010000288.1_cds_WP_000517242.1_1569	93.213	221	221
WP_017214684.1	lcl|NZ_JAJSDI010000172.1_cds_WP_001082179.1_725	28.205	78	221
WP_017214684.1	lcl|NZ_JAJSDI010000084.1_cds_WP_001069832.1_3559	26.606	109	221
WP_017214685.1	lcl|NZ_JAJSDI010000161.1_cds_WP_000859505.1_622	54.651	258	260
WP_017214685.1	lcl|NZ_JAJSDI010000188.1_cds_WP_000800439.1_854	27.179	195	260
WP_017214685.1	lcl|NZ_JAJSDI010000157.1_cds_WP_000774259.1_581	23.671	207	260
WP_017214685.1	lcl|NZ_JAJSDI010000185.1_cds_WP_000805357.1_833	25.581	215	260
WP_017214686.1	lcl|NZ_JAJSDI010000161.1_cds_WP_000487319.1_621	41.972	355	374
WP_017214686.1	lcl|NZ_JAJSDI010000362.1_cds_WP_000723081.1_2014	28.399	331	374
WP_017214686.1	lcl|NZ_JAJSDI010000377.1_cds_WP_000649929.1_2075	26.596	282	374
WP_017214686.1	lcl|NZ_JAJSDI010000188.1_cds_WP_000600891.1_849	24.648	284	374
WP_017214686.1	lcl|NZ_JAJSDI010000397.1_cds_WP_000709511.1_2161	25.839	298	374
WP_017214686.1	lcl|NZ_JAJSDI010000513.1_cds_WP_240831184.1_2670	26.545	275	374
WP_017214686.1	lcl|NZ_JAJSDI010000013.1_cds_WP_000744695.1_416	23.392	342	374
WP_017214686.1	lcl|NZ_JAJSDI010000076.1_cds_WP_240830967.1_3385	25.434	173	374
WP_017214686.1	lcl|NZ_JAJSDI010000157.1_cds_WP_000646255.1_582	25.786	159	374
WP_017214689.1	lcl|NZ_JAJSDI010000084.1_cds_WP_000347676.1_3558	26.012	173	413
WP_017214689.1	lcl|NZ_JAJSDI010000288.1_cds_WP_240831077.1_1566	32.323	99	413
WP_020981159.1	lcl|NZ_JAJSDI010000015.1_cds_WP_000840861.1_602	32.317	328	324
WP_020981159.1	lcl|NZ_JAJSDI010000016.1_cds_WP_000868621.1_686	34.307	137	324
WP_020981159.1	lcl|NZ_JAJSDI010000479.1_cds_WP_240831153.1_2510	29.487	156	324
WP_020981159.1	lcl|NZ_JAJSDI010000192.1_cds_WP_000728668.1_900	29.134	127	324
WP_020981159.1	lcl|NZ_JAJSDI010000161.1_cds_WP_240831016.1_618	28.723	94	324
WP_020981159.1	lcl|NZ_JAJSDI010000492.1_cds_WP_240831165.1_2568	29.167	96	324
WP_017214691.1	lcl|NZ_JAJSDI010000288.1_cds_WP_000517242.1_1569	33.333	93	229
WP_017214691.1	lcl|NZ_JAJSDI010000084.1_cds_WP_001069832.1_3559	26.316	95	229
WP_020981249.1	lcl|NZ_JAJSDI010000107.1_cds_WP_000275679.1_81	27.197	239	477
WP_020981272.1	lcl|NZ_JAJSDI010000288.1_cds_LT991_RS19400_1568	47.899	119	236
WP_020981272.1	lcl|NZ_JAJSDI010000288.1_cds_LT991_RS19400_1568	60.000	70	236
WP_020981272.1	lcl|NZ_JAJSDI010000012.1_cds_WP_000283290.1_324	22.321	112	236
WP_017214696.1	lcl|NZ_JAJSDI010000157.1_cds_WP_000646255.1_582	27.523	218	294
WP_017214696.1	lcl|NZ_JAJSDI010000482.1_cds_WP_000410273.1_2534	23.792	269	294
WP_017214696.1	lcl|NZ_JAJSDI010000013.1_cds_WP_000744695.1_416	28.662	157	294
WP_017214696.1	lcl|NZ_JAJSDI010000362.1_cds_WP_000723081.1_2014	21.717	198	294
WP_017214696.1	lcl|NZ_JAJSDI010000250.1_cds_WP_240831063.1_1341	25.414	181	294
WP_017214696.1	lcl|NZ_JAJSDI010000695.1_cds_WP_000688698.1_3204	29.204	113	294
WP_017214698.1	lcl|NZ_JAJSDI010000367.1_cds_WP_001206947.1_2032	25.000	140	174
WP_017214700.1	lcl|NZ_JAJSDI010000157.1_cds_WP_000608291.1_577	34.884	344	361
WP_017214700.1	lcl|NZ_JAJSDI010000560.1_cds_WP_001281953.1_2820	30.179	391	361
WP_017214700.1	lcl|NZ_JAJSDI010000188.1_cds_WP_000947841.1_850	31.833	311	361
WP_017214700.1	lcl|NZ_JAJSDI010000157.1_cds_WP_001198107.1_578	36.842	228	361
WP_017214700.1	lcl|NZ_JAJSDI010000580.1_cds_WP_240831236.1_2886	32.567	261	361
WP_017214700.1	lcl|NZ_JAJSDI010000096.1_cds_WP_000346041.1_3758	29.433	282	361
WP_017214700.1	lcl|NZ_JAJSDI010000391.1_cds_WP_001982414.1_2149	23.416	363	361
WP_017214701.1	lcl|NZ_JAJSDI010000136.1_cds_LT991_RS09180_375	73.894	226	233
WP_017214701.1	lcl|NZ_JAJSDI010000107.1_cds_LT991_RS07995_80	67.857	56	233
WP_017214701.1	lcl|NZ_JAJSDI010000107.1_cds_LT991_RS07995_80	75.862	29	233
WP_017214701.1	lcl|NZ_JAJSDI010000188.1_cds_WP_000516590.1_851	23.973	146	233
WP_017214701.1	lcl|NZ_JAJSDI010000013.1_cds_WP_000462635.1_406	30.526	95	233
WP_017214701.1	lcl|NZ_JAJSDI010000325.1_cds_LT991_RS14310_1813	32.394	71	233
WP_235592100.1	lcl|NZ_JAJSDI010000325.1_cds_LT991_RS14310_1813	46.753	77	167
WP_235592100.1	lcl|NZ_JAJSDI010000604.1_cds_WP_000231290.1_2969	50.847	59	167
WP_235592100.1	lcl|NZ_JAJSDI010000107.1_cds_LT991_RS07995_80	50.000	42	167
WP_235592100.1	lcl|NZ_JAJSDI010000136.1_cds_LT991_RS09180_375	40.000	70	167
WP_235592100.1	lcl|NZ_JAJSDI010000013.1_cds_WP_000462635.1_406	31.461	89	167
WP_020981137.1	lcl|NZ_JAJSDI010000162.1_cds_WP_000172209.1_629	41.778	225	592
WP_020981137.1	lcl|NZ_JAJSDI010000024.1_cds_WP_000667646.1_1331	40.693	231	592
WP_020981137.1	lcl|NZ_JAJSDI010000229.1_cds_WP_000828456.1_1163	37.727	220	592
WP_020981137.1	lcl|NZ_JAJSDI010000107.1_cds_WP_000834719.1_82	34.498	229	592
WP_020981137.1	lcl|NZ_JAJSDI010000305.1_cds_WP_000510772.1_1710	29.114	237	592
WP_020981137.1	lcl|NZ_JAJSDI010000028.1_cds_WP_000619183.1_1588	32.510	243	592
WP_020981137.1	lcl|NZ_JAJSDI010000020.1_cds_WP_002071818.1_1039	29.741	232	592
WP_020981137.1	lcl|NZ_JAJSDI010000123.1_cds_WP_001052496.1_253	26.482	253	592
WP_020981137.1	lcl|NZ_JAJSDI010000005.1_cds_WP_001089503.1_2942	31.799	239	592
WP_020981137.1	lcl|NZ_JAJSDI010000455.1_cds_WP_000184524.1_2426	28.986	207	592
WP_020981137.1	lcl|NZ_JAJSDI010000081.1_cds_WP_001161019.1_3505	27.602	221	592
WP_020981137.1	lcl|NZ_JAJSDI010000170.1_cds_WP_000666544.1_705	28.326	233	592
WP_020981137.1	lcl|NZ_JAJSDI010000039.1_cds_WP_001982953.1_2175	26.891	238	592
WP_020981137.1	lcl|NZ_JAJSDI010000073.1_cds_WP_000598571.1_3325	27.854	219	592
WP_020981137.1	lcl|NZ_JAJSDI010000032.1_cds_WP_000603361.1_1842	26.549	226	592
WP_020981137.1	lcl|NZ_JAJSDI010000014.1_cds_WP_001141155.1_508	28.571	245	592
WP_020981137.1	lcl|NZ_JAJSDI010000284.1_cds_WP_000052667.1_1551	26.522	230	592
WP_020981137.1	lcl|NZ_JAJSDI010000218.1_cds_WP_001288322.1_1095	27.155	232	592
WP_020981137.1	lcl|NZ_JAJSDI010000028.1_cds_WP_000218834.1_1589	26.877	253	592
WP_020981137.1	lcl|NZ_JAJSDI010000063.1_cds_WP_000590871.1_3080	24.675	231	592
WP_020981137.1	lcl|NZ_JAJSDI010000063.1_cds_WP_000590871.1_3080	21.569	153	592
WP_020981137.1	lcl|NZ_JAJSDI010000088.1_cds_WP_000536763.1_3621	29.798	198	592
WP_020981137.1	lcl|NZ_JAJSDI010000008.1_cds_WP_000047473.1_3655	26.168	214	592
WP_020981137.1	lcl|NZ_JAJSDI010000100.1_cds_WP_000433117.1_4	26.141	241	592
WP_020981137.1	lcl|NZ_JAJSDI010000005.1_cds_WP_001049213.1_2960	26.119	268	592
WP_020981137.1	lcl|NZ_JAJSDI010000272.1_cds_WP_000626143.1_1481	28.270	237	592
WP_020981137.1	lcl|NZ_JAJSDI010000272.1_cds_WP_000626143.1_1481	22.778	180	592
WP_020981137.1	lcl|NZ_JAJSDI010000311.1_cds_WP_000481721.1_1746	23.348	227	592
WP_020981137.1	lcl|NZ_JAJSDI010000243.1_cds_WP_000054169.1_1290	21.675	203	592
WP_020981137.1	lcl|NZ_JAJSDI010000011.1_cds_WP_000136058.1_205	27.391	230	592
WP_020981137.1	lcl|NZ_JAJSDI010000075.1_cds_WP_001156257.1_3369	28.235	85	592
WP_020981137.1	lcl|NZ_JAJSDI010000162.1_cds_WP_000172209.1_629	41.778	225	592
WP_020981137.1	lcl|NZ_JAJSDI010000024.1_cds_WP_000667646.1_1331	40.693	231	592
WP_020981137.1	lcl|NZ_JAJSDI010000229.1_cds_WP_000828456.1_1163	37.727	220	592
WP_020981137.1	lcl|NZ_JAJSDI010000107.1_cds_WP_000834719.1_82	34.498	229	592
WP_020981137.1	lcl|NZ_JAJSDI010000305.1_cds_WP_000510772.1_1710	29.114	237	592
WP_020981137.1	lcl|NZ_JAJSDI010000028.1_cds_WP_000619183.1_1588	32.510	243	592
WP_020981137.1	lcl|NZ_JAJSDI010000020.1_cds_WP_002071818.1_1039	29.741	232	592
WP_020981137.1	lcl|NZ_JAJSDI010000123.1_cds_WP_001052496.1_253	26.482	253	592
WP_020981137.1	lcl|NZ_JAJSDI010000005.1_cds_WP_001089503.1_2942	31.799	239	592
WP_020981137.1	lcl|NZ_JAJSDI010000455.1_cds_WP_000184524.1_2426	28.986	207	592
WP_020981137.1	lcl|NZ_JAJSDI010000081.1_cds_WP_001161019.1_3505	27.602	221	592
WP_020981137.1	lcl|NZ_JAJSDI010000170.1_cds_WP_000666544.1_705	28.326	233	592
WP_020981137.1	lcl|NZ_JAJSDI010000039.1_cds_WP_001982953.1_2175	26.891	238	592
WP_020981137.1	lcl|NZ_JAJSDI010000073.1_cds_WP_000598571.1_3325	27.854	219	592
WP_020981137.1	lcl|NZ_JAJSDI010000032.1_cds_WP_000603361.1_1842	26.549	226	592
WP_020981137.1	lcl|NZ_JAJSDI010000014.1_cds_WP_001141155.1_508	28.571	245	592
WP_020981137.1	lcl|NZ_JAJSDI010000284.1_cds_WP_000052667.1_1551	26.522	230	592
WP_020981137.1	lcl|NZ_JAJSDI010000218.1_cds_WP_001288322.1_1095	27.155	232	592
