WP_017214669.1	lcl|NZ_NPDY01000004.1_cds_WP_100713264.1_2701	65.882	85	106
WP_017214670.1	lcl|NZ_NPDY01000004.1_cds_WP_100713263.1_2700	73.226	310	314
WP_017214670.1	lcl|NZ_NPDY01000004.1_cds_WP_100713259.1_2696	23.176	233	314
WP_017214670.1	lcl|NZ_NPDY01000006.1_cds_WP_100713622.1_3106	25.228	329	314
WP_017214670.1	lcl|NZ_NPDY01000001.1_cds_WP_100712531.1_95	23.750	320	314
WP_017214672.1	lcl|NZ_NPDY01000004.1_cds_WP_100713267.1_2704	32.418	182	185
WP_017214672.1	lcl|NZ_NPDY01000030.1_cds_WP_100715391.1_2428	37.857	140	185
WP_017214672.1	lcl|NZ_NPDY01000004.1_cds_WP_100713245.1_2681	34.416	154	185
WP_017214673.1	lcl|NZ_NPDY01000004.1_cds_WP_100713259.1_2696	32.492	317	329
WP_017214673.1	lcl|NZ_NPDY01000001.1_cds_WP_100712531.1_95	30.476	315	329
WP_017214673.1	lcl|NZ_NPDY01000034.1_cds_WP_100715486.1_2525	31.290	310	329
WP_017214673.1	lcl|NZ_NPDY01000006.1_cds_WP_100713622.1_3106	26.625	323	329
WP_017214673.1	lcl|NZ_NPDY01000001.1_cds_WP_100712285.1_423	25.076	331	329
WP_017214673.1	lcl|NZ_NPDY01000007.1_cds_WP_100713729.1_3210	25.692	253	329
WP_017214673.1	lcl|NZ_NPDY01000005.1_cds_WP_100713477.1_2965	26.172	256	329
WP_017214673.1	lcl|NZ_NPDY01000004.1_cds_WP_100713219.1_2652	27.097	155	329
WP_017214673.1	lcl|NZ_NPDY01000003.1_cds_WP_100713150.1_2339	23.009	339	329
WP_017214673.1	lcl|NZ_NPDY01000002.1_cds_WP_100712912.1_1539	25.461	271	329
WP_017214674.1	lcl|NZ_NPDY01000004.1_cds_WP_100713254.1_2690	22.083	240	267
WP_017214674.1	lcl|NZ_NPDY01000004.1_cds_WP_100713248.1_2684	27.128	188	267
WP_017214674.1	lcl|NZ_NPDY01000007.1_cds_WP_100713785.1_3273	26.778	239	267
WP_017214674.1	lcl|NZ_NPDY01000001.1_cds_WP_125169875.1_623	32.258	93	267
WP_017214675.1	lcl|NZ_NPDY01000009.1_cds_WP_100714087.1_3570	24.545	330	510
WP_017214675.1	lcl|NZ_NPDY01000009.1_cds_WP_243393449.1_3571	29.787	94	510
WP_017214675.1	lcl|NZ_NPDY01000009.1_cds_WP_100714087.1_3570	24.545	330	510
WP_017214675.1	lcl|NZ_NPDY01000009.1_cds_WP_243393449.1_3571	29.787	94	510
WP_017214676.1	lcl|NZ_NPDY01000004.1_cds_WP_100713259.1_2696	27.106	273	330
WP_017214676.1	lcl|NZ_NPDY01000034.1_cds_WP_100715486.1_2525	25.649	308	330
WP_017214676.1	lcl|NZ_NPDY01000006.1_cds_WP_100713622.1_3106	27.414	321	330
WP_017214676.1	lcl|NZ_NPDY01000001.1_cds_WP_100712531.1_95	26.616	263	330
WP_017214676.1	lcl|NZ_NPDY01000003.1_cds_WP_100713016.1_2275	27.459	244	330
WP_017214676.1	lcl|NZ_NPDY01000007.1_cds_WP_100713729.1_3210	28.689	244	330
WP_017214676.1	lcl|NZ_NPDY01000003.1_cds_WP_100713150.1_2339	23.305	236	330
WP_017214676.1	lcl|NZ_NPDY01000004.1_cds_WP_100713219.1_2652	28.571	182	330
WP_017214676.1	lcl|NZ_NPDY01000005.1_cds_WP_100713477.1_2965	31.783	129	330
WP_017214678.1	lcl|NZ_NPDY01000016.1_cds_WP_100714797.1_1330	39.695	262	264
WP_020981179.1	lcl|NZ_NPDY01000021.1_cds_WP_100715050.1_1932	34.551	301	310
WP_020981179.1	lcl|NZ_NPDY01000011.1_cds_WP_100714255.1_779	30.038	263	310
WP_020981179.1	lcl|NZ_NPDY01000023.1_cds_WP_100715142.1_2022	21.053	228	310
WP_020981179.1	lcl|NZ_NPDY01000021.1_cds_WP_100715050.1_1932	34.551	301	310
