WP_017214669.1	lcl|NZ_JAIZBJ010000002.1_cds_WP_135746496.1_2279	60.256	78	106
WP_017214670.1	lcl|NZ_JAIZBJ010000002.1_cds_WP_135746495.1_2278	81.935	310	314
WP_017214670.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_135745382.1_1496	27.848	316	314
WP_017214670.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_135745407.1_1523	24.074	324	314
WP_017214670.1	lcl|NZ_JAIZBJ010000002.1_cds_WP_238753201.1_2212	23.721	215	314
WP_017214670.1	lcl|NZ_JAIZBJ010000006.1_cds_WP_135743732.1_3469	23.404	188	314
WP_017214671.1	lcl|NZ_JAIZBJ010000002.1_cds_WP_238753116.1_2276	52.210	362	365
WP_017214672.1	lcl|NZ_JAIZBJ010000003.1_cds_WP_135744205.1_2798	32.857	140	185
WP_017214673.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_135745407.1_1523	31.529	314	329
WP_017214673.1	lcl|NZ_JAIZBJ010000002.1_cds_WP_238753201.1_2212	30.240	334	329
WP_017214673.1	lcl|NZ_JAIZBJ010000002.1_cds_WP_338092125.1_2234	30.032	313	329
WP_017214673.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_135744912.1_910	29.773	309	329
WP_017214673.1	lcl|NZ_JAIZBJ010000006.1_cds_WP_135743732.1_3469	29.326	341	329
WP_017214673.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_135745382.1_1496	28.904	301	329
WP_017214673.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_135745055.1_1084	27.469	324	329
WP_017214673.1	lcl|NZ_JAIZBJ010000002.1_cds_WP_238753159.1_2246	28.413	271	329
WP_017214673.1	lcl|NZ_JAIZBJ010000002.1_cds_WP_238753148.1_2258	22.830	311	329
WP_017214673.1	lcl|NZ_JAIZBJ010000002.1_cds_WP_135746495.1_2278	25.796	314	329
WP_017214673.1	lcl|NZ_JAIZBJ010000002.1_cds_WP_238753183.1_2227	28.685	251	329
WP_017214673.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_238734906.1_1151	28.571	252	329
WP_017214673.1	lcl|NZ_JAIZBJ010000002.1_cds_WP_238753226.1_2190	26.038	265	329
WP_017214673.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_135745455.1_1577	30.409	171	329
WP_017214673.1	lcl|NZ_JAIZBJ010000002.1_cds_WP_135746455.1_2237	30.968	155	329
WP_017214673.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_238752882.1_1859	26.404	178	329
WP_017214673.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_238734886.1_1143	24.549	277	329
