WP_017214669.1	lcl|NZ_JADDXO010000032.1_cds_WP_002725873.1_2287	90.698	86	106
WP_017214670.1	lcl|NZ_JADDXO010000032.1_cds_WP_061209188.1_2286	92.013	313	314
WP_017214670.1	lcl|NZ_JADDXO010000080.1_cds_WP_061208146.1_3094	23.457	324	314
WP_017214670.1	lcl|NZ_JADDXO010000056.1_cds_WP_011671706.1_2611	24.138	290	314
WP_017214670.1	lcl|NZ_JADDXO010000142.1_cds_WP_061209097.1_563	22.460	187	314
WP_017214670.1	lcl|NZ_JADDXO010000174.1_cds_WP_061208650.1_1079	25.311	241	314
WP_017214670.1	lcl|NZ_JADDXO010000029.1_cds_WP_002729504.1_2234	22.353	170	314
WP_017214672.1	lcl|NZ_JADDXO010000073.1_cds_WP_002750963.1_2901	36.986	146	185
WP_017214673.1	lcl|NZ_JADDXO010000032.1_cds_WP_061208754.1_2282	31.429	350	329
WP_017214673.1	lcl|NZ_JADDXO010000080.1_cds_WP_061208146.1_3094	31.111	315	329
WP_017214673.1	lcl|NZ_JADDXO010000142.1_cds_WP_061209097.1_563	31.773	299	329
WP_017214673.1	lcl|NZ_JADDXO010000056.1_cds_WP_011671706.1_2611	30.838	334	329
WP_017214673.1	lcl|NZ_JADDXO010000174.1_cds_WP_061208650.1_1079	30.225	311	329
WP_017214673.1	lcl|NZ_JADDXO010000029.1_cds_WP_002729504.1_2234	27.859	341	329
WP_017214673.1	lcl|NZ_JADDXO010000076.1_cds_WP_061207995.1_3027	29.781	319	329
WP_017214673.1	lcl|NZ_JADDXO010000174.1_cds_WP_002754065.1_1076	27.576	330	329
WP_017214673.1	lcl|NZ_JADDXO010000054.1_cds_WP_061208029.1_2579	22.789	294	329
WP_017214673.1	lcl|NZ_JADDXO010000032.1_cds_WP_061209188.1_2286	27.530	247	329
WP_017214673.1	lcl|NZ_JADDXO010000054.1_cds_WP_061208022.1_2587	27.737	274	329
WP_017214673.1	lcl|NZ_JADDXO010000206.1_cds_WP_002751102.1_1524	27.170	265	329
