WP_017214669.1	lcl|NZ_RQHB01000021.1_cds_WP_135576183.1_3135	62.821	78	106
WP_017214670.1	lcl|NZ_RQHB01000021.1_cds_WP_135576181.1_3136	79.355	310	314
WP_017214670.1	lcl|NZ_RQHB01000011.1_cds_WP_135576905.1_2237	23.457	324	314
WP_017214670.1	lcl|NZ_RQHB01000021.1_cds_WP_135576173.1_3140	25.751	233	314
WP_017214670.1	lcl|NZ_RQHB01000021.1_cds_WP_135576122.1_3167	22.360	322	314
WP_017214670.1	lcl|NZ_RQHB01000007.1_cds_WP_012476594.1_3270	24.118	170	314
WP_017214670.1	lcl|NZ_RQHB01000004.1_cds_WP_135577686.1_548	23.220	323	314
WP_017214672.1	lcl|NZ_RQHB01000021.1_cds_WP_135576144.1_3155	31.034	145	185
WP_017214672.1	lcl|NZ_RQHB01000017.1_cds_WP_135575519.1_1463	31.176	170	185
WP_017214673.1	lcl|NZ_RQHB01000021.1_cds_WP_135576122.1_3167	30.263	304	329
WP_017214673.1	lcl|NZ_RQHB01000011.1_cds_WP_135576905.1_2237	31.529	314	329
WP_017214673.1	lcl|NZ_RQHB01000021.1_cds_WP_135576173.1_3140	30.599	317	329
WP_017214673.1	lcl|NZ_RQHB01000004.1_cds_WP_135577686.1_548	30.063	316	329
WP_017214673.1	lcl|NZ_RQHB01000007.1_cds_WP_012476594.1_3270	28.739	341	329
WP_017214673.1	lcl|NZ_RQHB01000004.1_cds_WP_135577455.1_364	27.500	320	329
WP_017214673.1	lcl|NZ_RQHB01000011.1_cds_WP_012390182.1_2265	29.073	313	329
WP_017214673.1	lcl|NZ_RQHB01000021.1_cds_WP_135576130.1_3163	28.148	270	329
WP_017214673.1	lcl|NZ_RQHB01000004.1_cds_WP_135578744.1_309	27.778	252	329
WP_017214673.1	lcl|NZ_RQHB01000004.1_cds_WP_135577379.1_317	26.866	268	329
WP_017214673.1	lcl|NZ_RQHB01000021.1_cds_WP_135576181.1_3136	24.841	314	329
WP_017214673.1	lcl|NZ_RQHB01000009.1_cds_WP_135575131.1_1781	27.138	269	329
WP_017214673.1	lcl|NZ_RQHB01000011.1_cds_WP_135576842.1_2185	29.200	250	329
WP_017214673.1	lcl|NZ_RQHB01000007.1_cds_WP_210409840.1_3281	25.000	308	329
WP_017214673.1	lcl|NZ_RQHB01000020.1_cds_WP_135576404.1_2502	25.698	179	329
WP_017214674.1	lcl|NZ_RQHB01000009.1_cds_WP_012388903.1_1842	24.138	261	267
WP_017214674.1	lcl|NZ_RQHB01000021.1_cds_WP_135576163.1_3145	28.877	187	267
WP_017214674.1	lcl|NZ_RQHB01000021.1_cds_WP_135576148.1_3152	28.251	223	267
WP_017214674.1	lcl|NZ_RQHB01000004.1_cds_WP_135577319.1_279	29.677	155	267
WP_017214674.1	lcl|NZ_RQHB01000007.1_cds_WP_135579761.1_3269	29.082	196	267
WP_017214674.1	lcl|NZ_RQHB01000004.1_cds_WP_012387270.1_435	28.161	174	267
WP_017214675.1	lcl|NZ_RQHB01000017.1_cds_WP_135576051.1_1485	23.853	327	510
WP_017214675.1	lcl|NZ_RQHB01000017.1_cds_WP_135575492.1_1486	39.474	38	510
WP_017214675.1	lcl|NZ_RQHB01000017.1_cds_WP_135576051.1_1485	23.853	327	510
WP_017214675.1	lcl|NZ_RQHB01000017.1_cds_WP_135575492.1_1486	39.474	38	510
WP_017214676.1	lcl|NZ_RQHB01000021.1_cds_WP_135576122.1_3167	30.000	320	330
WP_017214676.1	lcl|NZ_RQHB01000021.1_cds_WP_135576173.1_3140	26.199	271	330
WP_017214676.1	lcl|NZ_RQHB01000004.1_cds_WP_135578744.1_309	29.870	231	330
WP_017214676.1	lcl|NZ_RQHB01000011.1_cds_WP_012390182.1_2265	27.864	323	330
WP_017214676.1	lcl|NZ_RQHB01000004.1_cds_WP_135577686.1_548	23.022	278	330
WP_017214676.1	lcl|NZ_RQHB01000011.1_cds_WP_135576905.1_2237	27.174	276	330
WP_017214676.1	lcl|NZ_RQHB01000021.1_cds_WP_135576130.1_3163	27.753	227	330
WP_017214676.1	lcl|NZ_RQHB01000004.1_cds_WP_135577379.1_317	24.125	257	330
WP_017214676.1	lcl|NZ_RQHB01000011.1_cds_WP_135576842.1_2185	25.854	205	330
WP_017214676.1	lcl|NZ_RQHB01000007.1_cds_WP_012476594.1_3270	23.432	303	330
WP_017214676.1	lcl|NZ_RQHB01000020.1_cds_WP_135576404.1_2502	25.229	218	330
WP_017214676.1	lcl|NZ_RQHB01000004.1_cds_WP_135577455.1_364	28.000	150	330
WP_017214676.1	lcl|NZ_RQHB01000021.1_cds_WP_267899526.1_3173	32.039	103	330
WP_017214678.1	lcl|NZ_RQHB01000004.1_cds_WP_135578024.1_802	37.945	253	264
WP_017214678.1	lcl|NZ_RQHB01000019.1_cds_WP_135579642.1_3311	23.000	300	264
WP_020981179.1	lcl|NZ_RQHB01000020.1_cds_WP_012389893.1_2595	36.545	301	310
WP_020981179.1	lcl|NZ_RQHB01000019.1_cds_WP_135579642.1_3311	31.507	292	310
WP_020981179.1	lcl|NZ_RQHB01000017.1_cds_WP_135575575.1_1401	25.225	222	310
WP_020981179.1	lcl|NZ_RQHB01000020.1_cds_WP_012389893.1_2595	36.545	301	310
WP_020981179.1	lcl|NZ_RQHB01000019.1_cds_WP_135579642.1_3311	31.507	292	310
WP_020981179.1	lcl|NZ_RQHB01000017.1_cds_WP_135575575.1_1401	25.225	222	310
WP_017214683.1	lcl|NZ_RQHB01000019.1_cds_WP_012389525.1_3332	36.275	102	144
WP_017214684.1	lcl|NZ_RQHB01000002.1_cds_WP_135579997.1_2944	28.283	99	221
WP_017214684.1	lcl|NZ_RQHB01000004.1_cds_WP_135577936.1_750	27.381	84	221
WP_017214685.1	lcl|NZ_RQHB01000021.1_cds_WP_135576163.1_3145	28.079	203	260
WP_017214685.1	lcl|NZ_RQHB01000021.1_cds_WP_135576148.1_3152	26.778	239	260
WP_017214685.1	lcl|NZ_RQHB01000004.1_cds_WP_012387270.1_435	25.000	208	260
WP_017214686.1	lcl|NZ_RQHB01000011.1_cds_WP_012390182.1_2265	24.854	342	374
WP_017214686.1	lcl|NZ_RQHB01000021.1_cds_WP_135576173.1_3140	28.421	190	374
WP_017214686.1	lcl|NZ_RQHB01000004.1_cds_WP_135577455.1_364	26.706	337	374
WP_017214686.1	lcl|NZ_RQHB01000007.1_cds_WP_012476594.1_3270	21.333	300	374
WP_017214686.1	lcl|NZ_RQHB01000011.1_cds_WP_135576905.1_2237	26.984	252	374
WP_017214686.1	lcl|NZ_RQHB01000021.1_cds_WP_135576122.1_3167	24.164	269	374
WP_017214689.1	lcl|NZ_RQHB01000021.1_cds_WP_167881427.1_3156	24.870	193	413
WP_017214689.1	lcl|NZ_RQHB01000017.1_cds_WP_135575951.1_1106	25.094	267	413
WP_020981159.1	lcl|NZ_RQHB01000022.1_cds_WP_012389241.1_2671	32.000	150	324
WP_020981159.1	lcl|NZ_RQHB01000020.1_cds_WP_135576431.1_2521	26.415	159	324
