WP_017214669.1	lcl|NZ_AFLS02000007.1_cds_WP_000340715.1_3362	97.674	86	106
WP_017214670.1	lcl|NZ_AFLS02000007.1_cds_WP_000410273.1_3363	94.268	314	314
WP_017214670.1	lcl|NZ_AFLS02000038.1_cds_WP_000744700.1_206	25.776	322	314
WP_017214670.1	lcl|NZ_AFLS02000007.1_cds_WP_000646253.1_3366	26.493	268	314
WP_017214670.1	lcl|NZ_AFLS02000040.1_cds_WP_000723090.1_43	23.958	288	314
WP_017214671.1	lcl|NZ_AFLS02000007.1_cds_WP_000604524.1_3364	91.507	365	365
WP_017214672.1	lcl|NZ_AFLS02000007.1_cds_WP_000884059.1_3365	96.757	185	185
WP_017214672.1	lcl|NZ_AFLS02000001.1_cds_WP_000351733.1_3729	40.714	140	185
WP_017214673.1	lcl|NZ_AFLS02000007.1_cds_WP_000646253.1_3366	94.833	329	329
WP_017214673.1	lcl|NZ_AFLS02000038.1_cds_WP_000744700.1_206	32.063	315	329
WP_017214673.1	lcl|NZ_AFLS02000040.1_cds_WP_000723090.1_43	31.045	335	329
WP_017214673.1	lcl|NZ_AFLS02000037.1_cds_WP_002070346.1_461	31.148	305	329
WP_017214673.1	lcl|NZ_AFLS02000038.1_cds_WP_000649925.1_365	30.341	323	329
WP_017214673.1	lcl|NZ_AFLS02000037.1_cds_WP_000709511.1_471	27.879	330	329
WP_017214673.1	lcl|NZ_AFLS02000007.1_cds_WP_001067557.1_3369	30.196	255	329
WP_017214673.1	lcl|NZ_AFLS02000037.1_cds_WP_000688699.1_441	28.623	276	329
WP_017214673.1	lcl|NZ_AFLS02000040.1_cds_WP_000475904.1_26	28.467	274	329
WP_017214673.1	lcl|NZ_AFLS02000007.1_cds_WP_000410273.1_3363	27.530	247	329
WP_017214673.1	lcl|NZ_AFLS02000018.1_cds_WP_001074785.1_2125	27.925	265	329
WP_017214673.1	lcl|NZ_AFLS02000029.1_cds_WP_001003557.1_897	24.096	332	329
WP_017214673.1	lcl|NZ_AFLS02000007.1_cds_WP_000378097.1_3386	25.581	172	329
WP_017214674.1	lcl|NZ_AFLS02000007.1_cds_WP_000774260.1_3367	94.382	267	267
WP_017214674.1	lcl|NZ_AFLS02000040.1_cds_WP_000842260.1_44	26.842	190	267
WP_017214674.1	lcl|NZ_AFLS02000006.1_cds_WP_000667727.1_3423	32.727	110	267
WP_017214674.1	lcl|NZ_AFLS02000021.1_cds_WP_000805357.1_1813	33.333	102	267
WP_017214675.1	lcl|NZ_AFLS02000007.1_cds_WP_000612794.1_3368	95.098	510	510
WP_017214675.1	lcl|NZ_AFLS02000018.1_cds_WP_000291588.1_2053	26.154	325	510
WP_017214675.1	lcl|NZ_AFLS02000018.1_cds_WP_000364507.1_2054	31.111	90	510
WP_017214675.1	lcl|NZ_AFLS02000007.1_cds_WP_000612794.1_3368	95.098	510	510
WP_017214675.1	lcl|NZ_AFLS02000018.1_cds_WP_000291588.1_2053	26.154	325	510
WP_017214675.1	lcl|NZ_AFLS02000018.1_cds_WP_000364507.1_2054	31.111	90	510
WP_017214676.1	lcl|NZ_AFLS02000007.1_cds_WP_001067557.1_3369	96.364	330	330
WP_017214676.1	lcl|NZ_AFLS02000007.1_cds_WP_000646253.1_3366	28.525	305	330
WP_017214676.1	lcl|NZ_AFLS02000037.1_cds_WP_002070346.1_461	25.547	274	330
WP_017214676.1	lcl|NZ_AFLS02000038.1_cds_WP_000744700.1_206	26.582	316	330
WP_017214676.1	lcl|NZ_AFLS02000029.1_cds_WP_001003557.1_897	29.218	243	330
WP_017214676.1	lcl|NZ_AFLS02000040.1_cds_WP_000723090.1_43	24.625	333	330
WP_017214676.1	lcl|NZ_AFLS02000038.1_cds_WP_000649925.1_365	29.688	256	330
WP_017214676.1	lcl|NZ_AFLS02000037.1_cds_WP_000688699.1_441	25.792	221	330
WP_017214677.1	lcl|NZ_AFLS02000007.1_cds_WP_000689747.1_3372	38.122	543	538
WP_017214677.1	lcl|NZ_AFLS02000007.1_cds_WP_000689747.1_3372	38.122	543	538
WP_017214678.1	lcl|NZ_AFLS02000007.1_cds_WP_000342716.1_3373	67.045	264	264
WP_017214678.1	lcl|NZ_AFLS02000017.1_cds_WP_001002663.1_2335	41.152	243	264
WP_020981179.1	lcl|NZ_AFLS02000007.1_cds_WP_001246622.1_3374	88.710	310	310
WP_020981179.1	lcl|NZ_AFLS02000024.1_cds_WP_000501205.1_1341	36.304	303	310
WP_020981179.1	lcl|NZ_AFLS02000007.1_cds_WP_001183723.1_2895	28.629	248	310
WP_020981179.1	lcl|NZ_AFLS02000003.1_cds_WP_000279893.1_3571	25.339	221	310
WP_020981179.1	lcl|NZ_AFLS02000007.1_cds_WP_001246622.1_3374	88.710	310	310
WP_020981179.1	lcl|NZ_AFLS02000024.1_cds_WP_000501205.1_1341	36.304	303	310
WP_020981179.1	lcl|NZ_AFLS02000007.1_cds_WP_001183723.1_2895	28.629	248	310
WP_020981179.1	lcl|NZ_AFLS02000003.1_cds_WP_000279893.1_3571	25.339	221	310
WP_202900251.1	lcl|NZ_AFLS02000003.1_cds_WP_330942340.1_3510	91.772	158	265
WP_202900251.1	lcl|NZ_AFLS02000040.1_cds_WP_100218973.1_23	46.245	253	265
WP_202900251.1	lcl|NZ_AFLS02000003.1_cds_WP_050552110.1_3511	85.567	97	265
WP_202900251.1	lcl|NZ_AFLS02000025.1_cds_WP_002070057.1_1304	93.548	31	265
WP_202900251.1	lcl|NZ_AFLS02000025.1_cds_WP_002070057.1_1304	82.143	28	265
WP_202900251.1	lcl|NZ_AFLS02000001.1_cds_LEP1GSC007_RS2000000228980_3840	52.381	42	265
WP_202900251.1	lcl|NZ_AFLS02000001.1_cds_LEP1GSC007_RS2000000230085_3839	53.488	43	265
WP_202900251.1	lcl|NZ_AFLS02000001.1_cds_LEP1GSC007_RS2000000230085_3839	45.000	20	265
WP_202900251.1	lcl|NZ_AFLS02000003.1_cds_WP_330942340.1_3510	91.772	158	265
WP_202900251.1	lcl|NZ_AFLS02000040.1_cds_WP_100218973.1_23	46.245	253	265
WP_202900251.1	lcl|NZ_AFLS02000003.1_cds_WP_050552110.1_3511	85.567	97	265
WP_202900251.1	lcl|NZ_AFLS02000025.1_cds_WP_002070057.1_1304	93.548	31	265
WP_202900251.1	lcl|NZ_AFLS02000025.1_cds_WP_002070057.1_1304	82.143	28	265
WP_202900251.1	lcl|NZ_AFLS02000001.1_cds_LEP1GSC007_RS2000000228980_3840	52.381	42	265
WP_202900251.1	lcl|NZ_AFLS02000001.1_cds_LEP1GSC007_RS2000000230085_3839	53.488	43	265
WP_202900251.1	lcl|NZ_AFLS02000001.1_cds_LEP1GSC007_RS2000000230085_3839	45.000	20	265
WP_017214681.1	lcl|NZ_AFLS02000007.1_cds_WP_000479985.1_3375	95.076	264	264
WP_017214682.1	lcl|NZ_AFLS02000007.1_cds_WP_000715955.1_3376	86.047	129	130
WP_017214683.1	lcl|NZ_AFLS02000007.1_cds_WP_001088861.1_3377	90.278	144	144
WP_017214683.1	lcl|NZ_AFLS02000022.1_cds_WP_002069656.1_1601	41.071	56	144
WP_017214683.1	lcl|NZ_AFLS02000037.1_cds_WP_000360600.1_483	28.571	112	144
WP_017214684.1	lcl|NZ_AFLS02000007.1_cds_WP_000517243.1_3378	92.760	221	221
WP_017214684.1	lcl|NZ_AFLS02000038.1_cds_WP_001082178.1_235	28.205	78	221
WP_017214684.1	lcl|NZ_AFLS02000024.1_cds_WP_001069830.1_1321	27.523	109	221
WP_017214685.1	lcl|NZ_AFLS02000007.1_cds_WP_000774260.1_3367	22.179	257	260
WP_017214685.1	lcl|NZ_AFLS02000021.1_cds_WP_000805357.1_1813	25.581	215	260
WP_017214686.1	lcl|NZ_AFLS02000040.1_cds_WP_000723090.1_43	28.399	331	374
WP_017214686.1	lcl|NZ_AFLS02000038.1_cds_WP_000649925.1_365	26.950	282	374
WP_017214686.1	lcl|NZ_AFLS02000037.1_cds_WP_000709511.1_471	25.839	298	374
WP_017214686.1	lcl|NZ_AFLS02000040.1_cds_WP_000475904.1_26	26.545	275	374
WP_017214686.1	lcl|NZ_AFLS02000038.1_cds_WP_000744700.1_206	23.392	342	374
