WP_017214669.1	lcl|NZ_AHOJ02000028.1_cds_WP_004462903.1_1418	94.186	86	106
WP_017214670.1	lcl|NZ_AHOJ02000028.1_cds_WP_004464977.1_1419	92.581	310	314
WP_017214670.1	lcl|NZ_AHOJ02000010.1_cds_WP_004461583.1_2896	25.234	321	314
WP_017214670.1	lcl|NZ_AHOJ02000008.1_cds_WP_004464967.1_3249	22.662	278	314
WP_017214670.1	lcl|NZ_AHOJ02000008.1_cds_WP_004481568.1_3272	24.280	243	314
WP_017214670.1	lcl|NZ_AHOJ02000008.1_cds_WP_004465002.1_3251	23.478	230	314
WP_017214670.1	lcl|NZ_AHOJ02000020.1_cds_WP_004468319.1_2167	22.353	170	314
WP_017214670.1	lcl|NZ_AHOJ02000032.1_cds_WP_004461234.1_748	24.519	208	314
WP_017214672.1	lcl|NZ_AHOJ02000025.1_cds_WP_004460143.1_1639	36.301	146	185
WP_017214672.1	lcl|NZ_AHOJ02000008.1_cds_WP_004475196.1_3232	35.593	177	185
WP_017214673.1	lcl|NZ_AHOJ02000008.1_cds_WP_004464967.1_3249	32.710	321	329
WP_017214673.1	lcl|NZ_AHOJ02000010.1_cds_WP_004461583.1_2896	30.159	315	329
WP_017214673.1	lcl|NZ_AHOJ02000032.1_cds_WP_004461234.1_748	31.833	311	329
WP_017214673.1	lcl|NZ_AHOJ02000008.1_cds_WP_004481568.1_3272	29.940	334	329
WP_017214673.1	lcl|NZ_AHOJ02000008.1_cds_WP_004465002.1_3251	30.164	305	329
WP_017214673.1	lcl|NZ_AHOJ02000032.1_cds_WP_004482714.1_449	30.650	323	329
WP_017214673.1	lcl|NZ_AHOJ02000020.1_cds_WP_004468319.1_2167	27.859	341	329
WP_017214673.1	lcl|NZ_AHOJ02000032.1_cds_WP_004461242.1_751	27.950	322	329
WP_017214673.1	lcl|NZ_AHOJ02000006.1_cds_WP_032916356.1_3428	26.100	341	329
WP_017214673.1	lcl|NZ_AHOJ02000024.1_cds_WP_004470510.1_1951	28.030	264	329
WP_017214673.1	lcl|NZ_AHOJ02000028.1_cds_WP_004464977.1_1419	25.843	267	329
WP_017214673.1	lcl|NZ_AHOJ02000008.1_cds_WP_004481531.1_3253	26.354	277	329
WP_017214673.1	lcl|NZ_AHOJ02000010.1_cds_WP_004477645.1_2995	23.636	330	329
WP_017214673.1	lcl|NZ_AHOJ02000006.1_cds_WP_004459320.1_3372	27.875	287	329
WP_017214674.1	lcl|NZ_AHOJ02000008.1_cds_WP_004475169.1_3250	26.423	246	267
WP_017214674.1	lcl|NZ_AHOJ02000020.1_cds_WP_004474348.1_2202	35.455	110	267
WP_017214674.1	lcl|NZ_AHOJ02000008.1_cds_WP_004476528.1_3273	26.842	190	267
WP_017214674.1	lcl|NZ_AHOJ02000032.1_cds_WP_016754360.1_718	37.931	87	267
WP_017214674.1	lcl|NZ_AHOJ02000020.1_cds_WP_004477855.1_2166	25.389	193	267
WP_017214675.1	lcl|NZ_AHOJ02000030.1_cds_WP_004463881.1_1040	26.300	327	510
WP_017214675.1	lcl|NZ_AHOJ02000030.1_cds_WP_004460640.1_1039	32.609	92	510
WP_017214675.1	lcl|NZ_AHOJ02000030.1_cds_WP_004463881.1_1040	26.300	327	510
WP_017214675.1	lcl|NZ_AHOJ02000030.1_cds_WP_004460640.1_1039	32.609	92	510
WP_017214676.1	lcl|NZ_AHOJ02000032.1_cds_WP_004461234.1_748	26.374	273	330
WP_017214676.1	lcl|NZ_AHOJ02000008.1_cds_WP_004464967.1_3249	24.088	274	330
WP_017214676.1	lcl|NZ_AHOJ02000010.1_cds_WP_004461583.1_2896	28.623	276	330
WP_017214676.1	lcl|NZ_AHOJ02000008.1_cds_WP_004481568.1_3272	26.347	334	330
WP_017214676.1	lcl|NZ_AHOJ02000006.1_cds_WP_032916356.1_3428	27.027	222	330
WP_017214676.1	lcl|NZ_AHOJ02000010.1_cds_WP_004477645.1_2995	25.926	243	330
WP_017214676.1	lcl|NZ_AHOJ02000032.1_cds_WP_004482714.1_449	30.488	246	330
WP_017214676.1	lcl|NZ_AHOJ02000020.1_cds_WP_004468319.1_2167	23.741	139	330
WP_017214676.1	lcl|NZ_AHOJ02000024.1_cds_WP_004470510.1_1951	29.231	130	330
WP_017214676.1	lcl|NZ_AHOJ02000028.1_cds_WP_004464977.1_1419	22.699	326	330
WP_017214678.1	lcl|NZ_AHOJ02000035.1_cds_WP_004457662.1_253	41.975	243	264
WP_020981179.1	lcl|NZ_AHOJ02000030.1_cds_WP_004462784.1_1150	38.028	284	310
WP_020981179.1	lcl|NZ_AHOJ02000028.1_cds_WP_004473577.1_1499	26.829	287	310
WP_020981179.1	lcl|NZ_AHOJ02000024.1_cds_WP_004476265.1_1917	25.792	221	310
WP_020981179.1	lcl|NZ_AHOJ02000030.1_cds_WP_004462784.1_1150	38.028	284	310
WP_020981179.1	lcl|NZ_AHOJ02000028.1_cds_WP_004473577.1_1499	26.829	287	310
WP_020981179.1	lcl|NZ_AHOJ02000024.1_cds_WP_004476265.1_1917	25.792	221	310
WP_202900251.1	lcl|NZ_AHOJ02000018.1_cds_LEP1GSC171_RS21485_2462	42.537	134	265
WP_202900251.1	lcl|NZ_AHOJ02000018.1_cds_LEP1GSC171_RS21485_2462	42.537	134	265
WP_017214683.1	lcl|NZ_AHOJ02000034.1_cds_WP_004462309.1_275	41.071	56	144
WP_017214685.1	lcl|NZ_AHOJ02000008.1_cds_WP_004475169.1_3250	25.692	253	260
WP_017214685.1	lcl|NZ_AHOJ02000032.1_cds_WP_016754360.1_718	24.074	216	260
WP_017214686.1	lcl|NZ_AHOJ02000008.1_cds_WP_004464967.1_3249	26.733	303	374
WP_017214686.1	lcl|NZ_AHOJ02000008.1_cds_WP_004481568.1_3272	27.273	330	374
WP_017214686.1	lcl|NZ_AHOJ02000032.1_cds_WP_004482714.1_449	24.779	339	374
WP_017214686.1	lcl|NZ_AHOJ02000032.1_cds_WP_004461242.1_751	27.090	299	374
WP_017214686.1	lcl|NZ_AHOJ02000008.1_cds_WP_004465002.1_3251	26.199	271	374
WP_017214686.1	lcl|NZ_AHOJ02000010.1_cds_WP_004461583.1_2896	23.977	342	374
