WP_017214669.1	lcl|NZ_JASEXO010000008.1_cds_WP_004462903.1_1412	94.186	86	106
WP_017214670.1	lcl|NZ_JASEXO010000008.1_cds_WP_004464977.1_1411	92.581	310	314
WP_017214670.1	lcl|NZ_JASEXO010000001.1_cds_WP_282966532.1_281	24.922	321	314
WP_017214670.1	lcl|NZ_JASEXO010000030.1_cds_WP_004464967.1_2814	22.662	278	314
WP_017214670.1	lcl|NZ_JASEXO010000031.1_cds_WP_004472379.1_2845	23.843	281	314
WP_017214670.1	lcl|NZ_JASEXO010000030.1_cds_WP_004465002.1_2812	23.478	230	314
WP_017214670.1	lcl|NZ_JASEXO010000002.1_cds_WP_004461234.1_633	24.519	208	314
WP_017214672.1	lcl|NZ_JASEXO010000003.1_cds_WP_004460143.1_813	36.301	146	185
WP_017214672.1	lcl|NZ_JASEXO010000030.1_cds_WP_004475196.1_2831	35.593	177	185
WP_017214673.1	lcl|NZ_JASEXO010000030.1_cds_WP_004464967.1_2814	32.710	321	329
WP_017214673.1	lcl|NZ_JASEXO010000001.1_cds_WP_282966532.1_281	29.841	315	329
WP_017214673.1	lcl|NZ_JASEXO010000002.1_cds_WP_004461234.1_633	31.833	311	329
WP_017214673.1	lcl|NZ_JASEXO010000031.1_cds_WP_004472379.1_2845	29.940	334	329
WP_017214673.1	lcl|NZ_JASEXO010000030.1_cds_WP_004465002.1_2812	30.164	305	329
WP_017214673.1	lcl|NZ_JASEXO010000002.1_cds_WP_004487738.1_399	30.960	323	329
WP_017214673.1	lcl|NZ_JASEXO010000002.1_cds_WP_004467290.1_636	27.950	322	329
WP_017214673.1	lcl|NZ_JASEXO010000006.1_cds_WP_004466638.1_1223	27.419	310	329
WP_017214673.1	lcl|NZ_JASEXO010000001.1_cds_WP_016754659.1_39	26.100	341	329
WP_017214673.1	lcl|NZ_JASEXO010000023.1_cds_WP_282967035.1_2525	28.030	264	329
WP_017214673.1	lcl|NZ_JASEXO010000008.1_cds_WP_004464977.1_1411	25.843	267	329
WP_017214673.1	lcl|NZ_JASEXO010000030.1_cds_WP_004465101.1_2810	26.354	277	329
WP_017214673.1	lcl|NZ_JASEXO010000001.1_cds_WP_282966514.1_186	23.636	330	329
WP_017214673.1	lcl|NZ_JASEXO010000001.1_cds_WP_061205801.1_94	27.526	287	329
WP_017214674.1	lcl|NZ_JASEXO010000030.1_cds_WP_004465114.1_2813	28.108	185	267
WP_017214674.1	lcl|NZ_JASEXO010000006.1_cds_WP_282966753.1_1190	35.455	110	267
WP_017214674.1	lcl|NZ_JASEXO010000031.1_cds_WP_004475142.1_2846	26.842	190	267
WP_017214674.1	lcl|NZ_JASEXO010000002.1_cds_WP_016754360.1_604	37.931	87	267
WP_017214674.1	lcl|NZ_JASEXO010000006.1_cds_WP_282966774.1_1224	25.389	193	267
WP_017214675.1	lcl|NZ_JASEXO010000013.1_cds_WP_004463881.1_1899	26.300	327	510
WP_017214675.1	lcl|NZ_JASEXO010000013.1_cds_WP_004460640.1_1900	32.609	92	510
WP_017214675.1	lcl|NZ_JASEXO010000013.1_cds_WP_004463881.1_1899	26.300	327	510
WP_017214675.1	lcl|NZ_JASEXO010000013.1_cds_WP_004460640.1_1900	32.609	92	510
WP_017214676.1	lcl|NZ_JASEXO010000002.1_cds_WP_004461234.1_633	26.374	273	330
WP_017214676.1	lcl|NZ_JASEXO010000030.1_cds_WP_004464967.1_2814	24.088	274	330
WP_017214676.1	lcl|NZ_JASEXO010000001.1_cds_WP_282966532.1_281	28.623	276	330
WP_017214676.1	lcl|NZ_JASEXO010000031.1_cds_WP_004472379.1_2845	26.647	334	330
WP_017214676.1	lcl|NZ_JASEXO010000001.1_cds_WP_016754659.1_39	27.027	222	330
WP_017214676.1	lcl|NZ_JASEXO010000001.1_cds_WP_282966514.1_186	25.103	243	330
WP_017214676.1	lcl|NZ_JASEXO010000002.1_cds_WP_004487738.1_399	30.279	251	330
WP_017214676.1	lcl|NZ_JASEXO010000006.1_cds_WP_004466638.1_1223	23.741	139	330
WP_017214676.1	lcl|NZ_JASEXO010000023.1_cds_WP_282967035.1_2525	29.231	130	330
WP_017214676.1	lcl|NZ_JASEXO010000008.1_cds_WP_004464977.1_1411	22.699	326	330
WP_017214678.1	lcl|NZ_JASEXO010000063.1_cds_WP_004472620.1_3421	41.975	243	264
WP_020981179.1	lcl|NZ_JASEXO010000043.1_cds_WP_004462784.1_3140	38.028	284	310
WP_020981179.1	lcl|NZ_JASEXO010000041.1_cds_WP_004466126.1_3105	26.829	287	310
WP_020981179.1	lcl|NZ_JASEXO010000026.1_cds_WP_004462208.1_2710	25.792	221	310
WP_020981179.1	lcl|NZ_JASEXO010000043.1_cds_WP_004462784.1_3140	38.028	284	310
WP_020981179.1	lcl|NZ_JASEXO010000041.1_cds_WP_004466126.1_3105	26.829	287	310
WP_020981179.1	lcl|NZ_JASEXO010000026.1_cds_WP_004462208.1_2710	25.792	221	310
WP_202900251.1	lcl|NZ_JASEXO010000160.1_cds_WP_282967377.1_3756	87.170	265	265
WP_202900251.1	lcl|NZ_JASEXO010000042.1_cds_WP_032914633.1_3127	87.826	115	265
WP_202900251.1	lcl|NZ_JASEXO010000014.1_cds_WP_032926645.1_1950	86.957	115	265
WP_202900251.1	lcl|NZ_JASEXO010000158.1_cds_WP_100221459.1_3754	46.275	255	265
WP_202900251.1	lcl|NZ_JASEXO010000066.1_cds_WP_282967251.1_2630	92.593	81	265
WP_202900251.1	lcl|NZ_JASEXO010000039.1_cds_WP_282967140.1_3057	87.342	79	265
WP_202900251.1	lcl|NZ_JASEXO010000210.1_cds_WP_282967391.1_3806	93.243	74	265
WP_202900251.1	lcl|NZ_JASEXO010000068.1_cds_WP_046690694.1_3473	83.750	80	265
WP_202900251.1	lcl|NZ_JASEXO010000018.1_cds_WP_282966968.1_2240	83.750	80	265
WP_202900251.1	lcl|NZ_JASEXO010000042.1_cds_QMM87_RS15460_3107	90.385	52	265
WP_202900251.1	lcl|NZ_JASEXO010000044.1_cds_WP_346274827.1_3148	90.244	41	265
WP_202900251.1	lcl|NZ_JASEXO010000023.1_cds_WP_282967041.1_2575	77.778	45	265
WP_202900251.1	lcl|NZ_JASEXO010000026.1_cds_QMM87_RS13330_2707	88.889	36	265
WP_202900251.1	lcl|NZ_JASEXO010000024.1_cds_QMM87_RS12895_2576	88.889	36	265
WP_202900251.1	lcl|NZ_JASEXO010000060.1_cds_QMM87_RS16820_3382	87.879	33	265
WP_202900251.1	lcl|NZ_JASEXO010000027.1_cds_QMM87_RS13655_2673	87.879	33	265
WP_202900251.1	lcl|NZ_JASEXO010000145.1_cds_QMM87_RS18640_3734	87.500	32	265
WP_202900251.1	lcl|NZ_JASEXO010000059.1_cds_QMM87_RS16815_3381	87.500	32	265
WP_202900251.1	lcl|NZ_JASEXO010000078.1_cds_QMM87_RS17630_3533	84.848	33	265
WP_202900251.1	lcl|NZ_JASEXO010000039.1_cds_QMM87_RS15085_3032	84.848	33	265
WP_202900251.1	lcl|NZ_JASEXO010000117.1_cds_QMM87_RS18340_3674	87.097	31	265
WP_202900251.1	lcl|NZ_JASEXO010000100.1_cds_QMM87_RS18145_3636	87.097	31	265
WP_202900251.1	lcl|NZ_JASEXO010000037.1_cds_QMM87_RS14970_3008	87.097	31	265
WP_202900251.1	lcl|NZ_JASEXO010000092.1_cds_QMM87_RS17975_3602	79.412	34	265
WP_202900251.1	lcl|NZ_JASEXO010000088.1_cds_QMM87_RS17880_3583	56.364	55	265
WP_202900251.1	lcl|NZ_JASEXO010000088.1_cds_QMM87_RS17880_3583	31.034	58	265
WP_202900251.1	lcl|NZ_JASEXO010000088.1_cds_QMM87_RS17880_3583	28.030	132	265
WP_202900251.1	lcl|NZ_JASEXO010000016.1_cds_QMM87_RS19140_2102	86.667	30	265
WP_202900251.1	lcl|NZ_JASEXO010000062.1_cds_QMM87_RS17010_3419	92.308	26	265
WP_202900251.1	lcl|NZ_JASEXO010000130.1_cds_QMM87_RS18480_3702	92.308	26	265
WP_202900251.1	lcl|NZ_JASEXO010000065.1_cds_WP_346274831.1_3448	32.099	81	265
WP_202900251.1	lcl|NZ_JASEXO010000025.1_cds_QMM87_RS13165_2674	92.000	25	265
WP_202900251.1	lcl|NZ_JASEXO010000014.1_cds_QMM87_RS09980_1990	87.500	24	265
WP_202900251.1	lcl|NZ_JASEXO010000024.1_cds_QMM87_RS12910_2579	42.029	69	265
WP_202900251.1	lcl|NZ_JASEXO010000132.1_cds_WP_282967355.1_3704	90.476	21	265
WP_202900251.1	lcl|NZ_JASEXO010000160.1_cds_WP_282967377.1_3756	87.170	265	265
WP_202900251.1	lcl|NZ_JASEXO010000042.1_cds_WP_032914633.1_3127	87.826	115	265
