WP_017214669.1	lcl|NZ_AFKJ01000105.1_cds_WP_000340715.1_1470	97.674	86	106
WP_017214670.1	lcl|NZ_AFKJ01000105.1_cds_WP_000410273.1_1471	94.268	314	314
WP_017214670.1	lcl|NZ_AFKJ01000105.1_cds_WP_000093099.1_1491	59.677	62	314
WP_017214670.1	lcl|NZ_AFKJ01000105.1_cds_WP_000646250.1_1474	26.493	268	314
WP_017214670.1	lcl|NZ_AFKJ01000020.1_cds_WP_000744700.1_2946	25.776	322	314
WP_017214670.1	lcl|NZ_AFKJ01000105.1_cds_WP_000723090.1_1553	23.958	288	314
WP_017214670.1	lcl|NZ_AFKJ01000105.1_cds_WP_000600889.1_1500	24.599	187	314
WP_017214671.1	lcl|NZ_AFKJ01000105.1_cds_WP_000604524.1_1472	91.507	365	365
WP_017214672.1	lcl|NZ_AFKJ01000105.1_cds_WP_000884059.1_1473	96.757	185	185
WP_017214672.1	lcl|NZ_AFKJ01000118.1_cds_WP_000351733.1_1173	40.714	140	185
WP_017214673.1	lcl|NZ_AFKJ01000105.1_cds_WP_000646250.1_1474	94.529	329	329
WP_017214673.1	lcl|NZ_AFKJ01000020.1_cds_WP_000744700.1_2946	32.063	315	329
WP_017214673.1	lcl|NZ_AFKJ01000105.1_cds_WP_000600889.1_1500	32.595	316	329
WP_017214673.1	lcl|NZ_AFKJ01000105.1_cds_WP_000723090.1_1553	31.045	335	329
WP_017214673.1	lcl|NZ_AFKJ01000122.1_cds_WP_001984071.1_1048	31.270	307	329
WP_017214673.1	lcl|NZ_AFKJ01000012.1_cds_WP_000649925.1_3495	30.341	323	329
WP_017214673.1	lcl|NZ_AFKJ01000233.1_cds_WP_000709511.1_80	27.879	330	329
WP_017214673.1	lcl|NZ_AFKJ01000105.1_cds_WP_000601375.1_1527	25.333	300	329
WP_017214673.1	lcl|NZ_AFKJ01000105.1_cds_WP_001067557.1_1477	30.196	255	329
WP_017214673.1	lcl|NZ_AFKJ01000122.1_cds_WP_000688695.1_1028	28.623	276	329
WP_017214673.1	lcl|NZ_AFKJ01000105.1_cds_WP_000475904.1_1536	28.467	274	329
WP_017214673.1	lcl|NZ_AFKJ01000105.1_cds_WP_000410273.1_1471	27.530	247	329
WP_017214673.1	lcl|NZ_AFKJ01000107.1_cds_WP_001074785.1_1431	27.925	265	329
WP_017214673.1	lcl|NZ_AFKJ01000062.1_cds_WP_001003555.1_2206	23.964	338	329
WP_017214673.1	lcl|NZ_AFKJ01000105.1_cds_WP_000487322.1_1525	26.398	322	329
WP_017214674.1	lcl|NZ_AFKJ01000105.1_cds_WP_000774262.1_1475	94.007	267	267
WP_017214674.1	lcl|NZ_AFKJ01000105.1_cds_WP_000859505.1_1524	26.295	251	267
WP_017214674.1	lcl|NZ_AFKJ01000105.1_cds_WP_000800438.1_1505	25.630	238	267
WP_017214674.1	lcl|NZ_AFKJ01000105.1_cds_WP_000842260.1_1554	26.842	190	267
WP_017214674.1	lcl|NZ_AFKJ01000141.1_cds_WP_000667727.1_781	32.727	110	267
WP_017214674.1	lcl|NZ_AFKJ01000010.1_cds_WP_000805357.1_3594	33.333	102	267
WP_017214675.1	lcl|NZ_AFKJ01000105.1_cds_WP_000612797.1_1476	94.706	510	510
WP_017214675.1	lcl|NZ_AFKJ01000103.1_cds_WP_000291591.1_1595	26.154	325	510
WP_017214675.1	lcl|NZ_AFKJ01000103.1_cds_WP_000364507.1_1596	31.111	90	510
WP_017214675.1	lcl|NZ_AFKJ01000105.1_cds_WP_000612797.1_1476	94.706	510	510
WP_017214675.1	lcl|NZ_AFKJ01000103.1_cds_WP_000291591.1_1595	26.154	325	510
WP_017214675.1	lcl|NZ_AFKJ01000103.1_cds_WP_000364507.1_1596	31.111	90	510
WP_017214676.1	lcl|NZ_AFKJ01000105.1_cds_WP_001067557.1_1477	96.364	330	330
WP_017214676.1	lcl|NZ_AFKJ01000105.1_cds_WP_000646250.1_1474	28.525	305	330
WP_017214676.1	lcl|NZ_AFKJ01000105.1_cds_WP_000600889.1_1500	26.692	266	330
WP_017214676.1	lcl|NZ_AFKJ01000122.1_cds_WP_001984071.1_1048	25.547	274	330
WP_017214676.1	lcl|NZ_AFKJ01000020.1_cds_WP_000744700.1_2946	26.582	316	330
WP_017214676.1	lcl|NZ_AFKJ01000062.1_cds_WP_001003555.1_2206	29.218	243	330
WP_017214676.1	lcl|NZ_AFKJ01000105.1_cds_WP_000723090.1_1553	24.625	333	330
WP_017214676.1	lcl|NZ_AFKJ01000012.1_cds_WP_000649925.1_3495	29.688	256	330
WP_017214676.1	lcl|NZ_AFKJ01000122.1_cds_WP_000688695.1_1028	26.244	221	330
WP_017214676.1	lcl|NZ_AFKJ01000105.1_cds_WP_000601375.1_1527	25.540	278	330
WP_017214677.1	lcl|NZ_AFKJ01000105.1_cds_WP_000689743.1_1480	38.122	543	538
WP_017214677.1	lcl|NZ_AFKJ01000105.1_cds_WP_000689743.1_1480	38.122	543	538
WP_017214678.1	lcl|NZ_AFKJ01000105.1_cds_WP_000342713.1_1481	67.045	264	264
WP_017214678.1	lcl|NZ_AFKJ01000227.1_cds_WP_001002663.1_169	41.152	243	264
WP_020981179.1	lcl|NZ_AFKJ01000105.1_cds_WP_001246618.1_1482	87.097	310	310
WP_020981179.1	lcl|NZ_AFKJ01000187.1_cds_WP_000501205.1_305	36.304	303	310
WP_020981179.1	lcl|NZ_AFKJ01000018.1_cds_WP_001183723.1_3003	28.629	248	310
WP_020981179.1	lcl|NZ_AFKJ01000076.1_cds_WP_000279894.1_1982	25.339	221	310
WP_020981179.1	lcl|NZ_AFKJ01000105.1_cds_WP_001246618.1_1482	87.097	310	310
WP_020981179.1	lcl|NZ_AFKJ01000187.1_cds_WP_000501205.1_305	36.304	303	310
WP_020981179.1	lcl|NZ_AFKJ01000018.1_cds_WP_001183723.1_3003	28.629	248	310
