WP_017214669.1	lcl|NZ_JADDWQ010000051.1_cds_WP_000340715.1_2893	97.674	86	106
WP_017214670.1	lcl|NZ_JADDWQ010000051.1_cds_WP_000410266.1_2894	94.268	314	314
WP_017214670.1	lcl|NZ_JADDWQ010000012.1_cds_WP_000744698.1_254	25.776	322	314
WP_017214670.1	lcl|NZ_JADDWQ010000051.1_cds_WP_000646254.1_2897	26.119	268	314
WP_017214670.1	lcl|NZ_JADDWQ010000013.1_cds_WP_000723091.1_363	24.306	288	314
WP_017214671.1	lcl|NZ_JADDWQ010000051.1_cds_WP_000604525.1_2895	90.959	365	365
WP_017214671.1	lcl|NZ_JADDWQ010000202.1_cds_IQA68_RS18995_1018	77.500	120	365
WP_017214672.1	lcl|NZ_JADDWQ010000051.1_cds_WP_000884059.1_2896	96.757	185	185
WP_017214672.1	lcl|NZ_JADDWQ010000055.1_cds_WP_000351733.1_3001	40.714	140	185
WP_017214673.1	lcl|NZ_JADDWQ010000051.1_cds_WP_000646254.1_2897	95.137	329	329
WP_017214673.1	lcl|NZ_JADDWQ010000012.1_cds_WP_000744698.1_254	32.063	315	329
WP_017214673.1	lcl|NZ_JADDWQ010000013.1_cds_WP_000723091.1_363	31.343	335	329
WP_017214673.1	lcl|NZ_JADDWQ010000004.1_cds_WP_002072074.1_2813	30.945	307	329
WP_017214673.1	lcl|NZ_JADDWQ010000011.1_cds_WP_000649924.1_177	30.341	323	329
WP_017214673.1	lcl|NZ_JADDWQ010000004.1_cds_WP_000709508.1_2804	27.576	330	329
WP_017214673.1	lcl|NZ_JADDWQ010000051.1_cds_WP_001067557.1_2900	30.196	255	329
WP_017214673.1	lcl|NZ_JADDWQ010000004.1_cds_WP_000688696.1_2833	28.623	276	329
WP_017214673.1	lcl|NZ_JADDWQ010000026.1_cds_WP_000475901.1_1432	28.467	274	329
WP_017214673.1	lcl|NZ_JADDWQ010000051.1_cds_WP_000410266.1_2894	27.530	247	329
WP_017214673.1	lcl|NZ_JADDWQ010000005.1_cds_WP_001074779.1_3143	27.547	265	329
WP_017214673.1	lcl|NZ_JADDWQ010000003.1_cds_WP_001003560.1_2352	23.669	338	329
WP_017214673.1	lcl|NZ_JADDWQ010000026.1_cds_WP_000378097.1_1398	25.581	172	329
WP_017214674.1	lcl|NZ_JADDWQ010000051.1_cds_WP_000774259.1_2898	94.382	267	267
WP_017214674.1	lcl|NZ_JADDWQ010000013.1_cds_WP_000842260.1_362	26.842	190	267
WP_017214674.1	lcl|NZ_JADDWQ010000004.1_cds_WP_000667727.1_2855	32.727	110	267
WP_017214674.1	lcl|NZ_JADDWQ010000031.1_cds_WP_000805357.1_1888	33.333	102	267
WP_017214675.1	lcl|NZ_JADDWQ010000051.1_cds_WP_002072162.1_2899	95.294	510	510
WP_017214675.1	lcl|NZ_JADDWQ010000005.1_cds_WP_000291581.1_3215	26.154	325	510
WP_017214675.1	lcl|NZ_JADDWQ010000005.1_cds_WP_000364504.1_3214	31.111	90	510
WP_017214675.1	lcl|NZ_JADDWQ010000051.1_cds_WP_002072162.1_2899	95.294	510	510
WP_017214675.1	lcl|NZ_JADDWQ010000005.1_cds_WP_000291581.1_3215	26.154	325	510
WP_017214675.1	lcl|NZ_JADDWQ010000005.1_cds_WP_000364504.1_3214	31.111	90	510
WP_017214676.1	lcl|NZ_JADDWQ010000051.1_cds_WP_001067557.1_2900	96.364	330	330
WP_017214676.1	lcl|NZ_JADDWQ010000051.1_cds_WP_000646254.1_2897	28.852	305	330
WP_017214676.1	lcl|NZ_JADDWQ010000004.1_cds_WP_002072074.1_2813	25.912	274	330
WP_017214676.1	lcl|NZ_JADDWQ010000012.1_cds_WP_000744698.1_254	26.582	316	330
WP_017214676.1	lcl|NZ_JADDWQ010000003.1_cds_WP_001003560.1_2352	28.807	243	330
WP_017214676.1	lcl|NZ_JADDWQ010000013.1_cds_WP_000723091.1_363	24.324	333	330
WP_017214676.1	lcl|NZ_JADDWQ010000011.1_cds_WP_000649924.1_177	29.688	256	330
WP_017214676.1	lcl|NZ_JADDWQ010000004.1_cds_WP_000688696.1_2833	26.244	221	330
WP_017214677.1	lcl|NZ_JADDWQ010000051.1_cds_WP_000689740.1_2903	38.122	543	538
WP_017214677.1	lcl|NZ_JADDWQ010000051.1_cds_WP_000689740.1_2903	38.122	543	538
WP_017214678.1	lcl|NZ_JADDWQ010000051.1_cds_WP_000342716.1_2904	67.045	264	264
WP_017214678.1	lcl|NZ_JADDWQ010000024.1_cds_WP_001002662.1_1309	41.152	243	264
WP_020981179.1	lcl|NZ_JADDWQ010000051.1_cds_WP_001246619.1_2905	89.355	310	310
WP_020981179.1	lcl|NZ_JADDWQ010000264.1_cds_WP_322708248.1_1388	93.519	108	310
WP_020981179.1	lcl|NZ_JADDWQ010000034.1_cds_WP_000501205.1_2039	36.304	303	310
WP_020981179.1	lcl|NZ_JADDWQ010000014.1_cds_WP_001183721.1_413	28.968	252	310
WP_020981179.1	lcl|NZ_JADDWQ010000002.1_cds_WP_000279896.1_1670	24.887	221	310
WP_020981179.1	lcl|NZ_JADDWQ010000051.1_cds_WP_001246619.1_2905	89.355	310	310
WP_020981179.1	lcl|NZ_JADDWQ010000264.1_cds_WP_322708248.1_1388	93.519	108	310
WP_020981179.1	lcl|NZ_JADDWQ010000034.1_cds_WP_000501205.1_2039	36.304	303	310
WP_020981179.1	lcl|NZ_JADDWQ010000014.1_cds_WP_001183721.1_413	28.968	252	310
WP_020981179.1	lcl|NZ_JADDWQ010000002.1_cds_WP_000279896.1_1670	24.887	221	310
WP_202900251.1	lcl|NZ_JADDWQ010000002.1_cds_WP_230666105.1_1732	93.233	133	265
WP_202900251.1	lcl|NZ_JADDWQ010000051.1_cds_WP_001018782.1_2911	88.732	71	265
WP_202900251.1	lcl|NZ_JADDWQ010000230.1_cds_WP_322708246.1_1204	86.567	67	265
WP_202900251.1	lcl|NZ_JADDWQ010000002.1_cds_WP_017861472.1_1731	91.935	62	265
WP_202900251.1	lcl|NZ_JADDWQ010000226.1_cds_IQA68_RS19095_1146	53.333	90	265
WP_202900251.1	lcl|NZ_JADDWQ010000226.1_cds_IQA68_RS19095_1146	57.576	33	265
WP_202900251.1	lcl|NZ_JADDWQ010000074.1_cds_IQA68_RS18010_3524	40.336	119	265
WP_202900251.1	lcl|NZ_JADDWQ010000017.1_cds_IQA68_RS19685_635	93.548	31	265
WP_202900251.1	lcl|NZ_JADDWQ010000017.1_cds_IQA68_RS19685_635	80.000	15	265
WP_202900251.1	lcl|NZ_JADDWQ010000051.1_cds_WP_228003844.1_2910	73.529	34	265
WP_202900251.1	lcl|NZ_JADDWQ010000320.1_cds_WP_193824747.1_1926	42.222	90	265
WP_202900251.1	lcl|NZ_JADDWQ010000098.1_cds_IQA68_RS18535_3824	37.374	99	265
WP_202900251.1	lcl|NZ_JADDWQ010000002.1_cds_IQA68_RS02060_1806	50.000	46	265
WP_202900251.1	lcl|NZ_JADDWQ010000098.1_cds_IQA68_RS18540_3825	51.163	43	265
WP_202900251.1	lcl|NZ_JADDWQ010000098.1_cds_IQA68_RS18540_3825	45.000	20	265
WP_202900251.1	lcl|NZ_JADDWQ010000002.1_cds_WP_230666105.1_1732	93.233	133	265
WP_202900251.1	lcl|NZ_JADDWQ010000051.1_cds_WP_001018782.1_2911	88.732	71	265
WP_202900251.1	lcl|NZ_JADDWQ010000230.1_cds_WP_322708246.1_1204	86.567	67	265
WP_202900251.1	lcl|NZ_JADDWQ010000002.1_cds_WP_017861472.1_1731	91.935	62	265
WP_202900251.1	lcl|NZ_JADDWQ010000226.1_cds_IQA68_RS19095_1146	53.333	90	265
WP_202900251.1	lcl|NZ_JADDWQ010000226.1_cds_IQA68_RS19095_1146	57.576	33	265
WP_202900251.1	lcl|NZ_JADDWQ010000074.1_cds_IQA68_RS18010_3524	40.336	119	265
WP_202900251.1	lcl|NZ_JADDWQ010000017.1_cds_IQA68_RS19685_635	93.548	31	265
WP_202900251.1	lcl|NZ_JADDWQ010000017.1_cds_IQA68_RS19685_635	80.000	15	265
WP_202900251.1	lcl|NZ_JADDWQ010000051.1_cds_WP_228003844.1_2910	73.529	34	265
WP_202900251.1	lcl|NZ_JADDWQ010000320.1_cds_WP_193824747.1_1926	42.222	90	265
WP_202900251.1	lcl|NZ_JADDWQ010000098.1_cds_IQA68_RS18535_3824	37.374	99	265
WP_202900251.1	lcl|NZ_JADDWQ010000002.1_cds_IQA68_RS02060_1806	50.000	46	265
WP_202900251.1	lcl|NZ_JADDWQ010000098.1_cds_IQA68_RS18540_3825	51.163	43	265
WP_202900251.1	lcl|NZ_JADDWQ010000098.1_cds_IQA68_RS18540_3825	45.000	20	265
WP_017214681.1	lcl|NZ_JADDWQ010000051.1_cds_WP_000479980.1_2906	95.076	264	264
WP_017214682.1	lcl|NZ_JADDWQ010000051.1_cds_WP_000715958.1_2907	86.047	129	130
WP_017214683.1	lcl|NZ_JADDWQ010000051.1_cds_WP_001088861.1_2908	90.278	144	144
WP_017214683.1	lcl|NZ_JADDWQ010000008.1_cds_WP_002069656.1_3806	41.071	56	144
WP_017214683.1	lcl|NZ_JADDWQ010000004.1_cds_WP_000360600.1_2792	28.571	112	144
WP_017214684.1	lcl|NZ_JADDWQ010000051.1_cds_WP_000517242.1_2909	93.213	221	221
WP_017214684.1	lcl|NZ_JADDWQ010000012.1_cds_WP_001082181.1_283	28.205	78	221
WP_017214684.1	lcl|NZ_JADDWQ010000037.1_cds_WP_001069832.1_2139	26.606	109	221
WP_017214685.1	lcl|NZ_JADDWQ010000051.1_cds_WP_000774259.1_2898	23.671	207	260
WP_017214685.1	lcl|NZ_JADDWQ010000031.1_cds_WP_000805357.1_1888	25.581	215	260
WP_017214686.1	lcl|NZ_JADDWQ010000013.1_cds_WP_000723091.1_363	28.399	331	374
WP_017214686.1	lcl|NZ_JADDWQ010000011.1_cds_WP_000649924.1_177	26.950	282	374
WP_017214686.1	lcl|NZ_JADDWQ010000004.1_cds_WP_000709508.1_2804	25.839	298	374
WP_017214686.1	lcl|NZ_JADDWQ010000026.1_cds_WP_000475901.1_1432	26.545	275	374
WP_017214686.1	lcl|NZ_JADDWQ010000012.1_cds_WP_000744698.1_254	23.392	342	374
WP_017214686.1	lcl|NZ_JADDWQ010000008.1_cds_WP_000457972.1_3733	25.434	173	374
WP_017214686.1	lcl|NZ_JADDWQ010000051.1_cds_WP_000646254.1_2897	25.786	159	374
WP_017214689.1	lcl|NZ_JADDWQ010000075.1_cds_WP_000384508.1_3545	26.842	380	413
WP_017214689.1	lcl|NZ_JADDWQ010000075.1_cds_WP_001046777.1_3547	23.978	367	413
WP_017214689.1	lcl|NZ_JADDWQ010000037.1_cds_WP_000347675.1_2140	25.000	208	413
WP_020981159.1	lcl|NZ_JADDWQ010000033.1_cds_WP_000840861.1_1988	32.317	328	324
WP_020981159.1	lcl|NZ_JADDWQ010000031.1_cds_WP_000868621.1_1911	34.307	137	324
WP_020981159.1	lcl|NZ_JADDWQ010000002.1_cds_WP_000728664.1_1697	29.134	127	324
WP_020981159.1	lcl|NZ_JADDWQ010000013.1_cds_WP_000853988.1_366	29.167	96	324
WP_017214691.1	lcl|NZ_JADDWQ010000051.1_cds_WP_000517242.1_2909	33.333	93	229
WP_017214691.1	lcl|NZ_JADDWQ010000037.1_cds_WP_001069832.1_2139	26.316	95	229
WP_020981249.1	lcl|NZ_JADDWQ010000075.1_cds_WP_001009616.1_3540	45.287	435	477
WP_020981249.1	lcl|NZ_JADDWQ010000095.1_cds_WP_002072243.1_3820	34.222	225	477
WP_020981272.1	lcl|NZ_JADDWQ010000007.1_cds_WP_000283290.1_3622	22.321	112	236
WP_017214696.1	lcl|NZ_JADDWQ010000051.1_cds_WP_000646254.1_2897	27.523	218	294
WP_017214696.1	lcl|NZ_JADDWQ010000051.1_cds_WP_000410266.1_2894	23.792	269	294
WP_017214696.1	lcl|NZ_JADDWQ010000012.1_cds_WP_000744698.1_254	28.662	157	294
WP_017214696.1	lcl|NZ_JADDWQ010000013.1_cds_WP_000723091.1_363	21.717	198	294
WP_017214696.1	lcl|NZ_JADDWQ010000005.1_cds_WP_001074779.1_3143	25.414	181	294
WP_017214696.1	lcl|NZ_JADDWQ010000004.1_cds_WP_000688696.1_2833	30.088	113	294
WP_020981225.1	lcl|NZ_JADDWQ010000075.1_cds_WP_001046777.1_3547	26.302	384	403
WP_017214698.1	lcl|NZ_JADDWQ010000075.1_cds_WP_000564977.1_3546	43.373	166	174
WP_017214698.1	lcl|NZ_JADDWQ010000054.1_cds_WP_001206947.1_2978	25.000	140	174
WP_017214698.1	lcl|NZ_JADDWQ010000281.1_cds_WP_193824735.1_1499	23.853	109	174
WP_017214699.1	lcl|NZ_JADDWQ010000075.1_cds_WP_000384508.1_3545	37.811	402	416
WP_017214699.1	lcl|NZ_JADDWQ010000075.1_cds_WP_001046777.1_3547	25.389	386	416
WP_017214700.1	lcl|NZ_JADDWQ010000075.1_cds_WP_000228801.1_3544	75.346	361	361
WP_017214700.1	lcl|NZ_JADDWQ010000051.1_cds_WP_000608294.1_2902	42.060	233	361
WP_017214700.1	lcl|NZ_JADDWQ010000004.1_cds_WP_001281953.1_2849	30.179	391	361
WP_017214700.1	lcl|NZ_JADDWQ010000026.1_cds_WP_000172659.1_1399	27.688	372	361
WP_017214700.1	lcl|NZ_JADDWQ010000051.1_cds_WP_001198107.1_2901	36.842	228	361
WP_017214700.1	lcl|NZ_JADDWQ010000026.1_cds_WP_000575181.1_1443	32.567	261	361
WP_017214700.1	lcl|NZ_JADDWQ010000021.1_cds_WP_001982414.1_1098	23.416	363	361
WP_017214701.1	lcl|NZ_JADDWQ010000002.1_cds_WP_000007746.1_1775	74.779	226	233
WP_017214701.1	lcl|NZ_JADDWQ010000012.1_cds_WP_000462635.1_264	30.526	95	233
WP_017214701.1	lcl|NZ_JADDWQ010000029.1_cds_IQA68_RS19790_1587	32.394	71	233
WP_235592100.1	lcl|NZ_JADDWQ010000029.1_cds_IQA68_RS19790_1587	46.753	77	167
WP_235592100.1	lcl|NZ_JADDWQ010000002.1_cds_WP_000007746.1_1775	32.456	114	167
WP_235592100.1	lcl|NZ_JADDWQ010000074.1_cds_WP_000459786.1_3529	41.818	55	167
WP_235592100.1	lcl|NZ_JADDWQ010000012.1_cds_WP_000462635.1_264	31.461	89	167
WP_020981137.1	lcl|NZ_JADDWQ010000026.1_cds_WP_002072224.1_1397	59.284	587	592
WP_020981137.1	lcl|NZ_JADDWQ010000029.1_cds_WP_000172209.1_1579	41.778	225	592
WP_020981137.1	lcl|NZ_JADDWQ010000027.1_cds_WP_000667646.1_1469	40.693	231	592
WP_020981137.1	lcl|NZ_JADDWQ010000050.1_cds_WP_000828456.1_2868	37.727	220	592
WP_020981137.1	lcl|NZ_JADDWQ010000018.1_cds_WP_000510770.1_686	29.114	237	592
