WP_017214669.1	lcl|NZ_JQRU01000088.1_cds_WP_020774736.1_3228	93.023	86	106
WP_017214670.1	lcl|NZ_JQRU01000088.1_cds_WP_020774692.1_3229	88.710	310	314
WP_017214670.1	lcl|NZ_JQRU01000088.1_cds_WP_020774697.1_3232	25.868	317	314
WP_017214670.1	lcl|NZ_JQRU01000008.1_cds_WP_020771927.1_591	26.087	322	314
WP_017214670.1	lcl|NZ_JQRU01000088.1_cds_WP_020774725.1_3262	22.747	233	314
WP_017214670.1	lcl|NZ_JQRU01000089.1_cds_WP_020775061.1_3322	26.126	333	314
WP_017214670.1	lcl|NZ_JQRU01000002.1_cds_WP_020774296.1_165	24.199	281	314
WP_017214670.1	lcl|NZ_JQRU01000004.1_cds_WP_017808832.1_299	24.537	216	314
WP_017214670.1	lcl|NZ_JQRU01000088.1_cds_WP_017809394.1_3257	23.765	324	314
WP_017214671.1	lcl|NZ_JQRU01000088.1_cds_WP_020774721.1_3230	85.479	365	365
WP_017214672.1	lcl|NZ_JQRU01000088.1_cds_WP_020774732.1_3231	93.514	185	185
WP_017214672.1	lcl|NZ_JQRU01000038.1_cds_WP_020772754.1_1997	38.356	146	185
WP_017214673.1	lcl|NZ_JQRU01000088.1_cds_WP_020774697.1_3232	92.705	329	329
WP_017214673.1	lcl|NZ_JQRU01000088.1_cds_WP_020774725.1_3262	33.016	315	329
WP_017214673.1	lcl|NZ_JQRU01000008.1_cds_WP_020771927.1_591	31.429	315	329
WP_017214673.1	lcl|NZ_JQRU01000002.1_cds_WP_020774296.1_165	29.940	334	329
WP_017214673.1	lcl|NZ_JQRU01000004.1_cds_WP_017808832.1_299	31.949	313	329
WP_017214673.1	lcl|NZ_JQRU01000104.1_cds_WP_020775260.1_3470	28.152	341	329
WP_017214673.1	lcl|NZ_JQRU01000089.1_cds_WP_020775061.1_3322	30.745	322	329
WP_017214673.1	lcl|NZ_JQRU01000004.1_cds_WP_036042477.1_288	28.261	322	329
WP_017214673.1	lcl|NZ_JQRU01000088.1_cds_WP_020774722.1_3235	30.196	255	329
WP_017214673.1	lcl|NZ_JQRU01000005.1_cds_WP_020772116.1_393	26.686	341	329
WP_017214673.1	lcl|NZ_JQRU01000088.1_cds_WP_021064603.1_3259	29.259	270	329
WP_017214673.1	lcl|NZ_JQRU01000088.1_cds_WP_017809394.1_3257	25.566	309	329
WP_017214673.1	lcl|NZ_JQRU01000061.1_cds_WP_020772546.1_2706	24.771	218	329
WP_017214673.1	lcl|NZ_JQRU01000061.1_cds_WP_020772548.1_2714	27.917	240	329
WP_017214673.1	lcl|NZ_JQRU01000088.1_cds_WP_020774692.1_3229	27.444	266	329
WP_017214673.1	lcl|NZ_JQRU01000025.1_cds_WP_020773134.1_1404	27.273	264	329
WP_017214673.1	lcl|NZ_JQRU01000035.1_cds_WP_020771874.1_1794	24.159	327	329
WP_017214673.1	lcl|NZ_JQRU01000061.1_cds_WP_020772564.1_2704	30.625	160	329
WP_017214673.1	lcl|NZ_JQRU01000020.1_cds_WP_020772455.1_1212	25.000	268	329
WP_017214673.1	lcl|NZ_JQRU01000075.1_cds_WP_020775079.1_3009	28.571	245	329
WP_017214674.1	lcl|NZ_JQRU01000088.1_cds_WP_021064582.1_3233	77.154	267	267
WP_017214674.1	lcl|NZ_JQRU01000088.1_cds_WP_020774727.1_3267	28.108	185	267
