WP_017214669.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002725873.1_2907	90.698	86	106
WP_017214670.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002733579.1_2908	92.038	314	314
WP_017214670.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002733534.1_2911	25.746	268	314
WP_017214670.1	lcl|NZ_JADDVQ010000017.1_cds_WP_002722638.1_580	23.765	324	314
WP_017214670.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002740024.1_3002	24.138	290	314
WP_017214670.1	lcl|NZ_JADDVQ010000006.1_cds_WP_016749081.1_2940	27.815	151	314
WP_017214670.1	lcl|NZ_JADDVQ010000007.1_cds_WP_002728309.1_3183	25.311	241	314
WP_017214670.1	lcl|NZ_JADDVQ010000013.1_cds_WP_002743770.1_284	22.353	170	314
WP_017214671.1	lcl|NZ_JADDVQ010000006.1_cds_WP_026054882.1_2909	87.945	365	365
WP_017214672.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002733646.1_2910	96.216	185	185
WP_017214672.1	lcl|NZ_JADDVQ010000003.1_cds_WP_002721790.1_1881	36.986	146	185
WP_017214673.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002733534.1_2911	94.225	329	329
WP_017214673.1	lcl|NZ_JADDVQ010000017.1_cds_WP_002722638.1_580	30.476	315	329
WP_017214673.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002740024.1_3002	30.539	334	329
WP_017214673.1	lcl|NZ_JADDVQ010000007.1_cds_WP_002728309.1_3183	29.904	311	329
WP_017214673.1	lcl|NZ_JADDVQ010000013.1_cds_WP_002743770.1_284	27.859	341	329
WP_017214673.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002733638.1_2948	28.000	350	329
WP_017214673.1	lcl|NZ_JADDVQ010000076.1_cds_WP_002741146.1_3062	29.781	319	329
WP_017214673.1	lcl|NZ_JADDVQ010000007.1_cds_WP_002728316.1_3180	27.576	330	329
WP_017214673.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002733546.1_2977	23.129	294	329
WP_017214673.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002740721.1_2914	28.808	302	329
WP_017214673.1	lcl|NZ_JADDVQ010000008.1_cds_WP_002732331.1_3214	25.959	339	329
WP_017214673.1	lcl|NZ_JADDVQ010000006.1_cds_WP_016749081.1_2940	23.975	317	329
WP_017214673.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002733579.1_2908	27.530	247	329
WP_017214673.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002733698.1_2985	27.737	274	329
WP_017214673.1	lcl|NZ_JADDVQ010000059.1_cds_WP_002740236.1_2613	27.170	265	329
WP_017214673.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002744551.1_2942	28.519	270	329
WP_017214673.1	lcl|NZ_JADDVQ010000004.1_cds_WP_002721725.1_2396	23.780	328	329
WP_017214673.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002733757.1_2975	31.034	174	329
WP_017214673.1	lcl|NZ_JADDVQ010000004.1_cds_WP_002739935.1_2308	28.287	251	329
WP_017214674.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002733627.1_2912	93.633	267	267
