WP_017214669.1	lcl|NZ_AFJO01000478.1_cds_WP_000340715.1_1383	97.674	86	106
WP_017214670.1	lcl|NZ_AFJO01000478.1_cds_WP_000410273.1_1382	94.268	314	314
WP_017214670.1	lcl|NZ_AFJO01000437.1_cds_WP_000744704.1_1762	25.155	322	314
WP_017214670.1	lcl|NZ_AFJO01000478.1_cds_WP_000646251.1_1379	26.119	268	314
WP_017214670.1	lcl|NZ_AFJO01000706.1_cds_WP_000723086.1_579	23.958	288	314
WP_017214671.1	lcl|NZ_AFJO01000478.1_cds_WP_000604527.1_1381	91.233	365	365
WP_017214672.1	lcl|NZ_AFJO01000478.1_cds_WP_000884059.1_1380	96.757	185	185
WP_017214672.1	lcl|NZ_AFJO01000250.1_cds_WP_000351733.1_2918	40.714	140	185
WP_017214673.1	lcl|NZ_AFJO01000478.1_cds_WP_000646251.1_1379	95.137	329	329
WP_017214673.1	lcl|NZ_AFJO01000437.1_cds_WP_000744704.1_1762	32.063	315	329
WP_017214673.1	lcl|NZ_AFJO01000706.1_cds_WP_000723086.1_579	31.045	335	329
WP_017214673.1	lcl|NZ_AFJO01000320.1_cds_WP_001984071.1_2406	31.270	307	329
WP_017214673.1	lcl|NZ_AFJO01000242.1_cds_WP_000649924.1_3079	30.341	323	329
WP_017214673.1	lcl|NZ_AFJO01000812.1_cds_WP_000709511.1_26	27.879	330	329
WP_017214673.1	lcl|NZ_AFJO01000478.1_cds_WP_001067557.1_1376	30.196	255	329
WP_017214673.1	lcl|NZ_AFJO01000073.1_cds_WP_000688696.1_3942	28.623	276	329
WP_017214673.1	lcl|NZ_AFJO01000033.1_cds_WP_000475900.1_4199	28.467	274	329
WP_017214673.1	lcl|NZ_AFJO01000478.1_cds_WP_000410273.1_1382	27.530	247	329
WP_017214673.1	lcl|NZ_AFJO01000365.1_cds_WP_001074785.1_2130	27.925	265	329
WP_017214673.1	lcl|NZ_AFJO01000445.1_cds_WP_001003557.1_1703	24.096	332	329
WP_017214673.1	lcl|NZ_AFJO01000717.1_cds_WP_000378097.1_482	25.581	172	329
WP_017214674.1	lcl|NZ_AFJO01000478.1_cds_WP_000774262.1_1378	94.007	267	267
WP_017214674.1	lcl|NZ_AFJO01000706.1_cds_WP_000842260.1_580	26.842	190	267
WP_017214674.1	lcl|NZ_AFJO01000693.1_cds_WP_000667727.1_706	32.727	110	267
WP_017214674.1	lcl|NZ_AFJO01000455.1_cds_WP_000805353.1_1602	33.333	102	267
WP_017214675.1	lcl|NZ_AFJO01000478.1_cds_WP_000602734.1_1377	94.902	510	510
WP_017214675.1	lcl|NZ_AFJO01000025.1_cds_WP_000291581.1_4290	26.154	325	510
WP_017214675.1	lcl|NZ_AFJO01000025.1_cds_WP_000364504.1_4289	31.111	90	510
WP_017214675.1	lcl|NZ_AFJO01000478.1_cds_WP_000602734.1_1377	94.902	510	510
WP_017214675.1	lcl|NZ_AFJO01000025.1_cds_WP_000291581.1_4290	26.154	325	510
WP_017214675.1	lcl|NZ_AFJO01000025.1_cds_WP_000364504.1_4289	31.111	90	510
WP_017214676.1	lcl|NZ_AFJO01000478.1_cds_WP_001067557.1_1376	96.364	330	330
WP_017214676.1	lcl|NZ_AFJO01000478.1_cds_WP_000646251.1_1379	28.852	305	330
WP_017214676.1	lcl|NZ_AFJO01000320.1_cds_WP_001984071.1_2406	25.547	274	330
WP_017214676.1	lcl|NZ_AFJO01000437.1_cds_WP_000744704.1_1762	26.582	316	330
WP_017214676.1	lcl|NZ_AFJO01000445.1_cds_WP_001003557.1_1703	29.218	243	330
WP_017214676.1	lcl|NZ_AFJO01000706.1_cds_WP_000723086.1_579	24.625	333	330
WP_017214676.1	lcl|NZ_AFJO01000242.1_cds_WP_000649924.1_3079	29.688	256	330
WP_017214676.1	lcl|NZ_AFJO01000073.1_cds_WP_000688696.1_3942	26.244	221	330
WP_017214677.1	lcl|NZ_AFJO01000478.1_cds_WP_000689746.1_1373	38.122	543	538
WP_017214677.1	lcl|NZ_AFJO01000478.1_cds_WP_000689746.1_1373	38.122	543	538
WP_017214678.1	lcl|NZ_AFJO01000478.1_cds_WP_000342716.1_1372	67.045	264	264
WP_017214678.1	lcl|NZ_AFJO01000229.1_cds_WP_001002666.1_3275	40.741	243	264
WP_020981179.1	lcl|NZ_AFJO01000478.1_cds_WP_001246621.1_1371	87.419	310	310
WP_020981179.1	lcl|NZ_AFJO01000530.1_cds_WP_000501205.1_1091	36.304	303	310
WP_020981179.1	lcl|NZ_AFJO01000126.1_cds_WP_001183723.1_3651	28.629	248	310
WP_020981179.1	lcl|NZ_AFJO01000097.1_cds_WP_000279894.1_3797	25.339	221	310
WP_020981179.1	lcl|NZ_AFJO01000478.1_cds_WP_001246621.1_1371	87.419	310	310
WP_020981179.1	lcl|NZ_AFJO01000530.1_cds_WP_000501205.1_1091	36.304	303	310
WP_020981179.1	lcl|NZ_AFJO01000126.1_cds_WP_001183723.1_3651	28.629	248	310
WP_020981179.1	lcl|NZ_AFJO01000097.1_cds_WP_000279894.1_3797	25.339	221	310
WP_202900251.1	lcl|NZ_AFJO01000530.1_cds_WP_141119254.1_1095	45.312	256	265
WP_202900251.1	lcl|NZ_AFJO01000449.1_cds_WP_232300691.1_1656	94.118	68	265
WP_202900251.1	lcl|NZ_AFJO01000449.1_cds_WP_249262153.1_1658	90.323	62	265
WP_202900251.1	lcl|NZ_AFJO01000449.1_cds_WP_232306358.1_1657	97.561	41	265
WP_202900251.1	lcl|NZ_AFJO01000349.1_cds_LEP2GSC035_RS28340_2220	36.364	99	265
WP_202900251.1	lcl|NZ_AFJO01000523.1_cds_LEP2GSC035_RS30740_1139	53.488	43	265
WP_202900251.1	lcl|NZ_AFJO01000523.1_cds_LEP2GSC035_RS30740_1139	45.000	20	265
WP_202900251.1	lcl|NZ_AFJO01000573.1_cds_LEP2GSC035_RS29040_942	46.429	56	265
WP_202900251.1	lcl|NZ_AFJO01000573.1_cds_LEP2GSC035_RS29040_942	29.787	94	265
WP_202900251.1	lcl|NZ_AFJO01000530.1_cds_WP_141119254.1_1095	45.312	256	265
WP_202900251.1	lcl|NZ_AFJO01000449.1_cds_WP_232300691.1_1656	94.118	68	265
WP_202900251.1	lcl|NZ_AFJO01000449.1_cds_WP_249262153.1_1658	90.323	62	265
WP_202900251.1	lcl|NZ_AFJO01000449.1_cds_WP_232306358.1_1657	97.561	41	265
WP_202900251.1	lcl|NZ_AFJO01000349.1_cds_LEP2GSC035_RS28340_2220	36.364	99	265
WP_202900251.1	lcl|NZ_AFJO01000523.1_cds_LEP2GSC035_RS30740_1139	53.488	43	265
WP_202900251.1	lcl|NZ_AFJO01000523.1_cds_LEP2GSC035_RS30740_1139	45.000	20	265
WP_202900251.1	lcl|NZ_AFJO01000573.1_cds_LEP2GSC035_RS29040_942	46.429	56	265
WP_202900251.1	lcl|NZ_AFJO01000573.1_cds_LEP2GSC035_RS29040_942	29.787	94	265
WP_017214681.1	lcl|NZ_AFJO01000478.1_cds_WP_000479982.1_1370	94.697	264	264
WP_017214682.1	lcl|NZ_AFJO01000478.1_cds_WP_000715956.1_1369	85.271	129	130
WP_017214683.1	lcl|NZ_AFJO01000478.1_cds_WP_001088861.1_1368	90.278	144	144
WP_017214683.1	lcl|NZ_AFJO01000354.1_cds_WP_002069656.1_2194	41.071	56	144
WP_017214683.1	lcl|NZ_AFJO01000236.1_cds_WP_000360600.1_3179	28.571	112	144
WP_017214684.1	lcl|NZ_AFJO01000478.1_cds_WP_000517242.1_1367	93.213	221	221
