WP_017214669.1	lcl|NZ_AFLC01000031.1_cds_WP_000340715.1_3408	97.674	86	106
WP_017214670.1	lcl|NZ_AFLC01000031.1_cds_WP_000410273.1_3409	94.268	314	314
WP_017214670.1	lcl|NZ_AFLC01000031.1_cds_WP_000093099.1_3429	59.677	62	314
WP_017214670.1	lcl|NZ_AFLC01000031.1_cds_WP_000646250.1_3412	26.493	268	314
WP_017214670.1	lcl|NZ_AFLC01000036.1_cds_WP_000744700.1_3225	25.776	322	314
WP_017214670.1	lcl|NZ_AFLC01000240.1_cds_WP_000723090.1_526	23.958	288	314
WP_017214670.1	lcl|NZ_AFLC01000031.1_cds_WP_000600889.1_3438	24.599	187	314
WP_017214671.1	lcl|NZ_AFLC01000031.1_cds_WP_000604524.1_3410	91.507	365	365
WP_017214672.1	lcl|NZ_AFLC01000031.1_cds_WP_000884059.1_3411	96.757	185	185
WP_017214672.1	lcl|NZ_AFLC01000065.1_cds_WP_000351733.1_2499	40.714	140	185
WP_017214673.1	lcl|NZ_AFLC01000031.1_cds_WP_000646250.1_3412	94.529	329	329
WP_017214673.1	lcl|NZ_AFLC01000036.1_cds_WP_000744700.1_3225	32.063	315	329
WP_017214673.1	lcl|NZ_AFLC01000031.1_cds_WP_000600889.1_3438	32.595	316	329
WP_017214673.1	lcl|NZ_AFLC01000240.1_cds_WP_000723090.1_526	31.045	335	329
WP_017214673.1	lcl|NZ_AFLC01000051.1_cds_WP_001984071.1_2809	31.270	307	329
WP_017214673.1	lcl|NZ_AFLC01000068.1_cds_WP_000649925.1_2361	30.341	323	329
WP_017214673.1	lcl|NZ_AFLC01000332.1_cds_WP_000709511.1_41	27.879	330	329
WP_017214673.1	lcl|NZ_AFLC01000031.1_cds_WP_000601375.1_3465	25.333	300	329
WP_017214673.1	lcl|NZ_AFLC01000031.1_cds_WP_001067557.1_3415	30.196	255	329
WP_017214673.1	lcl|NZ_AFLC01000051.1_cds_WP_000688695.1_2788	28.623	276	329
WP_017214673.1	lcl|NZ_AFLC01000031.1_cds_WP_000475904.1_3474	28.467	274	329
WP_017214673.1	lcl|NZ_AFLC01000031.1_cds_WP_000410273.1_3409	27.530	247	329
WP_017214673.1	lcl|NZ_AFLC01000074.1_cds_WP_001074785.1_2246	27.925	265	329
WP_017214673.1	lcl|NZ_AFLC01000190.1_cds_WP_001003555.1_1014	23.964	338	329
WP_017214673.1	lcl|NZ_AFLC01000031.1_cds_WP_000487322.1_3463	26.398	322	329
WP_017214674.1	lcl|NZ_AFLC01000031.1_cds_WP_000774262.1_3413	94.007	267	267
WP_017214674.1	lcl|NZ_AFLC01000031.1_cds_WP_000859505.1_3462	26.295	251	267
WP_017214674.1	lcl|NZ_AFLC01000031.1_cds_WP_000800438.1_3443	25.630	238	267
WP_017214674.1	lcl|NZ_AFLC01000240.1_cds_WP_000842260.1_527	26.842	190	267
WP_017214674.1	lcl|NZ_AFLC01000123.1_cds_WP_000667727.1_1594	32.727	110	267
WP_017214674.1	lcl|NZ_AFLC01000040.1_cds_WP_000805357.1_3093	33.333	102	267
WP_017214675.1	lcl|NZ_AFLC01000031.1_cds_WP_000612797.1_3414	94.706	510	510
WP_017214675.1	lcl|NZ_AFLC01000027.1_cds_WP_000291590.1_3551	26.032	315	510
WP_017214675.1	lcl|NZ_AFLC01000006.1_cds_WP_000364507.1_3695	31.111	90	510
WP_017214675.1	lcl|NZ_AFLC01000031.1_cds_WP_000612797.1_3414	94.706	510	510
WP_017214675.1	lcl|NZ_AFLC01000027.1_cds_WP_000291590.1_3551	26.032	315	510
WP_017214675.1	lcl|NZ_AFLC01000006.1_cds_WP_000364507.1_3695	31.111	90	510
WP_017214676.1	lcl|NZ_AFLC01000031.1_cds_WP_001067557.1_3415	96.364	330	330
WP_017214676.1	lcl|NZ_AFLC01000031.1_cds_WP_000646250.1_3412	28.525	305	330
WP_017214676.1	lcl|NZ_AFLC01000031.1_cds_WP_000600889.1_3438	26.692	266	330
WP_017214676.1	lcl|NZ_AFLC01000051.1_cds_WP_001984071.1_2809	25.547	274	330
WP_017214676.1	lcl|NZ_AFLC01000036.1_cds_WP_000744700.1_3225	26.582	316	330
WP_017214676.1	lcl|NZ_AFLC01000190.1_cds_WP_001003555.1_1014	29.218	243	330
WP_017214676.1	lcl|NZ_AFLC01000240.1_cds_WP_000723090.1_526	24.625	333	330
WP_017214676.1	lcl|NZ_AFLC01000068.1_cds_WP_000649925.1_2361	29.688	256	330
WP_017214676.1	lcl|NZ_AFLC01000051.1_cds_WP_000688695.1_2788	26.244	221	330
WP_017214676.1	lcl|NZ_AFLC01000031.1_cds_WP_000601375.1_3465	25.540	278	330
WP_017214677.1	lcl|NZ_AFLC01000031.1_cds_WP_000689743.1_3418	38.122	543	538
WP_017214677.1	lcl|NZ_AFLC01000031.1_cds_WP_000689743.1_3418	38.122	543	538
WP_017214678.1	lcl|NZ_AFLC01000031.1_cds_WP_000342713.1_3419	67.045	264	264
WP_017214678.1	lcl|NZ_AFLC01000336.1_cds_WP_001002663.1_22	41.152	243	264
WP_020981179.1	lcl|NZ_AFLC01000031.1_cds_WP_001246618.1_3420	87.097	310	310
WP_020981179.1	lcl|NZ_AFLC01000004.1_cds_WP_000501205.1_3715	36.304	303	310
WP_020981179.1	lcl|NZ_AFLC01000061.1_cds_WP_001183723.1_2575	28.629	248	310
WP_020981179.1	lcl|NZ_AFLC01000058.1_cds_WP_000279894.1_2689	25.339	221	310
WP_020981179.1	lcl|NZ_AFLC01000031.1_cds_WP_001246618.1_3420	87.097	310	310
WP_020981179.1	lcl|NZ_AFLC01000004.1_cds_WP_000501205.1_3715	36.304	303	310
WP_020981179.1	lcl|NZ_AFLC01000061.1_cds_WP_001183723.1_2575	28.629	248	310
WP_020981179.1	lcl|NZ_AFLC01000058.1_cds_WP_000279894.1_2689	25.339	221	310
WP_202900251.1	lcl|NZ_AFLC01000216.1_cds_WP_229309472.1_708	92.481	133	265
WP_202900251.1	lcl|NZ_AFLC01000216.1_cds_WP_042709618.1_707	83.505	97	265
WP_202900251.1	lcl|NZ_AFLC01000345.1_cds_LEP2GSC141_RS0121675_5	40.698	86	265
WP_202900251.1	lcl|NZ_AFLC01000338.1_cds_LEP2GSC141_RS1000000126260_13	53.488	43	265
WP_202900251.1	lcl|NZ_AFLC01000338.1_cds_LEP2GSC141_RS1000000126260_13	45.000	20	265
WP_202900251.1	lcl|NZ_AFLC01000216.1_cds_WP_229309472.1_708	92.481	133	265
WP_202900251.1	lcl|NZ_AFLC01000216.1_cds_WP_042709618.1_707	83.505	97	265
WP_202900251.1	lcl|NZ_AFLC01000345.1_cds_LEP2GSC141_RS0121675_5	40.698	86	265
WP_202900251.1	lcl|NZ_AFLC01000338.1_cds_LEP2GSC141_RS1000000126260_13	53.488	43	265
WP_202900251.1	lcl|NZ_AFLC01000338.1_cds_LEP2GSC141_RS1000000126260_13	45.000	20	265
WP_017214681.1	lcl|NZ_AFLC01000031.1_cds_WP_000479982.1_3421	94.697	264	264
WP_017214682.1	lcl|NZ_AFLC01000031.1_cds_WP_000715958.1_3422	86.047	129	130
WP_017214683.1	lcl|NZ_AFLC01000031.1_cds_WP_001088866.1_3423	88.889	144	144
WP_017214683.1	lcl|NZ_AFLC01000076.1_cds_WP_002069656.1_2196	41.071	56	144
WP_017214683.1	lcl|NZ_AFLC01000116.1_cds_WP_000360599.1_1691	28.571	112	144
WP_017214684.1	lcl|NZ_AFLC01000031.1_cds_WP_000517242.1_3424	93.213	221	221
WP_017214684.1	lcl|NZ_AFLC01000036.1_cds_WP_001082180.1_3197	28.205	78	221
WP_017214684.1	lcl|NZ_AFLC01000071.1_cds_WP_001069834.1_2305	26.606	109	221
WP_017214685.1	lcl|NZ_AFLC01000031.1_cds_WP_000859505.1_3462	54.651	258	260
WP_017214685.1	lcl|NZ_AFLC01000031.1_cds_WP_000800438.1_3443	27.179	195	260
WP_017214685.1	lcl|NZ_AFLC01000031.1_cds_WP_000774262.1_3413	21.790	257	260
WP_017214685.1	lcl|NZ_AFLC01000040.1_cds_WP_000805357.1_3093	25.581	215	260
WP_017214686.1	lcl|NZ_AFLC01000031.1_cds_WP_000487322.1_3463	41.972	355	374
WP_017214686.1	lcl|NZ_AFLC01000240.1_cds_WP_000723090.1_526	28.399	331	374
WP_017214686.1	lcl|NZ_AFLC01000068.1_cds_WP_000649925.1_2361	26.950	282	374
WP_017214686.1	lcl|NZ_AFLC01000031.1_cds_WP_000600889.1_3438	24.648	284	374
WP_017214686.1	lcl|NZ_AFLC01000332.1_cds_WP_000709511.1_41	25.839	298	374
WP_017214686.1	lcl|NZ_AFLC01000031.1_cds_WP_000475904.1_3474	26.545	275	374
WP_017214686.1	lcl|NZ_AFLC01000036.1_cds_WP_000744700.1_3225	23.392	342	374
WP_017214686.1	lcl|NZ_AFLC01000105.1_cds_WP_000457972.1_1793	25.434	173	374
WP_017214689.1	lcl|NZ_AFLC01000031.1_cds_WP_001015422.1_3426	26.923	390	413
WP_017214689.1	lcl|NZ_AFLC01000071.1_cds_WP_000347681.1_2304	25.123	203	413
WP_020981159.1	lcl|NZ_AFLC01000166.1_cds_WP_000840858.1_1283	32.317	328	324
WP_020981159.1	lcl|NZ_AFLC01000031.1_cds_WP_000579813.1_3435	25.786	318	324
WP_020981159.1	lcl|NZ_AFLC01000037.1_cds_WP_000868621.1_3181	34.307	137	324
WP_020981159.1	lcl|NZ_AFLC01000186.1_cds_WP_000728671.1_1050	29.134	127	324
WP_020981159.1	lcl|NZ_AFLC01000031.1_cds_WP_001068986.1_3466	28.723	94	324
WP_020981159.1	lcl|NZ_AFLC01000031.1_cds_WP_002041777.1_3488	29.167	96	324
WP_017214691.1	lcl|NZ_AFLC01000031.1_cds_WP_000517242.1_3424	33.333	93	229
