WP_017214669.1	lcl|NZ_AHPV01000249.1_cds_WP_000340715.1_453	97.674	86	106
WP_017214670.1	lcl|NZ_AHPV01000249.1_cds_WP_000712240.1_452	93.949	314	314
WP_017214670.1	lcl|NZ_AHPV01000080.1_cds_WP_000744700.1_2402	25.776	322	314
WP_017214670.1	lcl|NZ_AHPV01000249.1_cds_WP_000646251.1_449	26.119	268	314
WP_017214670.1	lcl|NZ_AHPV01000249.1_cds_WP_000723084.1_362	24.306	288	314
WP_017214670.1	lcl|NZ_AHPV01000249.1_cds_WP_000600886.1_418	24.599	187	314
WP_017214670.1	lcl|NZ_AHPV01000249.1_cds_WP_000025488.1_424	22.393	326	314
WP_017214671.1	lcl|NZ_AHPV01000249.1_cds_WP_000604524.1_451	91.507	365	365
WP_017214672.1	lcl|NZ_AHPV01000249.1_cds_WP_000884057.1_450	96.216	185	185
WP_017214672.1	lcl|NZ_AHPV01000006.1_cds_WP_000351733.1_3740	40.714	140	185
WP_017214673.1	lcl|NZ_AHPV01000249.1_cds_WP_000646251.1_449	95.137	329	329
WP_017214673.1	lcl|NZ_AHPV01000080.1_cds_WP_000744700.1_2402	32.063	315	329
WP_017214673.1	lcl|NZ_AHPV01000249.1_cds_WP_000600886.1_418	32.595	316	329
WP_017214673.1	lcl|NZ_AHPV01000249.1_cds_WP_000723084.1_362	31.343	335	329
WP_017214673.1	lcl|NZ_AHPV01000055.1_cds_WP_001984071.1_2933	31.270	307	329
WP_017214673.1	lcl|NZ_AHPV01000146.1_cds_WP_000649927.1_1413	30.341	323	329
WP_017214673.1	lcl|NZ_AHPV01000059.1_cds_WP_000709512.1_2804	27.879	330	329
WP_017214673.1	lcl|NZ_AHPV01000249.1_cds_WP_000601375.1_389	25.333	300	329
WP_017214673.1	lcl|NZ_AHPV01000249.1_cds_WP_001067556.1_446	30.196	255	329
WP_017214673.1	lcl|NZ_AHPV01000055.1_cds_WP_000688700.1_2913	28.623	276	329
WP_017214673.1	lcl|NZ_AHPV01000249.1_cds_WP_000025488.1_424	25.078	319	329
WP_017214673.1	lcl|NZ_AHPV01000249.1_cds_WP_000707057.1_422	28.519	270	329
WP_017214673.1	lcl|NZ_AHPV01000249.1_cds_WP_000475906.1_379	27.737	274	329
WP_017214673.1	lcl|NZ_AHPV01000249.1_cds_WP_000712240.1_452	27.530	247	329
WP_017214673.1	lcl|NZ_AHPV01000134.1_cds_WP_001074785.1_1605	27.925	265	329
WP_017214673.1	lcl|NZ_AHPV01000127.1_cds_WP_001003550.1_1775	24.324	333	329
WP_017214673.1	lcl|NZ_AHPV01000249.1_cds_WP_000487324.1_391	27.245	323	329
WP_017214674.1	lcl|NZ_AHPV01000249.1_cds_WP_000774258.1_448	94.007	267	267
WP_017214674.1	lcl|NZ_AHPV01000249.1_cds_WP_000859505.1_392	26.295	251	267
WP_017214674.1	lcl|NZ_AHPV01000249.1_cds_WP_000800436.1_413	26.050	238	267
WP_017214674.1	lcl|NZ_AHPV01000249.1_cds_WP_000842260.1_361	26.842	190	267
WP_017214674.1	lcl|NZ_AHPV01000149.1_cds_WP_000667727.1_1295	32.727	110	267
WP_017214674.1	lcl|NZ_AHPV01000257.1_cds_WP_000805358.1_213	33.333	102	267
WP_017214675.1	lcl|NZ_AHPV01000249.1_cds_WP_000602735.1_447	94.510	510	510
WP_017214675.1	lcl|NZ_AHPV01000008.1_cds_WP_000291595.1_3681	26.462	325	510
WP_017214675.1	lcl|NZ_AHPV01000008.1_cds_WP_000364507.1_3680	31.111	90	510
WP_017214675.1	lcl|NZ_AHPV01000249.1_cds_WP_000602735.1_447	94.510	510	510
WP_017214675.1	lcl|NZ_AHPV01000008.1_cds_WP_000291595.1_3681	26.462	325	510
WP_017214675.1	lcl|NZ_AHPV01000008.1_cds_WP_000364507.1_3680	31.111	90	510
WP_017214676.1	lcl|NZ_AHPV01000249.1_cds_WP_001067556.1_446	96.061	330	330
WP_017214676.1	lcl|NZ_AHPV01000249.1_cds_WP_000707057.1_422	28.522	291	330
WP_017214676.1	lcl|NZ_AHPV01000249.1_cds_WP_000646251.1_449	28.852	305	330
WP_017214676.1	lcl|NZ_AHPV01000249.1_cds_WP_000600886.1_418	26.692	266	330
WP_017214676.1	lcl|NZ_AHPV01000055.1_cds_WP_001984071.1_2933	25.547	274	330
WP_017214676.1	lcl|NZ_AHPV01000080.1_cds_WP_000744700.1_2402	26.582	316	330
WP_017214676.1	lcl|NZ_AHPV01000249.1_cds_WP_000723084.1_362	24.625	333	330
WP_017214676.1	lcl|NZ_AHPV01000249.1_cds_WP_000025488.1_424	30.317	221	330
WP_017214676.1	lcl|NZ_AHPV01000127.1_cds_WP_001003550.1_1775	29.218	243	330
WP_017214676.1	lcl|NZ_AHPV01000146.1_cds_WP_000649927.1_1413	29.688	256	330
WP_017214676.1	lcl|NZ_AHPV01000055.1_cds_WP_000688700.1_2913	26.244	221	330
