WP_017214669.1	lcl|NZ_JADDWK010000005.1_cds_WP_002725873.1_2681	90.698	86	106
WP_017214670.1	lcl|NZ_JADDWK010000005.1_cds_WP_002733579.1_2682	92.038	314	314
WP_017214670.1	lcl|NZ_JADDWK010000005.1_cds_WP_002733534.1_2685	25.746	268	314
WP_017214670.1	lcl|NZ_JADDWK010000018.1_cds_WP_002722638.1_684	23.765	324	314
WP_017214670.1	lcl|NZ_JADDWK010000005.1_cds_WP_002740024.1_2776	24.138	290	314
WP_017214670.1	lcl|NZ_JADDWK010000005.1_cds_WP_016749081.1_2714	27.815	151	314
WP_017214670.1	lcl|NZ_JADDWK010000006.1_cds_WP_002728309.1_3038	25.311	241	314
WP_017214670.1	lcl|NZ_JADDWK010000014.1_cds_WP_002743770.1_452	22.353	170	314
WP_017214671.1	lcl|NZ_JADDWK010000005.1_cds_WP_026054882.1_2683	87.945	365	365
WP_017214672.1	lcl|NZ_JADDWK010000005.1_cds_WP_002733646.1_2684	96.216	185	185
WP_017214672.1	lcl|NZ_JADDWK010000003.1_cds_WP_002721790.1_2067	36.986	146	185
WP_017214673.1	lcl|NZ_JADDWK010000005.1_cds_WP_002733534.1_2685	94.225	329	329
WP_017214673.1	lcl|NZ_JADDWK010000018.1_cds_WP_002722638.1_684	30.476	315	329
WP_017214673.1	lcl|NZ_JADDWK010000005.1_cds_WP_002740024.1_2776	30.539	334	329
WP_017214673.1	lcl|NZ_JADDWK010000006.1_cds_WP_002728309.1_3038	29.904	311	329
WP_017214673.1	lcl|NZ_JADDWK010000014.1_cds_WP_002743770.1_452	27.859	341	329
WP_017214673.1	lcl|NZ_JADDWK010000005.1_cds_WP_002733638.1_2722	28.000	350	329
WP_017214673.1	lcl|NZ_JADDWK010000076.1_cds_WP_002741146.1_3096	29.781	319	329
WP_017214673.1	lcl|NZ_JADDWK010000006.1_cds_WP_002728316.1_3035	27.576	330	329
WP_017214673.1	lcl|NZ_JADDWK010000005.1_cds_WP_002733546.1_2751	23.129	294	329
WP_017214673.1	lcl|NZ_JADDWK010000005.1_cds_WP_002740721.1_2688	28.808	302	329
WP_017214673.1	lcl|NZ_JADDWK010000007.1_cds_WP_002732331.1_3122	25.959	339	329
WP_017214673.1	lcl|NZ_JADDWK010000005.1_cds_WP_016749081.1_2714	23.975	317	329
WP_017214673.1	lcl|NZ_JADDWK010000005.1_cds_WP_002733579.1_2682	27.530	247	329
WP_017214673.1	lcl|NZ_JADDWK010000005.1_cds_WP_002733698.1_2759	27.737	274	329
WP_017214673.1	lcl|NZ_JADDWK010000059.1_cds_WP_002740236.1_2673	27.170	265	329
WP_017214673.1	lcl|NZ_JADDWK010000005.1_cds_WP_002744551.1_2716	28.519	270	329
WP_017214673.1	lcl|NZ_JADDWK010000004.1_cds_WP_002721725.1_2456	23.780	328	329
WP_017214673.1	lcl|NZ_JADDWK010000005.1_cds_WP_002733757.1_2749	31.034	174	329
WP_017214673.1	lcl|NZ_JADDWK010000004.1_cds_WP_002739935.1_2368	28.287	251	329
WP_017214674.1	lcl|NZ_JADDWK010000005.1_cds_WP_002733627.1_2686	93.633	267	267
WP_017214674.1	lcl|NZ_JADDWK010000005.1_cds_WP_002740926.1_2727	25.210	238	267
WP_017214674.1	lcl|NZ_JADDWK010000005.1_cds_WP_002738295.1_2748	24.303	251	267
WP_017214674.1	lcl|NZ_JADDWK010000005.1_cds_WP_002727921.1_2777	26.984	189	267
WP_017214674.1	lcl|NZ_JADDWK010000024.1_cds_WP_002729040.1_1192	32.727	110	267
WP_017214674.1	lcl|NZ_JADDWK010000002.1_cds_WP_002766579.1_1555	37.209	86	267
WP_017214674.1	lcl|NZ_JADDWK010000014.1_cds_WP_002729513.1_453	24.868	189	267
WP_017214675.1	lcl|NZ_JADDWK010000005.1_cds_WP_002740779.1_2687	94.706	510	510
WP_017214675.1	lcl|NZ_JADDWK010000010.1_cds_WP_002728536.1_72	26.689	296	510
WP_017214675.1	lcl|NZ_JADDWK010000010.1_cds_WP_002728534.1_71	31.111	90	510
WP_017214675.1	lcl|NZ_JADDWK010000005.1_cds_WP_002740779.1_2687	94.706	510	510
WP_017214675.1	lcl|NZ_JADDWK010000010.1_cds_WP_002728536.1_72	26.689	296	510
WP_017214675.1	lcl|NZ_JADDWK010000010.1_cds_WP_002728534.1_71	31.111	90	510
WP_017214676.1	lcl|NZ_JADDWK010000005.1_cds_WP_002740721.1_2688	95.152	330	330
WP_017214676.1	lcl|NZ_JADDWK010000006.1_cds_WP_002728309.1_3038	27.106	273	330
WP_017214676.1	lcl|NZ_JADDWK010000005.1_cds_WP_002733534.1_2685	28.852	305	330
WP_017214676.1	lcl|NZ_JADDWK010000005.1_cds_WP_002744551.1_2716	27.491	291	330
WP_017214676.1	lcl|NZ_JADDWK010000005.1_cds_WP_002740024.1_2776	26.582	316	330
WP_017214676.1	lcl|NZ_JADDWK010000018.1_cds_WP_002722638.1_684	28.159	277	330
WP_017214676.1	lcl|NZ_JADDWK010000005.1_cds_WP_016749081.1_2714	29.864	221	330
WP_017214676.1	lcl|NZ_JADDWK010000007.1_cds_WP_002732331.1_3122	26.577	222	330
WP_017214676.1	lcl|NZ_JADDWK010000076.1_cds_WP_002741146.1_3096	29.268	287	330
WP_017214676.1	lcl|NZ_JADDWK010000004.1_cds_WP_002721725.1_2456	25.403	248	330
WP_017214676.1	lcl|NZ_JADDWK010000005.1_cds_WP_002733546.1_2751	25.000	268	330
WP_017214676.1	lcl|NZ_JADDWK010000005.1_cds_WP_002733638.1_2722	23.958	288	330
WP_017214676.1	lcl|NZ_JADDWK010000059.1_cds_WP_002740236.1_2673	26.337	243	330
WP_017214676.1	lcl|NZ_JADDWK010000014.1_cds_WP_002743770.1_452	23.944	142	330
WP_017214676.1	lcl|NZ_JADDWK010000005.1_cds_WP_002733579.1_2682	23.547	327	330
WP_017214677.1	lcl|NZ_JADDWK010000005.1_cds_WP_002740729.1_2691	38.462	546	538
WP_017214677.1	lcl|NZ_JADDWK010000005.1_cds_WP_002740729.1_2691	38.462	546	538
WP_017214678.1	lcl|NZ_JADDWK010000005.1_cds_WP_002740998.1_2692	67.045	264	264
WP_017214678.1	lcl|NZ_JADDWK010000002.1_cds_WP_002742191.1_1586	41.564	243	264
WP_020981179.1	lcl|NZ_JADDWK010000005.1_cds_WP_032853071.1_2693	90.000	310	310
WP_020981179.1	lcl|NZ_JADDWK010000035.1_cds_WP_002741402.1_1774	37.294	303	310
WP_020981179.1	lcl|NZ_JADDWK010000020.1_cds_WP_002727287.1_953	27.305	282	310
WP_020981179.1	lcl|NZ_JADDWK010000003.1_cds_WP_002727177.1_2016	26.244	221	310
WP_020981179.1	lcl|NZ_JADDWK010000005.1_cds_WP_032853071.1_2693	90.000	310	310
WP_020981179.1	lcl|NZ_JADDWK010000035.1_cds_WP_002741402.1_1774	37.294	303	310
WP_020981179.1	lcl|NZ_JADDWK010000020.1_cds_WP_002727287.1_953	27.305	282	310
WP_020981179.1	lcl|NZ_JADDWK010000003.1_cds_WP_002727177.1_2016	26.244	221	310
WP_202900251.1	lcl|NZ_JADDWK010000068.1_cds_WP_228003619.1_2915	94.444	108	265
WP_202900251.1	lcl|NZ_JADDWK010000005.1_cds_WP_193810172.1_2782	85.981	107	265
WP_202900251.1	lcl|NZ_JADDWK010000005.1_cds_WP_139363593.1_2732	44.531	256	265
WP_202900251.1	lcl|NZ_JADDWK010000068.1_cds_WP_134771539.1_2909	44.141	256	265
WP_202900251.1	lcl|NZ_JADDWK010000011.1_cds_WP_016762595.1_110	71.264	87	265
WP_202900251.1	lcl|NZ_JADDWK010000122.1_cds_WP_322619329.1_383	96.429	56	265
WP_202900251.1	lcl|NZ_JADDWK010000042.1_cds_IP958_RS13630_2140	42.478	113	265
WP_202900251.1	lcl|NZ_JADDWK010000014.1_cds_IP958_RS07375_439	27.381	252	265
WP_202900251.1	lcl|NZ_JADDWK010000042.1_cds_IP958_RS13635_2141	56.818	44	265
WP_202900251.1	lcl|NZ_JADDWK010000009.1_cds_IP958_RS17055_3336	44.186	43	265
WP_202900251.1	lcl|NZ_JADDWK010000068.1_cds_WP_228003619.1_2915	94.444	108	265
WP_202900251.1	lcl|NZ_JADDWK010000005.1_cds_WP_193810172.1_2782	85.981	107	265
WP_202900251.1	lcl|NZ_JADDWK010000005.1_cds_WP_139363593.1_2732	44.531	256	265
WP_202900251.1	lcl|NZ_JADDWK010000068.1_cds_WP_134771539.1_2909	44.141	256	265
WP_202900251.1	lcl|NZ_JADDWK010000011.1_cds_WP_016762595.1_110	71.264	87	265
WP_202900251.1	lcl|NZ_JADDWK010000122.1_cds_WP_322619329.1_383	96.429	56	265
WP_202900251.1	lcl|NZ_JADDWK010000042.1_cds_IP958_RS13630_2140	42.478	113	265
WP_202900251.1	lcl|NZ_JADDWK010000014.1_cds_IP958_RS07375_439	27.381	252	265
WP_202900251.1	lcl|NZ_JADDWK010000042.1_cds_IP958_RS13635_2141	56.818	44	265
WP_202900251.1	lcl|NZ_JADDWK010000009.1_cds_IP958_RS17055_3336	44.186	43	265
WP_017214681.1	lcl|NZ_JADDWK010000005.1_cds_WP_002740848.1_2694	96.212	264	264
WP_017214682.1	lcl|NZ_JADDWK010000005.1_cds_WP_032853450.1_2695	83.846	130	130
WP_017214683.1	lcl|NZ_JADDWK010000005.1_cds_WP_004777167.1_2696	90.278	144	144
WP_017214683.1	lcl|NZ_JADDWK010000006.1_cds_WP_002738870.1_3027	28.947	76	144
WP_017214684.1	lcl|NZ_JADDWK010000005.1_cds_WP_002740917.1_2697	94.570	221	221
