WP_017214669.1	lcl|NZ_JAHERX010000056.1_cds_WP_000340715.1_2812	97.674	86	106
WP_017214670.1	lcl|NZ_JAHERX010000056.1_cds_WP_000410266.1_2811	94.268	314	314
WP_017214670.1	lcl|NZ_JAHERX010000013.1_cds_WP_000744698.1_619	25.776	322	314
WP_017214670.1	lcl|NZ_JAHERX010000056.1_cds_WP_000646254.1_2808	26.119	268	314
WP_017214670.1	lcl|NZ_JAHERX010000054.1_cds_WP_000723091.1_2769	24.306	288	314
WP_017214671.1	lcl|NZ_JAHERX010000056.1_cds_WP_000604525.1_2810	90.959	365	365
WP_017214672.1	lcl|NZ_JAHERX010000056.1_cds_WP_000884059.1_2809	96.757	185	185
WP_017214672.1	lcl|NZ_JAHERX010000002.1_cds_WP_000351733.1_1378	40.714	140	185
WP_017214673.1	lcl|NZ_JAHERX010000056.1_cds_WP_000646254.1_2808	95.137	329	329
WP_017214673.1	lcl|NZ_JAHERX010000013.1_cds_WP_000744698.1_619	32.063	315	329
WP_017214673.1	lcl|NZ_JAHERX010000054.1_cds_WP_000723091.1_2769	31.343	335	329
WP_017214673.1	lcl|NZ_JAHERX010000119.1_cds_WP_002072074.1_423	30.945	307	329
WP_017214673.1	lcl|NZ_JAHERX010000062.1_cds_WP_000649924.1_3006	30.341	323	329
WP_017214673.1	lcl|NZ_JAHERX010000119.1_cds_WP_000709508.1_433	27.576	330	329
WP_017214673.1	lcl|NZ_JAHERX010000056.1_cds_WP_001067557.1_2805	30.196	255	329
WP_017214673.1	lcl|NZ_JAHERX010000025.1_cds_WP_000688696.1_1756	28.623	276	329
WP_017214673.1	lcl|NZ_JAHERX010000115.1_cds_WP_000475901.1_377	28.467	274	329
WP_017214673.1	lcl|NZ_JAHERX010000056.1_cds_WP_000410266.1_2811	27.530	247	329
WP_017214673.1	lcl|NZ_JAHERX010000008.1_cds_WP_001003560.1_3427	23.669	338	329
WP_017214673.1	lcl|NZ_JAHERX010000057.1_cds_WP_218213694.1_2845	27.950	161	329
WP_017214673.1	lcl|NZ_JAHERX010000052.1_cds_WP_000378097.1_2715	25.581	172	329
WP_017214674.1	lcl|NZ_JAHERX010000056.1_cds_WP_000774259.1_2807	94.382	267	267
WP_017214674.1	lcl|NZ_JAHERX010000054.1_cds_WP_000842260.1_2768	26.842	190	267
WP_017214674.1	lcl|NZ_JAHERX010000003.1_cds_WP_000805357.1_1927	33.333	102	267
WP_017214674.1	lcl|NZ_JAHERX010000025.1_cds_WP_155572209.1_1734	29.897	97	267
WP_017214675.1	lcl|NZ_JAHERX010000056.1_cds_WP_002072162.1_2806	95.294	510	510
WP_017214675.1	lcl|NZ_JAHERX010000046.1_cds_WP_000291581.1_2494	26.154	325	510
WP_017214675.1	lcl|NZ_JAHERX010000046.1_cds_WP_000364504.1_2495	31.111	90	510
WP_017214675.1	lcl|NZ_JAHERX010000056.1_cds_WP_002072162.1_2806	95.294	510	510
WP_017214675.1	lcl|NZ_JAHERX010000046.1_cds_WP_000291581.1_2494	26.154	325	510
WP_017214675.1	lcl|NZ_JAHERX010000046.1_cds_WP_000364504.1_2495	31.111	90	510
WP_017214676.1	lcl|NZ_JAHERX010000056.1_cds_WP_001067557.1_2805	96.364	330	330
WP_017214676.1	lcl|NZ_JAHERX010000056.1_cds_WP_000646254.1_2808	28.852	305	330
WP_017214676.1	lcl|NZ_JAHERX010000119.1_cds_WP_002072074.1_423	25.912	274	330
WP_017214676.1	lcl|NZ_JAHERX010000013.1_cds_WP_000744698.1_619	26.582	316	330
WP_017214676.1	lcl|NZ_JAHERX010000008.1_cds_WP_001003560.1_3427	28.807	243	330
