WP_017214669.1	lcl|NZ_JQQG01000022.1_cds_WP_000340715.1_781	97.674	86	106
WP_017214670.1	lcl|NZ_JQQG01000022.1_cds_WP_000712241.1_780	94.268	314	314
WP_017214670.1	lcl|NZ_JQQG01000022.1_cds_WP_061269574.1_777	26.866	268	314
WP_017214670.1	lcl|NZ_JQQG01000015.1_cds_WP_000744700.1_498	25.776	322	314
WP_017214670.1	lcl|NZ_JQQG01000022.1_cds_WP_000723090.1_711	23.958	288	314
WP_017214671.1	lcl|NZ_JQQG01000022.1_cds_WP_000604524.1_779	91.507	365	365
WP_017214672.1	lcl|NZ_JQQG01000022.1_cds_WP_000884059.1_778	96.757	185	185
WP_017214672.1	lcl|NZ_JQQG01000081.1_cds_WP_000351733.1_2363	40.714	140	185
WP_017214673.1	lcl|NZ_JQQG01000022.1_cds_WP_061269574.1_777	94.225	329	329
WP_017214673.1	lcl|NZ_JQQG01000015.1_cds_WP_000744700.1_498	32.063	315	329
WP_017214673.1	lcl|NZ_JQQG01000022.1_cds_WP_000723090.1_711	31.045	335	329
WP_017214673.1	lcl|NZ_JQQG01000037.1_cds_WP_001984071.1_1270	31.270	307	329
WP_017214673.1	lcl|NZ_JQQG01000099.1_cds_WP_000649925.1_2768	30.341	323	329
WP_017214673.1	lcl|NZ_JQQG01000096.1_cds_WP_000709511.1_2729	27.879	330	329
WP_017214673.1	lcl|NZ_JQQG01000022.1_cds_WP_001067557.1_774	30.196	255	329
WP_017214673.1	lcl|NZ_JQQG01000037.1_cds_WP_000688696.1_1249	28.623	276	329
WP_017214673.1	lcl|NZ_JQQG01000022.1_cds_WP_000475904.1_728	28.467	274	329
WP_017214673.1	lcl|NZ_JQQG01000022.1_cds_WP_000712241.1_780	27.530	247	329
WP_017214673.1	lcl|NZ_JQQG01000058.1_cds_WP_001074783.1_1933	27.547	265	329
WP_017214673.1	lcl|NZ_JQQG01000032.1_cds_WP_061269596.1_1060	23.494	332	329
WP_017214673.1	lcl|NZ_JQQG01000022.1_cds_WP_000378097.1_757	25.581	172	329
WP_017214674.1	lcl|NZ_JQQG01000022.1_cds_WP_000774260.1_776	94.382	267	267
WP_017214674.1	lcl|NZ_JQQG01000022.1_cds_WP_000842260.1_710	26.842	190	267
WP_017214674.1	lcl|NZ_JQQG01000037.1_cds_WP_000667727.1_1226	32.727	110	267
WP_017214674.1	lcl|NZ_JQQG01000130.1_cds_WP_000805357.1_3205	33.333	102	267
WP_017214675.1	lcl|NZ_JQQG01000022.1_cds_WP_000612794.1_775	95.098	510	510
WP_017214675.1	lcl|NZ_JQQG01000056.1_cds_WP_000291586.1_1862	26.154	325	510
WP_017214675.1	lcl|NZ_JQQG01000056.1_cds_WP_000364507.1_1861	31.111	90	510
WP_017214675.1	lcl|NZ_JQQG01000022.1_cds_WP_000612794.1_775	95.098	510	510
WP_017214675.1	lcl|NZ_JQQG01000056.1_cds_WP_000291586.1_1862	26.154	325	510
WP_017214675.1	lcl|NZ_JQQG01000056.1_cds_WP_000364507.1_1861	31.111	90	510
WP_017214676.1	lcl|NZ_JQQG01000022.1_cds_WP_001067557.1_774	96.364	330	330
WP_017214676.1	lcl|NZ_JQQG01000022.1_cds_WP_061269574.1_777	28.197	305	330
WP_017214676.1	lcl|NZ_JQQG01000037.1_cds_WP_001984071.1_1270	25.547	274	330
WP_017214676.1	lcl|NZ_JQQG01000015.1_cds_WP_000744700.1_498	26.582	316	330
WP_017214676.1	lcl|NZ_JQQG01000032.1_cds_WP_061269596.1_1060	29.218	243	330
WP_017214676.1	lcl|NZ_JQQG01000022.1_cds_WP_000723090.1_711	24.625	333	330
