WP_017214669.1	lcl|NZ_AKWG02000038.1_cds_WP_000340713.1_1878	95.349	86	106
WP_017214670.1	lcl|NZ_AKWG02000038.1_cds_WP_004768487.1_1877	96.774	310	314
WP_017214670.1	lcl|NZ_AKWG02000043.1_cds_WP_004753565.1_1583	25.776	322	314
WP_017214670.1	lcl|NZ_AKWG02000038.1_cds_WP_004768436.1_1831	21.107	289	314
WP_017214670.1	lcl|NZ_AKWG02000038.1_cds_WP_004768474.1_1804	23.843	281	314
WP_017214670.1	lcl|NZ_AKWG02000038.1_cds_WP_004768472.1_1829	22.481	258	314
WP_017214672.1	lcl|NZ_AKWG02000001.1_cds_WP_004752075.1_3722	41.429	140	185
WP_017214672.1	lcl|NZ_AKWG02000038.1_cds_WP_002725884.1_1848	35.028	177	185
WP_017214673.1	lcl|NZ_AKWG02000038.1_cds_WP_004768436.1_1831	31.034	319	329
WP_017214673.1	lcl|NZ_AKWG02000043.1_cds_WP_004753565.1_1583	31.746	315	329
WP_017214673.1	lcl|NZ_AKWG02000038.1_cds_WP_004768474.1_1804	29.940	334	329
WP_017214673.1	lcl|NZ_AKWG02000058.1_cds_WP_004751543.1_1104	32.039	309	329
WP_017214673.1	lcl|NZ_AKWG02000066.1_cds_WP_004768899.1_851	30.982	326	329
WP_017214673.1	lcl|NZ_AKWG02000038.1_cds_WP_004768472.1_1829	28.803	309	329
WP_017214673.1	lcl|NZ_AKWG02000058.1_cds_WP_004762820.1_1115	28.182	330	329
WP_017214673.1	lcl|NZ_AKWG02000084.1_cds_WP_004769131.1_206	27.566	341	329
WP_017214673.1	lcl|NZ_AKWG02000038.1_cds_WP_004768487.1_1877	24.540	326	329
WP_017214673.1	lcl|NZ_AKWG02000038.1_cds_WP_002759862.1_1826	27.372	274	329
WP_017214673.1	lcl|NZ_AKWG02000001.1_cds_WP_004751780.1_3921	28.519	270	329
WP_017214673.1	lcl|NZ_AKWG02000012.1_cds_WP_004768084.1_2720	24.590	244	329
WP_017214673.1	lcl|NZ_AKWG02000069.1_cds_WP_004750263.1_748	25.000	268	329
WP_017214673.1	lcl|NZ_AKWG02000030.1_cds_WP_004768293.1_2225	30.469	128	329
WP_017214674.1	lcl|NZ_AKWG02000038.1_cds_WP_002725899.1_1830	26.891	238	267
WP_017214674.1	lcl|NZ_AKWG02000038.1_cds_WP_004754191.1_1803	26.455	189	267
WP_017214674.1	lcl|NZ_AKWG02000084.1_cds_WP_004758023.1_228	34.211	114	267
WP_017214674.1	lcl|NZ_AKWG02000008.1_cds_WP_004758210.1_3228	36.047	86	267
WP_017214675.1	lcl|NZ_AKWG02000001.1_cds_WP_004751764.1_3993	25.519	337	510
WP_017214675.1	lcl|NZ_AKWG02000001.1_cds_WP_004767754.1_3992	31.111	90	510
WP_017214675.1	lcl|NZ_AKWG02000001.1_cds_WP_004751764.1_3993	25.519	337	510
