WP_020985020.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000340715.1_2901	91.463	82	106
WP_010578412.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000410266.1_2900	91.083	314	314
WP_010578412.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000646254.1_2897	27.778	252	314
WP_010578412.1	lcl|NZ_JAHERZ010000011.1_cds_WP_000744698.1_347	22.256	328	314
WP_010578412.1	lcl|NZ_JAHERZ010000016.1_cds_WP_000723091.1_969	23.529	289	314
WP_010578412.1	lcl|NZ_JAHERZ010000058.1_cds_WP_001067557.1_2894	25.526	333	314
WP_010578412.1	lcl|NZ_JAHERZ010000047.1_cds_WP_002072074.1_2533	23.592	284	314
WP_020984893.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000604525.1_2899	84.384	365	365
WP_010578411.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000884059.1_2898	95.135	185	185
WP_010578411.1	lcl|NZ_JAHERZ010000003.1_cds_WP_000351733.1_1818	38.571	140	185
WP_010578410.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000646254.1_2897	94.529	329	329
WP_010578410.1	lcl|NZ_JAHERZ010000011.1_cds_WP_000744698.1_347	31.429	315	329
WP_010578410.1	lcl|NZ_JAHERZ010000016.1_cds_WP_000723091.1_969	30.149	335	329
WP_010578410.1	lcl|NZ_JAHERZ010000047.1_cds_WP_002072074.1_2533	31.148	305	329
WP_010578410.1	lcl|NZ_JAHERZ010000029.1_cds_WP_000649924.1_1753	30.091	329	329
WP_010578410.1	lcl|NZ_JAHERZ010000047.1_cds_WP_000709508.1_2524	27.879	330	329
WP_010578410.1	lcl|NZ_JAHERZ010000058.1_cds_WP_001067557.1_2894	28.852	305	329
WP_010578410.1	lcl|NZ_JAHERZ010000018.1_cds_WP_000688696.1_1122	28.832	274	329
WP_010578410.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000410266.1_2900	27.826	230	329
WP_010578410.1	lcl|NZ_JAHERZ010000014.1_cds_WP_000475901.1_800	27.007	274	329
WP_010578410.1	lcl|NZ_JAHERZ010000002.1_cds_WP_001003560.1_1273	26.800	250	329
WP_010578410.1	lcl|NZ_JAHERZ010000077.1_cds_WP_218213694.1_3415	28.824	170	329
WP_020984930.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000774259.1_2896	88.583	254	267
WP_020984930.1	lcl|NZ_JAHERZ010000016.1_cds_WP_000842260.1_970	24.569	232	267
WP_020984930.1	lcl|NZ_JAHERZ010000052.1_cds_WP_000805357.1_2756	36.047	86	267
WP_020984930.1	lcl|NZ_JAHERZ010000018.1_cds_WP_155572209.1_1144	30.928	97	267
WP_020984935.1	lcl|NZ_JAHERZ010000058.1_cds_WP_002072162.1_2895	87.795	508	509
WP_020984935.1	lcl|NZ_JAHERZ010000007.1_cds_WP_000291581.1_3216	27.329	322	509
WP_020984935.1	lcl|NZ_JAHERZ010000007.1_cds_WP_000364504.1_3217	28.723	94	509
WP_020984935.1	lcl|NZ_JAHERZ010000058.1_cds_WP_002072162.1_2895	87.795	508	509
WP_020984935.1	lcl|NZ_JAHERZ010000007.1_cds_WP_000291581.1_3216	27.329	322	509
WP_020984935.1	lcl|NZ_JAHERZ010000007.1_cds_WP_000364504.1_3217	28.723	94	509
WP_010578407.1	lcl|NZ_JAHERZ010000058.1_cds_WP_001067557.1_2894	96.364	330	330
WP_010578407.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000646254.1_2897	29.316	307	330
WP_010578407.1	lcl|NZ_JAHERZ010000047.1_cds_WP_002072074.1_2533	26.103	272	330
WP_010578407.1	lcl|NZ_JAHERZ010000002.1_cds_WP_001003560.1_1273	29.630	243	330
WP_010578407.1	lcl|NZ_JAHERZ010000011.1_cds_WP_000744698.1_347	26.582	316	330
WP_010578407.1	lcl|NZ_JAHERZ010000016.1_cds_WP_000723091.1_969	24.324	333	330
WP_010578407.1	lcl|NZ_JAHERZ010000029.1_cds_WP_000649924.1_1753	29.644	253	330
WP_010578407.1	lcl|NZ_JAHERZ010000018.1_cds_WP_000688696.1_1122	25.339	221	330
WP_010578406.1	lcl|NZ_JAHERZ010000058.1_cds_WP_001198107.1_2893	98.087	366	366
WP_010578406.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000608294.1_2892	39.726	365	366
WP_010578406.1	lcl|NZ_JAHERZ010000014.1_cds_WP_000575181.1_811	33.143	350	366
WP_010578406.1	lcl|NZ_JAHERZ010000014.1_cds_WP_000172659.1_767	32.461	382	366
WP_010578406.1	lcl|NZ_JAHERZ010000018.1_cds_WP_001281953.1_1138	27.968	379	366
WP_010578406.1	lcl|NZ_JAHERZ010000125.1_cds_WP_000228801.1_587	32.544	338	366
WP_010578406.1	lcl|NZ_JAHERZ010000005.1_cds_WP_000538754.1_2653	29.412	357	366
WP_010578406.1	lcl|NZ_JAHERZ010000120.1_cds_WP_001982414.1_540	31.579	190	366
WP_010578405.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000608294.1_2892	95.913	367	367
WP_010578405.1	lcl|NZ_JAHERZ010000058.1_cds_WP_001198107.1_2893	40.000	365	367
WP_010578405.1	lcl|NZ_JAHERZ010000014.1_cds_WP_000575181.1_811	37.127	369	367
WP_010578405.1	lcl|NZ_JAHERZ010000014.1_cds_WP_000172659.1_767	32.353	374	367
WP_010578405.1	lcl|NZ_JAHERZ010000005.1_cds_WP_000538754.1_2653	31.267	371	367
WP_010578405.1	lcl|NZ_JAHERZ010000125.1_cds_WP_000228801.1_587	38.760	258	367
WP_010578405.1	lcl|NZ_JAHERZ010000018.1_cds_WP_001281953.1_1138	29.948	384	367
WP_010578405.1	lcl|NZ_JAHERZ010000120.1_cds_WP_001982414.1_540	25.698	358	367
WP_020984976.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000689740.1_2891	93.015	544	544
WP_020984976.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000689740.1_2891	93.015	544	544
WP_010578402.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000342716.1_2890	95.472	265	265
WP_010578402.1	lcl|NZ_JAHERZ010000031.1_cds_WP_001002662.1_1918	45.267	243	265
WP_020984841.1	lcl|NZ_JAHERZ010000058.1_cds_WP_001246619.1_2889	92.903	310	310
WP_020984841.1	lcl|NZ_JAHERZ010000026.1_cds_WP_000501205.1_1660	37.171	304	310
WP_020984841.1	lcl|NZ_JAHERZ010000022.1_cds_WP_001183721.1_1454	27.881	269	310
WP_020984841.1	lcl|NZ_JAHERZ010000015.1_cds_WP_000279896.1_895	23.282	262	310
WP_020984841.1	lcl|NZ_JAHERZ010000058.1_cds_WP_001246619.1_2889	92.903	310	310
WP_020984841.1	lcl|NZ_JAHERZ010000026.1_cds_WP_000501205.1_1660	37.171	304	310
WP_020984841.1	lcl|NZ_JAHERZ010000022.1_cds_WP_001183721.1_1454	27.881	269	310
WP_020984841.1	lcl|NZ_JAHERZ010000015.1_cds_WP_000279896.1_895	23.282	262	310
WP_010578401.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000479980.1_2888	93.182	264	264
WP_010578400.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000715958.1_2887	95.349	129	130
WP_010578399.1	lcl|NZ_JAHERZ010000058.1_cds_WP_001088861.1_2886	81.379	145	145
WP_010578399.1	lcl|NZ_JAHERZ010000139.1_cds_WP_002069656.1_753	57.143	28	145
WP_020984860.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000517242.1_2885	92.760	221	221
WP_020984860.1	lcl|NZ_JAHERZ010000075.1_cds_WP_001069832.1_3368	28.440	109	221
