WP_020985020.1	lcl|NZ_JAUOTG010000022.1_cds_WP_004462903.1_1721	95.122	82	106
WP_010578412.1	lcl|NZ_JAUOTG010000022.1_cds_WP_004464977.1_1722	89.677	310	314
WP_010578412.1	lcl|NZ_JAUOTG010000022.1_cds_WP_004464967.1_1776	24.138	203	314
WP_010578412.1	lcl|NZ_JAUOTG010000001.1_cds_WP_008393339.1_217	22.769	325	314
WP_010578412.1	lcl|NZ_JAUOTG010000022.1_cds_WP_282964026.1_1778	25.137	183	314
WP_010578412.1	lcl|NZ_JAUOTG010000033.1_cds_WP_008394652.1_2161	23.297	279	314
WP_010578412.1	lcl|NZ_JAUOTG010000013.1_cds_WP_004461234.1_899	24.885	217	314
WP_010578412.1	lcl|NZ_JAUOTG010000004.1_cds_WP_004468319.1_1644	21.302	169	314
WP_010578411.1	lcl|NZ_JAUOTG010000006.1_cds_WP_004460143.1_1366	34.247	146	185
WP_010578411.1	lcl|NZ_JAUOTG010000022.1_cds_WP_075918475.1_1759	36.723	177	185
WP_010578410.1	lcl|NZ_JAUOTG010000022.1_cds_WP_004464967.1_1776	31.153	321	329
WP_010578410.1	lcl|NZ_JAUOTG010000013.1_cds_WP_004461234.1_899	32.797	311	329
WP_010578410.1	lcl|NZ_JAUOTG010000001.1_cds_WP_008393339.1_217	29.206	315	329
WP_010578410.1	lcl|NZ_JAUOTG010000033.1_cds_WP_008394652.1_2161	30.448	335	329
WP_010578410.1	lcl|NZ_JAUOTG010000022.1_cds_WP_282964026.1_1778	29.508	305	329
WP_010578410.1	lcl|NZ_JAUOTG010000001.1_cds_WP_032928188.1_333	29.193	322	329
WP_010578410.1	lcl|NZ_JAUOTG010000004.1_cds_WP_004468319.1_1644	27.083	336	329
WP_010578410.1	lcl|NZ_JAUOTG010000013.1_cds_WP_004467290.1_896	28.261	322	329
WP_010578410.1	lcl|NZ_JAUOTG010000017.1_cds_WP_046943555.1_44	25.074	339	329
WP_010578410.1	lcl|NZ_JAUOTG010000022.1_cds_WP_004464977.1_1722	26.522	230	329
WP_010578410.1	lcl|NZ_JAUOTG010000010.1_cds_WP_008398679.1_2595	26.718	262	329
WP_010578410.1	lcl|NZ_JAUOTG010000021.1_cds_WP_004472818.1_953	28.571	245	329
WP_010578410.1	lcl|NZ_JAUOTG010000022.1_cds_WP_004465101.1_1780	24.910	277	329
WP_010578410.1	lcl|NZ_JAUOTG010000018.1_cds_WP_282963968.1_2236	24.471	331	329
WP_020984930.1	lcl|NZ_JAUOTG010000022.1_cds_WP_004475169.1_1777	28.962	183	267
WP_020984930.1	lcl|NZ_JAUOTG010000004.1_cds_WP_004477560.1_1675	29.798	198	267
WP_020984930.1	lcl|NZ_JAUOTG010000033.1_cds_WP_004475142.1_2160	24.380	242	267
WP_020984930.1	lcl|NZ_JAUOTG010000013.1_cds_WP_016754360.1_928	37.647	85	267
WP_020984930.1	lcl|NZ_JAUOTG010000004.1_cds_WP_004477855.1_1643	26.020	196	267
WP_020984935.1	lcl|NZ_JAUOTG010000002.1_cds_WP_004473482.1_1460	27.019	322	509
WP_020984935.1	lcl|NZ_JAUOTG010000002.1_cds_WP_004460640.1_1459	30.851	94	509
WP_020984935.1	lcl|NZ_JAUOTG010000003.1_cds_WP_282963648.1_2721	33.898	59	509
WP_020984935.1	lcl|NZ_JAUOTG010000002.1_cds_WP_004473482.1_1460	27.019	322	509
WP_020984935.1	lcl|NZ_JAUOTG010000002.1_cds_WP_004460640.1_1459	30.851	94	509
WP_020984935.1	lcl|NZ_JAUOTG010000003.1_cds_WP_282963648.1_2721	33.898	59	509
WP_010578407.1	lcl|NZ_JAUOTG010000013.1_cds_WP_004461234.1_899	26.007	273	330
WP_010578407.1	lcl|NZ_JAUOTG010000022.1_cds_WP_004464967.1_1776	23.723	274	330
WP_010578407.1	lcl|NZ_JAUOTG010000001.1_cds_WP_008393339.1_217	29.242	277	330
WP_010578407.1	lcl|NZ_JAUOTG010000033.1_cds_WP_008394652.1_2161	26.347	334	330
WP_010578407.1	lcl|NZ_JAUOTG010000018.1_cds_WP_282963968.1_2236	26.337	243	330
WP_010578407.1	lcl|NZ_JAUOTG010000017.1_cds_WP_046943555.1_44	26.126	222	330
WP_010578407.1	lcl|NZ_JAUOTG010000001.1_cds_WP_032928188.1_333	30.859	256	330
WP_010578407.1	lcl|NZ_JAUOTG010000004.1_cds_WP_004468319.1_1644	24.460	139	330
WP_010578407.1	lcl|NZ_JAUOTG010000010.1_cds_WP_008398679.1_2595	29.231	130	330
WP_010578406.1	lcl|NZ_JAUOTG010000022.1_cds_WP_004462146.1_1791	32.849	344	366
WP_010578406.1	lcl|NZ_JAUOTG010000004.1_cds_WP_004466571.1_1681	28.723	376	366
WP_010578406.1	lcl|NZ_JAUOTG010000022.1_cds_WP_004475202.1_1732	34.853	307	366
WP_010578406.1	lcl|NZ_JAUOTG010000022.1_cds_WP_075918479.1_1753	30.513	390	366
WP_010578406.1	lcl|NZ_JAUOTG010000011.1_cds_WP_004465893.1_1843	30.362	359	366
WP_010578406.1	lcl|NZ_JAUOTG010000022.1_cds_WP_061207032.1_1729	37.864	206	366
WP_010578406.1	lcl|NZ_JAUOTG010000017.1_cds_WP_004473876.1_43	30.645	186	366
WP_010578405.1	lcl|NZ_JAUOTG010000022.1_cds_WP_004462146.1_1791	37.143	350	367
WP_010578405.1	lcl|NZ_JAUOTG010000011.1_cds_WP_004465893.1_1843	33.777	376	367
WP_010578405.1	lcl|NZ_JAUOTG010000022.1_cds_WP_075918479.1_1753	31.733	375	367
WP_010578405.1	lcl|NZ_JAUOTG010000004.1_cds_WP_004466571.1_1681	30.688	378	367
WP_010578405.1	lcl|NZ_JAUOTG010000022.1_cds_WP_004475202.1_1732	37.959	245	367
WP_010578405.1	lcl|NZ_JAUOTG010000022.1_cds_WP_061207032.1_1729	28.080	349	367
WP_010578405.1	lcl|NZ_JAUOTG010000017.1_cds_WP_004473876.1_43	27.095	358	367
WP_010578405.1	lcl|NZ_JAUOTG010000006.1_cds_WP_032924150.1_1331	34.831	89	367
WP_010578402.1	lcl|NZ_JAUOTG010000056.1_cds_WP_046944142.1_2999	44.534	247	265
WP_020984841.1	lcl|NZ_JAUOTG010000054.1_cds_WP_004474516.1_573	38.644	295	310
WP_020984841.1	lcl|NZ_JAUOTG010000023.1_cds_WP_004473577.1_3046	26.829	287	310
WP_020984841.1	lcl|NZ_JAUOTG010000010.1_cds_WP_004462208.1_2631	24.887	221	310
WP_020984841.1	lcl|NZ_JAUOTG010000054.1_cds_WP_004474516.1_573	38.644	295	310
WP_020984841.1	lcl|NZ_JAUOTG010000023.1_cds_WP_004473577.1_3046	26.829	287	310
WP_020984841.1	lcl|NZ_JAUOTG010000010.1_cds_WP_004462208.1_2631	24.887	221	310
WP_010578399.1	lcl|NZ_JAUOTG010000035.1_cds_WP_004462309.1_3084	59.259	27	145
WP_020984860.1	lcl|NZ_JAUOTG010000025.1_cds_WP_004472978.1_532	27.723	101	221
WP_039942433.1	lcl|NZ_JAUOTG010000025.1_cds_WP_282964057.1_531	27.703	148	408
WP_039942433.1	lcl|NZ_JAUOTG010000022.1_cds_WP_282964024.1_1768	26.619	139	408
WP_039942433.1	lcl|NZ_JAUOTG010000023.1_cds_WP_004475523.1_3057	21.973	223	408
WP_020985012.1	lcl|NZ_JAUOTG010000001.1_cds_WP_004471088.1_250	27.586	145	175
WP_010578396.1	lcl|NZ_JAUOTG010000023.1_cds_WP_004475523.1_3057	26.667	225	406
WP_010578395.1	lcl|NZ_JAUOTG010000022.1_cds_WP_004465314.1_1748	27.711	249	240
WP_010578395.1	lcl|NZ_JAUOTG010000005.1_cds_WP_004468127.1_3166	25.197	254	240
WP_010578395.1	lcl|NZ_JAUOTG010000011.1_cds_WP_004457569.1_1855	24.901	253	240
WP_010578395.1	lcl|NZ_JAUOTG010000023.1_cds_WP_004462302.1_3072	32.673	101	240
WP_010578395.1	lcl|NZ_JAUOTG010000018.1_cds_WP_046692820.1_2170	34.409	93	240
WP_010578395.1	lcl|NZ_JAUOTG010000009.1_cds_WP_026053765.1_626	31.081	148	240
WP_010578395.1	lcl|NZ_JAUOTG010000019.1_cds_WP_004460037.1_103	20.556	180	240
WP_010578390.1	lcl|NZ_JAUOTG010000014.1_cds_WP_004457781.1_2960	44.828	232	603
WP_010578390.1	lcl|NZ_JAUOTG010000007.1_cds_WP_017863782.1_2403	34.368	419	603
WP_010578390.1	lcl|NZ_JAUOTG010000021.1_cds_WP_004480428.1_985	28.109	587	603
WP_010578390.1	lcl|NZ_JAUOTG010000022.1_cds_WP_075918478.1_1754	25.933	509	603
WP_010578390.1	lcl|NZ_JAUOTG010000044.1_cds_WP_004473839.1_2880	28.511	235	603
WP_010578390.1	lcl|NZ_JAUOTG010000005.1_cds_WP_004464005.1_3224	30.165	242	603
WP_010578390.1	lcl|NZ_JAUOTG010000002.1_cds_WP_004460645.1_1454	27.273	231	603
WP_010578390.1	lcl|NZ_JAUOTG010000003.1_cds_WP_004466161.1_2744	27.650	217	603
WP_010578390.1	lcl|NZ_JAUOTG010000029.1_cds_WP_046944410.1_484	31.799	239	603
WP_010578390.1	lcl|NZ_JAUOTG010000011.1_cds_WP_004480113.1_1873	28.761	226	603
WP_010578390.1	lcl|NZ_JAUOTG010000003.1_cds_WP_004461439.1_2789	26.201	229	603
WP_010578390.1	lcl|NZ_JAUOTG010000006.1_cds_WP_004473583.1_1346	29.915	234	603
WP_010578390.1	lcl|NZ_JAUOTG010000001.1_cds_WP_282963591.1_287	27.799	259	603
WP_010578390.1	lcl|NZ_JAUOTG010000006.1_cds_WP_004460145.1_1365	27.311	238	603
WP_010578390.1	lcl|NZ_JAUOTG010000027.1_cds_WP_004466497.1_721	27.477	222	603
WP_010578390.1	lcl|NZ_JAUOTG010000024.1_cds_WP_004461812.1_2509	27.434	226	603
WP_010578390.1	lcl|NZ_JAUOTG010000021.1_cds_WP_004493055.1_969	26.891	238	603
WP_010578390.1	lcl|NZ_JAUOTG010000012.1_cds_WP_004464119.1_2044	28.986	207	603
WP_010578390.1	lcl|NZ_JAUOTG010000006.1_cds_WP_004460086.1_1399	23.887	247	603
WP_010578390.1	lcl|NZ_JAUOTG010000060.1_cds_WP_004466296.1_1985	26.613	248	603
