WP_020985020.1	lcl|NZ_AKXC02000054.1_cds_WP_000340715.1_739	91.463	82	106
WP_010578412.1	lcl|NZ_AKXC02000054.1_cds_WP_000410273.1_738	91.083	314	314
WP_010578412.1	lcl|NZ_AKXC02000054.1_cds_WP_000646251.1_735	27.778	252	314
WP_010578412.1	lcl|NZ_AKXC02000018.1_cds_WP_000744704.1_3076	22.256	328	314
WP_010578412.1	lcl|NZ_AKXC02000054.1_cds_WP_000723086.1_668	23.183	289	314
WP_010578412.1	lcl|NZ_AKXC02000054.1_cds_WP_001067557.1_732	25.526	333	314
WP_020984893.1	lcl|NZ_AKXC02000054.1_cds_WP_000604527.1_737	84.658	365	365
WP_010578411.1	lcl|NZ_AKXC02000054.1_cds_WP_000884059.1_736	95.135	185	185
WP_010578411.1	lcl|NZ_AKXC02000005.1_cds_WP_000351733.1_3969	38.571	140	185
WP_010578410.1	lcl|NZ_AKXC02000054.1_cds_WP_000646251.1_735	94.529	329	329
WP_010578410.1	lcl|NZ_AKXC02000018.1_cds_WP_000744704.1_3076	31.429	315	329
WP_010578410.1	lcl|NZ_AKXC02000054.1_cds_WP_000723086.1_668	29.851	335	329
WP_010578410.1	lcl|NZ_AKXC02000003.1_cds_WP_001984071.1_3988	32.026	306	329
WP_010578410.1	lcl|NZ_AKXC02000018.1_cds_WP_000649924.1_3236	30.091	329	329
WP_010578410.1	lcl|NZ_AKXC02000003.1_cds_WP_000709511.1_3976	28.182	330	329
WP_010578410.1	lcl|NZ_AKXC02000054.1_cds_WP_001067557.1_732	28.852	305	329
WP_010578410.1	lcl|NZ_AKXC02000003.1_cds_WP_000688696.1_4008	28.832	274	329
WP_010578410.1	lcl|NZ_AKXC02000054.1_cds_WP_000410273.1_738	27.826	230	329
WP_010578410.1	lcl|NZ_AKXC02000054.1_cds_WP_000475901.1_685	27.007	274	329
WP_010578410.1	lcl|NZ_AKXC02000005.1_cds_WP_001074785.1_3762	28.302	265	329
