WP_020985020.1	lcl|NZ_RQHW01000047.1_cds_WP_135760929.1_1123	56.790	81	106
WP_010578412.1	lcl|NZ_RQHW01000047.1_cds_WP_135760930.1_1124	89.355	310	314
WP_010578412.1	lcl|NZ_RQHW01000079.1_cds_WP_135762059.1_3564	24.149	323	314
WP_010578412.1	lcl|NZ_RQHW01000047.1_cds_WP_135760972.1_1172	22.383	277	314
WP_010578412.1	lcl|NZ_RQHW01000047.1_cds_WP_135760928.1_1122	23.239	284	314
WP_010578412.1	lcl|NZ_RQHW01000047.1_cds_WP_135760974.1_1174	22.508	311	314
WP_010578411.1	lcl|NZ_RQHW01000047.1_cds_WP_135760956.1_1152	40.136	147	185
WP_010578411.1	lcl|NZ_RQHW01000047.1_cds_WP_135761171.1_1386	35.000	140	185
WP_010578410.1	lcl|NZ_RQHW01000079.1_cds_WP_135762059.1_3564	31.013	316	329
WP_010578410.1	lcl|NZ_RQHW01000047.1_cds_WP_135760972.1_1172	29.961	257	329
WP_010578410.1	lcl|NZ_RQHW01000047.1_cds_WP_135760974.1_1174	31.023	303	329
WP_010578410.1	lcl|NZ_RQHW01000034.1_cds_WP_135760480.1_1719	32.026	306	329
WP_010578410.1	lcl|NZ_RQHW01000047.1_cds_WP_135760928.1_1122	29.429	333	329
WP_010578410.1	lcl|NZ_RQHW01000028.1_cds_WP_135759933.1_2374	27.647	340	329
WP_010578410.1	lcl|NZ_RQHW01000013.1_cds_WP_135759307.1_2759	28.704	324	329
WP_010578410.1	lcl|NZ_RQHW01000079.1_cds_WP_135762033.1_3536	26.667	315	329
WP_010578410.1	lcl|NZ_RQHW01000047.1_cds_WP_135760930.1_1124	25.079	315	329
WP_010578410.1	lcl|NZ_RQHW01000047.1_cds_WP_167884230.1_1165	21.260	254	329
WP_010578410.1	lcl|NZ_RQHW01000047.1_cds_WP_135761014.1_1215	26.812	276	329
WP_010578410.1	lcl|NZ_RQHW01000028.1_cds_WP_210416318.1_2363	27.835	194	329
WP_010578410.1	lcl|NZ_RQHW01000031.1_cds_WP_135760141.1_3304	25.581	258	329
WP_010578410.1	lcl|NZ_RQHW01000078.1_cds_WP_135761916.1_114	31.148	122	329
WP_010578410.1	lcl|NZ_RQHW01000016.1_cds_WP_135759593.1_3253	26.909	275	329
WP_010578410.1	lcl|NZ_RQHW01000047.1_cds_WP_135760976.1_1176	27.907	172	329
WP_010578410.1	lcl|NZ_RQHW01000047.1_cds_WP_135760966.1_1163	25.150	167	329
WP_010578410.1	lcl|NZ_RQHW01000018.1_cds_WP_135759729.1_420	26.027	146	329
WP_020984930.1	lcl|NZ_RQHW01000047.1_cds_WP_135761072.1_1279	25.660	265	267
WP_020984930.1	lcl|NZ_RQHW01000047.1_cds_WP_135760973.1_1173	25.543	184	267
WP_020984930.1	lcl|NZ_RQHW01000047.1_cds_WP_135760965.1_1162	24.638	207	267
WP_020984930.1	lcl|NZ_RQHW01000047.1_cds_WP_342775528.1_1118	23.469	196	267
WP_020984930.1	lcl|NZ_RQHW01000003.1_cds_WP_135758798.1_765	26.540	211	267
WP_020984935.1	lcl|NZ_RQHW01000047.1_cds_WP_281277637.1_1411	25.610	328	509
