WP_020985020.1	lcl|NZ_RQHM01000008.1_cds_WP_135594790.1_126	62.162	74	106
WP_010578412.1	lcl|NZ_RQHM01000008.1_cds_WP_135594788.1_127	82.803	314	314
WP_010578412.1	lcl|NZ_RQHM01000008.1_cds_WP_135594691.1_178	22.939	279	314
WP_010578412.1	lcl|NZ_RQHM01000008.1_cds_WP_135605693.1_2335	22.393	326	314
WP_010578412.1	lcl|NZ_RQHM01000008.1_cds_WP_135594687.1_180	21.242	306	314
WP_010578412.1	lcl|NZ_RQHM01000008.1_cds_WP_135592297.1_198	26.667	180	314
WP_010578412.1	lcl|NZ_RQHM01000002.1_cds_WP_100715920.1_3401	22.619	168	314
WP_010578412.1	lcl|NZ_RQHM01000008.1_cds_WP_135605246.1_1775	23.885	314	314
WP_010578411.1	lcl|NZ_RQHM01000008.1_cds_WP_135594725.1_158	33.161	193	185
WP_010578411.1	lcl|NZ_RQHM01000008.1_cds_WP_100717084.1_571	33.333	129	185
WP_010578410.1	lcl|NZ_RQHM01000008.1_cds_WP_135594691.1_178	31.229	301	329
WP_010578410.1	lcl|NZ_RQHM01000008.1_cds_WP_135605693.1_2335	29.618	314	329
WP_010578410.1	lcl|NZ_RQHM01000008.1_cds_WP_135594687.1_180	29.836	305	329
WP_010578410.1	lcl|NZ_RQHM01000008.1_cds_WP_135605246.1_1775	31.922	307	329
WP_010578410.1	lcl|NZ_RQHM01000008.1_cds_WP_135592297.1_198	26.667	345	329
WP_010578410.1	lcl|NZ_RQHM01000002.1_cds_WP_100715920.1_3401	27.666	347	329
WP_010578410.1	lcl|NZ_RQHM01000008.1_cds_WP_135605665.1_2308	29.299	314	329
WP_010578410.1	lcl|NZ_RQHM01000008.1_cds_WP_100725525.1_1953	27.711	332	329
WP_010578410.1	lcl|NZ_RQHM01000008.1_cds_WP_135594788.1_127	28.616	318	329
WP_010578410.1	lcl|NZ_RQHM01000008.1_cds_WP_135605429.1_2004	27.200	250	329
WP_010578410.1	lcl|NZ_RQHM01000008.1_cds_WP_135604041.1_168	35.484	155	329
WP_010578410.1	lcl|NZ_RQHM01000008.1_cds_WP_135604042.1_171	21.723	267	329
WP_010578410.1	lcl|NZ_RQHM01000002.1_cds_WP_210409557.1_3412	25.484	310	329
WP_010578410.1	lcl|NZ_RQHM01000008.1_cds_WP_135605415.1_1996	24.164	269	329
WP_010578410.1	lcl|NZ_RQHM01000008.1_cds_WP_135605717.1_2388	29.600	250	329
WP_010578410.1	lcl|NZ_RQHM01000008.1_cds_WP_135594683.1_182	25.954	262	329
WP_010578410.1	lcl|NZ_RQHM01000008.1_cds_WP_135604102.1_215	24.176	273	329
WP_010578410.1	lcl|NZ_RQHM01000004.1_cds_WP_100720563.1_3136	26.257	179	329
WP_020984930.1	lcl|NZ_RQHM01000008.1_cds_WP_135594689.1_179	25.820	244	267
WP_020984930.1	lcl|NZ_RQHM01000008.1_cds_WP_135594704.1_170	27.536	207	267
WP_020984930.1	lcl|NZ_RQHM01000008.1_cds_WP_100727872.1_276	24.906	265	267
WP_020984930.1	lcl|NZ_RQHM01000008.1_cds_WP_135604079.1_199	23.954	263	267
WP_020984930.1	lcl|NZ_RQHM01000002.1_cds_WP_100727919.1_3400	26.396	197	267
WP_020984930.1	lcl|NZ_RQHM01000008.1_cds_WP_100719234.1_1885	25.444	169	267
WP_020984935.1	lcl|NZ_RQHM01000008.1_cds_WP_100726724.1_549	26.409	337	509
WP_020984935.1	lcl|NZ_RQHM01000008.1_cds_WP_135604374.1_548	34.483	58	509
WP_020984935.1	lcl|NZ_RQHM01000008.1_cds_WP_100726724.1_549	26.409	337	509
WP_020984935.1	lcl|NZ_RQHM01000008.1_cds_WP_135604374.1_548	34.483	58	509
WP_010578407.1	lcl|NZ_RQHM01000008.1_cds_WP_135605429.1_2004	27.547	265	330
