WP_020985020.1	lcl|NZ_AHMG02000001.1_cds_WP_000340715.1_3947	91.463	82	106
WP_010578412.1	lcl|NZ_AHMG02000001.1_cds_WP_000410273.1_3948	91.083	314	314
WP_010578412.1	lcl|NZ_AHMG02000001.1_cds_WP_000646250.1_3951	28.175	252	314
WP_010578412.1	lcl|NZ_AHMG02000024.1_cds_WP_000744700.1_2611	22.256	328	314
WP_010578412.1	lcl|NZ_AHMG02000001.1_cds_WP_001033107.1_3973	22.556	266	314
WP_010578412.1	lcl|NZ_AHMG02000001.1_cds_WP_000723092.1_4025	23.183	289	314
WP_010578412.1	lcl|NZ_AHMG02000001.1_cds_WP_001067556.1_3954	25.526	333	314
WP_020984893.1	lcl|NZ_AHMG02000001.1_cds_WP_001967810.1_3949	84.658	365	365
WP_010578411.1	lcl|NZ_AHMG02000001.1_cds_WP_000884059.1_3950	95.135	185	185
WP_010578411.1	lcl|NZ_AHMG02000027.1_cds_WP_000351733.1_2469	38.571	140	185
WP_010578410.1	lcl|NZ_AHMG02000001.1_cds_WP_000646250.1_3951	93.921	329	329
WP_010578410.1	lcl|NZ_AHMG02000024.1_cds_WP_000744700.1_2611	31.429	315	329
WP_010578410.1	lcl|NZ_AHMG02000001.1_cds_WP_000723092.1_4025	29.851	335	329
WP_010578410.1	lcl|NZ_AHMG02000069.1_cds_WP_001984071.1_465	32.026	306	329
WP_010578410.1	lcl|NZ_AHMG02000001.1_cds_WP_000699346.1_3965	29.464	336	329
WP_010578410.1	lcl|NZ_AHMG02000021.1_cds_WP_000649923.1_2879	30.091	329	329
WP_010578410.1	lcl|NZ_AHMG02000069.1_cds_WP_000709513.1_454	28.182	330	329
WP_010578410.1	lcl|NZ_AHMG02000001.1_cds_WP_001067556.1_3954	28.852	305	329
WP_010578410.1	lcl|NZ_AHMG02000069.1_cds_WP_000688696.1_485	28.832	274	329
WP_010578410.1	lcl|NZ_AHMG02000001.1_cds_WP_000410273.1_3948	27.826	230	329
WP_010578410.1	lcl|NZ_AHMG02000001.1_cds_WP_001033107.1_3973	27.036	307	329
WP_010578410.1	lcl|NZ_AHMG02000001.1_cds_WP_000475904.1_4008	27.007	274	329
WP_010578410.1	lcl|NZ_AHMG02000014.1_cds_WP_001074785.1_3294	28.302	265	329
WP_010578410.1	lcl|NZ_AHMG02000016.1_cds_WP_001003557.1_3150	27.200	250	329
WP_020984930.1	lcl|NZ_AHMG02000001.1_cds_WP_000774256.1_3952	88.976	254	267
WP_020984930.1	lcl|NZ_AHMG02000001.1_cds_WP_000842260.1_4026	24.569	232	267
WP_020984930.1	lcl|NZ_AHMG02000040.1_cds_WP_000667727.1_2026	33.636	110	267
WP_020984930.1	lcl|NZ_AHMG02000040.1_cds_WP_000805359.1_2008	37.647	85	267
WP_020984935.1	lcl|NZ_AHMG02000001.1_cds_WP_000612794.1_3953	87.598	508	509
WP_020984935.1	lcl|NZ_AHMG02000014.1_cds_WP_000291586.1_3221	27.329	322	509
WP_020984935.1	lcl|NZ_AHMG02000014.1_cds_WP_000364507.1_3222	28.723	94	509
WP_020984935.1	lcl|NZ_AHMG02000001.1_cds_WP_000612794.1_3953	87.598	508	509
WP_020984935.1	lcl|NZ_AHMG02000014.1_cds_WP_000291586.1_3221	27.329	322	509
WP_020984935.1	lcl|NZ_AHMG02000014.1_cds_WP_000364507.1_3222	28.723	94	509
WP_010578407.1	lcl|NZ_AHMG02000001.1_cds_WP_001067556.1_3954	96.061	330	330
WP_010578407.1	lcl|NZ_AHMG02000001.1_cds_WP_000646250.1_3951	28.990	307	330
WP_010578407.1	lcl|NZ_AHMG02000069.1_cds_WP_001984071.1_465	25.735	272	330
WP_010578407.1	lcl|NZ_AHMG02000016.1_cds_WP_001003557.1_3150	30.041	243	330
WP_010578407.1	lcl|NZ_AHMG02000024.1_cds_WP_000744700.1_2611	26.266	316	330
WP_010578407.1	lcl|NZ_AHMG02000001.1_cds_WP_000723092.1_4025	24.024	333	330
WP_010578407.1	lcl|NZ_AHMG02000001.1_cds_WP_000699346.1_3965	28.372	215	330
