WP_020985020.1	lcl|NZ_AHMF02000122.1_cds_WP_000340715.1_365	91.463	82	106
WP_010578412.1	lcl|NZ_AHMF02000122.1_cds_WP_004428880.1_366	90.764	314	314
WP_010578412.1	lcl|NZ_AHMF02000122.1_cds_WP_002178756.1_370	23.102	303	314
WP_010578412.1	lcl|NZ_AHMF02000034.1_cds_WP_004428772.1_3304	23.476	328	314
WP_010578412.1	lcl|NZ_AHMF02000122.1_cds_WP_036068182.1_379	22.581	186	314
WP_010578412.1	lcl|NZ_AHMF02000091.1_cds_WP_002178501.1_1633	23.292	322	314
WP_010578412.1	lcl|NZ_AHMF02000056.1_cds_WP_004430563.1_2670	23.611	288	314
WP_010578412.1	lcl|NZ_AHMF02000081.1_cds_WP_004439553.1_1970	24.638	276	314
WP_010578411.1	lcl|NZ_AHMF02000111.1_cds_WP_002178322.1_817	38.571	140	185
WP_010578410.1	lcl|NZ_AHMF02000091.1_cds_WP_002178501.1_1633	33.923	339	329
WP_010578410.1	lcl|NZ_AHMF02000122.1_cds_WP_002178756.1_370	30.372	349	329
WP_010578410.1	lcl|NZ_AHMF02000122.1_cds_WP_036068182.1_379	31.104	299	329
WP_010578410.1	lcl|NZ_AHMF02000034.1_cds_WP_004428772.1_3304	30.159	315	329
WP_010578410.1	lcl|NZ_AHMF02000056.1_cds_WP_004430563.1_2670	31.045	335	329
WP_010578410.1	lcl|NZ_AHMF02000081.1_cds_WP_004439553.1_1970	31.373	306	329
WP_010578410.1	lcl|NZ_AHMF02000034.1_cds_WP_004426761.1_3149	29.394	330	329
WP_010578410.1	lcl|NZ_AHMF02000074.1_cds_WP_002148036.1_2175	29.730	333	329
WP_010578410.1	lcl|NZ_AHMF02000059.1_cds_WP_004429771.1_2504	26.962	293	329
WP_010578410.1	lcl|NZ_AHMF02000122.1_cds_WP_004428880.1_366	24.127	315	329
WP_010578410.1	lcl|NZ_AHMF02000091.1_cds_WP_004428900.1_1614	25.210	357	329
WP_010578410.1	lcl|NZ_AHMF02000099.1_cds_WP_004428300.1_1272	27.444	266	329
WP_010578410.1	lcl|NZ_AHMF02000013.1_cds_WP_004432019.1_3862	25.538	325	329
WP_010578410.1	lcl|NZ_AHMF02000122.1_cds_WP_004428883.1_389	24.590	244	329
WP_010578410.1	lcl|NZ_AHMF02000113.1_cds_WP_016560102.1_676	27.049	244	329
WP_020984930.1	lcl|NZ_AHMF02000122.1_cds_WP_002178459.1_384	29.185	233	267
WP_020984930.1	lcl|NZ_AHMF02000056.1_cds_WP_004430538.1_2669	25.431	232	267
WP_020984930.1	lcl|NZ_AHMF02000059.1_cds_WP_004422352.1_2531	33.858	127	267
WP_020984930.1	lcl|NZ_AHMF02000091.1_cds_WP_002178723.1_1615	22.768	224	267
WP_020984930.1	lcl|NZ_AHMF02000077.1_cds_WP_004427587.1_2133	36.471	85	267
WP_020984935.1	lcl|NZ_AHMF02000001.1_cds_WP_004430762.1_4207	27.329	322	509
WP_020984935.1	lcl|NZ_AHMF02000001.1_cds_WP_002148203.1_4208	28.723	94	509
WP_020984935.1	lcl|NZ_AHMF02000001.1_cds_WP_004430762.1_4207	27.329	322	509
WP_020984935.1	lcl|NZ_AHMF02000001.1_cds_WP_002148203.1_4208	28.723	94	509
