WP_020985020.1	lcl|NZ_JAGGCF010000003.1_cds_WP_000340715.1_536	91.463	82	106
WP_010578412.1	lcl|NZ_JAGGCF010000003.1_cds_WP_000410273.1_537	91.083	314	314
WP_010578412.1	lcl|NZ_JAGGCF010000003.1_cds_WP_000093099.1_557	55.556	63	314
WP_010578412.1	lcl|NZ_JAGGCF010000003.1_cds_WP_000646250.1_540	28.175	252	314
WP_010578412.1	lcl|NZ_JAGGCF010000008.1_cds_WP_000744700.1_1244	22.256	328	314
WP_010578412.1	lcl|NZ_JAGGCF010000003.1_cds_WP_000600889.1_566	24.194	186	314
WP_010578412.1	lcl|NZ_JAGGCF010000003.1_cds_WP_000723090.1_619	23.183	289	314
WP_010578412.1	lcl|NZ_JAGGCF010000003.1_cds_WP_001067557.1_543	25.526	333	314
WP_020984893.1	lcl|NZ_JAGGCF010000003.1_cds_WP_000604524.1_538	84.932	365	365
WP_010578411.1	lcl|NZ_JAGGCF010000003.1_cds_WP_000884059.1_539	95.135	185	185
WP_010578411.1	lcl|NZ_JAGGCF010000028.1_cds_WP_000351733.1_2761	38.571	140	185
WP_010578410.1	lcl|NZ_JAGGCF010000003.1_cds_WP_000646250.1_540	93.921	329	329
WP_010578410.1	lcl|NZ_JAGGCF010000008.1_cds_WP_000744700.1_1244	31.429	315	329
WP_010578410.1	lcl|NZ_JAGGCF010000003.1_cds_WP_000600889.1_566	33.333	255	329
WP_010578410.1	lcl|NZ_JAGGCF010000003.1_cds_WP_000723090.1_619	29.851	335	329
WP_010578410.1	lcl|NZ_JAGGCF010000029.1_cds_WP_001984071.1_2849	32.026	306	329
WP_010578410.1	lcl|NZ_JAGGCF010000009.1_cds_WP_000649925.1_1370	30.091	329	329
WP_010578410.1	lcl|NZ_JAGGCF010000065.1_cds_WP_000709511.1_3690	28.182	330	329
WP_010578410.1	lcl|NZ_JAGGCF010000003.1_cds_WP_001067557.1_543	28.852	305	329
WP_010578410.1	lcl|NZ_JAGGCF010000029.1_cds_WP_000688695.1_2829	28.832	274	329
WP_010578410.1	lcl|NZ_JAGGCF010000003.1_cds_WP_000601375.1_593	24.549	277	329
WP_010578410.1	lcl|NZ_JAGGCF010000003.1_cds_WP_000410273.1_537	27.826	230	329
WP_010578410.1	lcl|NZ_JAGGCF010000003.1_cds_WP_000475904.1_602	27.007	274	329
