WP_020985020.1	lcl|NZ_JADDXN010000002.1_cds_WP_002725873.1_2365	97.561	82	106
WP_010578412.1	lcl|NZ_JADDXN010000002.1_cds_WP_061209188.1_2366	96.805	313	314
WP_010578412.1	lcl|NZ_JADDXN010000091.1_cds_WP_061208146.1_3150	23.077	325	314
WP_010578412.1	lcl|NZ_JADDXN010000186.1_cds_WP_061209097.1_1248	21.739	276	314
WP_010578412.1	lcl|NZ_JADDXN010000063.1_cds_WP_011671706.1_2756	22.420	281	314
WP_010578412.1	lcl|NZ_JADDXN010000068.1_cds_WP_061208650.1_2848	25.726	241	314
WP_010578412.1	lcl|NZ_JADDXN010000016.1_cds_WP_011669202.1_1174	30.303	132	314
WP_010578412.1	lcl|NZ_JADDXN010000029.1_cds_WP_002729504.1_2379	21.429	168	314
WP_010578411.1	lcl|NZ_JADDXN010000178.1_cds_WP_002750963.1_1107	32.911	158	185
WP_010578410.1	lcl|NZ_JADDXN010000002.1_cds_WP_061208754.1_2370	31.157	337	329
WP_010578410.1	lcl|NZ_JADDXN010000186.1_cds_WP_061209097.1_1248	31.561	301	329
WP_010578410.1	lcl|NZ_JADDXN010000068.1_cds_WP_061208650.1_2848	31.833	311	329
WP_010578410.1	lcl|NZ_JADDXN010000091.1_cds_WP_061208146.1_3150	29.841	315	329
WP_010578410.1	lcl|NZ_JADDXN010000063.1_cds_WP_011671706.1_2756	30.746	335	329
WP_010578410.1	lcl|NZ_JADDXN010000068.1_cds_WP_002754065.1_2845	28.182	330	329
WP_010578410.1	lcl|NZ_JADDXN010000087.1_cds_WP_061207995.1_3073	28.527	319	329
WP_010578410.1	lcl|NZ_JADDXN010000029.1_cds_WP_002729504.1_2379	26.979	341	329
WP_010578410.1	lcl|NZ_JADDXN010000027.1_cds_WP_061208029.1_2315	23.881	268	329
WP_010578410.1	lcl|NZ_JADDXN010000002.1_cds_WP_061209188.1_2366	27.826	230	329
WP_010578410.1	lcl|NZ_JADDXN010000225.1_cds_WP_002751102.1_1713	26.792	265	329
WP_010578410.1	lcl|NZ_JADDXN010000027.1_cds_WP_061208022.1_2323	26.277	274	329
WP_010578410.1	lcl|NZ_JADDXN010000047.1_cds_IQA77_RS03165_2603	28.188	149	329
WP_010578410.1	lcl|NZ_JADDXN010000126.1_cds_WP_061208495.1_424	28.287	251	329
WP_010578410.1	lcl|NZ_JADDXN010000027.1_cds_WP_061208031.1_2313	28.495	186	329
WP_010578410.1	lcl|NZ_JADDXN010000016.1_cds_WP_011669202.1_1174	23.867	331	329
WP_020984930.1	lcl|NZ_JADDXN010000186.1_cds_WP_061209102.1_1243	24.479	192	267
WP_020984930.1	lcl|NZ_JADDXN010000063.1_cds_WP_061208084.1_2755	25.431	232	267
WP_020984930.1	lcl|NZ_JADDXN010000027.1_cds_WP_061208032.1_2312	23.504	234	267
WP_020984930.1	lcl|NZ_JADDXN010000044.1_cds_WP_061208961.1_2583	35.955	89	267
WP_020984930.1	lcl|NZ_JADDXN010000020.1_cds_WP_002766579.1_1611	37.647	85	267
WP_020984930.1	lcl|NZ_JADDXN010000029.1_cds_WP_061209013.1_2380	24.490	196	267
WP_020984935.1	lcl|NZ_JADDXN010000229.1_cds_WP_061207534.1_1802	28.041	296	509
WP_020984935.1	lcl|NZ_JADDXN010000229.1_cds_WP_002751286.1_1803	30.435	115	509
WP_020984935.1	lcl|NZ_JADDXN010000229.1_cds_WP_061207534.1_1802	28.041	296	509
WP_020984935.1	lcl|NZ_JADDXN010000229.1_cds_WP_002751286.1_1803	30.435	115	509
WP_010578407.1	lcl|NZ_JADDXN010000068.1_cds_WP_061208650.1_2848	27.106	273	330
WP_010578407.1	lcl|NZ_JADDXN010000186.1_cds_WP_061209097.1_1248	25.735	272	330
WP_010578407.1	lcl|NZ_JADDXN010000091.1_cds_WP_061208146.1_3150	28.520	277	330
WP_010578407.1	lcl|NZ_JADDXN010000063.1_cds_WP_011671706.1_2756	27.129	317	330
WP_010578407.1	lcl|NZ_JADDXN010000002.1_cds_WP_061208754.1_2370	28.017	232	330
WP_010578407.1	lcl|NZ_JADDXN010000087.1_cds_WP_061207995.1_3073	27.673	318	330
WP_010578407.1	lcl|NZ_JADDXN010000016.1_cds_WP_011669202.1_1174	25.306	245	330
WP_010578407.1	lcl|NZ_JADDXN010000047.1_cds_IQA77_RS03165_2603	26.374	91	330
WP_010578407.1	lcl|NZ_JADDXN010000047.1_cds_IQA77_RS03165_2603	29.310	116	330
WP_010578407.1	lcl|NZ_JADDXN010000027.1_cds_WP_061208029.1_2315	25.468	267	330
WP_010578407.1	lcl|NZ_JADDXN010000029.1_cds_WP_002729504.1_2379	24.460	139	330
WP_010578407.1	lcl|NZ_JADDXN010000002.1_cds_WP_061209188.1_2366	24.024	333	330
WP_010578407.1	lcl|NZ_JADDXN010000225.1_cds_WP_002751102.1_1713	25.620	242	330
WP_010578406.1	lcl|NZ_JADDXN010000063.1_cds_WP_061208080.1_2762	33.721	344	366
WP_010578406.1	lcl|NZ_JADDXN010000176.1_cds_WP_061208571.1_1028	28.042	378	366
WP_010578406.1	lcl|NZ_JADDXN010000186.1_cds_WP_061209108.1_1236	32.768	354	366
WP_010578406.1	lcl|NZ_JADDXN010000018.1_cds_WP_061208059.1_1377	29.526	359	366
WP_010578406.1	lcl|NZ_JADDXN010000186.1_cds_WP_061209098.1_1247	25.485	361	366
WP_010578406.1	lcl|NZ_JADDXN010000047.1_cds_WP_061208874.1_2604	30.270	185	366
WP_010578405.1	lcl|NZ_JADDXN010000063.1_cds_WP_061208080.1_2762	37.940	369	367
WP_010578405.1	lcl|NZ_JADDXN010000018.1_cds_WP_061208059.1_1377	34.043	376	367
WP_010578405.1	lcl|NZ_JADDXN010000186.1_cds_WP_061209108.1_1236	33.333	375	367
WP_010578405.1	lcl|NZ_JADDXN010000176.1_cds_WP_061208571.1_1028	30.628	382	367
WP_010578405.1	lcl|NZ_JADDXN010000186.1_cds_WP_061209098.1_1247	27.679	336	367
WP_010578405.1	lcl|NZ_JADDXN010000047.1_cds_WP_061208874.1_2604	26.536	358	367
WP_010578405.1	lcl|NZ_JADDXN010000178.1_cds_WP_061207853.1_1073	34.831	89	367
WP_010578402.1	lcl|NZ_JADDXN010000192.1_cds_WP_011669455.1_1308	44.534	247	265
WP_020984841.1	lcl|NZ_JADDXN010000012.1_cds_WP_061207877.1_622	37.829	304	310
WP_020984841.1	lcl|NZ_JADDXN010000008.1_cds_WP_011669757.1_3300	26.667	285	310
WP_020984841.1	lcl|NZ_JADDXN010000178.1_cds_WP_002727177.1_1156	25.792	221	310
WP_020984841.1	lcl|NZ_JADDXN010000012.1_cds_WP_061207877.1_622	37.829	304	310
WP_020984841.1	lcl|NZ_JADDXN010000008.1_cds_WP_011669757.1_3300	26.667	285	310
WP_020984841.1	lcl|NZ_JADDXN010000178.1_cds_WP_002727177.1_1156	25.792	221	310
WP_020984860.1	lcl|NZ_JADDXN010000023.1_cds_WP_011669877.1_2057	28.037	107	221
WP_020984860.1	lcl|NZ_JADDXN010000041.1_cds_WP_061208385.1_2536	25.641	78	221
WP_039942433.1	lcl|NZ_JADDXN010000027.1_cds_WP_081101349.1_2303	26.131	199	408
WP_039942433.1	lcl|NZ_JADDXN010000023.1_cds_WP_061208348.1_2058	26.389	144	408
WP_039942433.1	lcl|NZ_JADDXN010000206.1_cds_WP_011669711.1_1487	21.622	222	408
WP_039942433.1	lcl|NZ_JADDXN010000027.1_cds_WP_061208034.1_2310	31.967	122	408
WP_020985012.1	lcl|NZ_JADDXN010000041.1_cds_WP_002756073.1_2542	29.371	143	175
WP_010578396.1	lcl|NZ_JADDXN010000206.1_cds_WP_011669711.1_1487	26.906	223	406
WP_010578396.1	lcl|NZ_JADDXN010000027.1_cds_WP_081101349.1_2303	21.739	391	406
WP_010578395.1	lcl|NZ_JADDXN010000158.1_cds_WP_061207712.1_816	26.378	254	240
