WP_020985020.1	lcl|NZ_AOVB01000133.1_cds_WP_000340715.1_3112	91.463	82	106
WP_010578412.1	lcl|NZ_AOVB01000133.1_cds_WP_000410273.1_3113	91.083	314	314
WP_010578412.1	lcl|NZ_AOVB01000133.1_cds_WP_000093099.1_3133	55.556	63	314
WP_010578412.1	lcl|NZ_AOVB01000133.1_cds_WP_000646250.1_3116	28.175	252	314
WP_010578412.1	lcl|NZ_AOVB01000139.1_cds_WP_000744700.1_3600	22.256	328	314
WP_010578412.1	lcl|NZ_AOVB01000133.1_cds_WP_000600889.1_3142	24.194	186	314
WP_010578412.1	lcl|NZ_AOVB01000133.1_cds_WP_000723090.1_3195	23.183	289	314
WP_010578412.1	lcl|NZ_AOVB01000133.1_cds_WP_001067557.1_3119	25.526	333	314
WP_020984893.1	lcl|NZ_AOVB01000133.1_cds_WP_000604524.1_3114	84.932	365	365
WP_010578411.1	lcl|NZ_AOVB01000133.1_cds_WP_000884059.1_3115	95.135	185	185
WP_010578411.1	lcl|NZ_AOVB01000138.1_cds_WP_000351733.1_3499	38.571	140	185
WP_010578410.1	lcl|NZ_AOVB01000133.1_cds_WP_000646250.1_3116	93.921	329	329
WP_010578410.1	lcl|NZ_AOVB01000139.1_cds_WP_000744700.1_3600	31.429	315	329
WP_010578410.1	lcl|NZ_AOVB01000133.1_cds_WP_000600889.1_3142	33.333	255	329
WP_010578410.1	lcl|NZ_AOVB01000133.1_cds_WP_000723090.1_3195	29.851	335	329
WP_010578410.1	lcl|NZ_AOVB01000092.1_cds_WP_001984071.1_1567	32.026	306	329
WP_010578410.1	lcl|NZ_AOVB01000031.1_cds_WP_000649925.1_275	30.091	329	329
WP_010578410.1	lcl|NZ_AOVB01000093.1_cds_WP_000709511.1_1601	28.182	330	329
WP_010578410.1	lcl|NZ_AOVB01000133.1_cds_WP_001067557.1_3119	28.852	305	329
WP_010578410.1	lcl|NZ_AOVB01000092.1_cds_WP_000688695.1_1587	28.832	274	329
WP_010578410.1	lcl|NZ_AOVB01000133.1_cds_WP_000601375.1_3169	24.549	277	329
WP_010578410.1	lcl|NZ_AOVB01000133.1_cds_WP_000410273.1_3113	27.826	230	329
WP_010578410.1	lcl|NZ_AOVB01000133.1_cds_WP_000475904.1_3178	27.007	274	329
WP_010578410.1	lcl|NZ_AOVB01000114.1_cds_WP_001074785.1_2252	28.302	265	329
WP_010578410.1	lcl|NZ_AOVB01000134.1_cds_WP_001003555.1_3280	27.200	250	329
WP_010578410.1	lcl|NZ_AOVB01000133.1_cds_WP_000487322.1_3167	26.205	332	329
WP_020984930.1	lcl|NZ_AOVB01000133.1_cds_WP_000774262.1_3117	88.189	254	267
WP_020984930.1	lcl|NZ_AOVB01000133.1_cds_WP_000859505.1_3166	27.315	216	267
WP_020984930.1	lcl|NZ_AOVB01000133.1_cds_WP_000800438.1_3147	25.789	190	267
WP_020984930.1	lcl|NZ_AOVB01000133.1_cds_WP_000842260.1_3196	24.569	232	267
WP_020984930.1	lcl|NZ_AOVB01000129.1_cds_WP_000667727.1_2924	33.636	110	267
WP_020984930.1	lcl|NZ_AOVB01000091.1_cds_WP_000805357.1_1540	36.047	86	267
WP_020984935.1	lcl|NZ_AOVB01000133.1_cds_WP_000612797.1_3118	87.402	508	509
WP_020984935.1	lcl|NZ_AOVB01000095.1_cds_WP_000291591.1_1671	27.329	322	509
WP_020984935.1	lcl|NZ_AOVB01000095.1_cds_WP_000364507.1_1670	28.723	94	509
WP_020984935.1	lcl|NZ_AOVB01000133.1_cds_WP_000612797.1_3118	87.402	508	509
WP_020984935.1	lcl|NZ_AOVB01000095.1_cds_WP_000291591.1_1671	27.329	322	509
WP_020984935.1	lcl|NZ_AOVB01000095.1_cds_WP_000364507.1_1670	28.723	94	509
WP_010578407.1	lcl|NZ_AOVB01000133.1_cds_WP_001067557.1_3119	96.364	330	330
WP_010578407.1	lcl|NZ_AOVB01000133.1_cds_WP_000646250.1_3116	28.990	307	330
WP_010578407.1	lcl|NZ_AOVB01000133.1_cds_WP_000600889.1_3142	27.068	266	330
WP_010578407.1	lcl|NZ_AOVB01000092.1_cds_WP_001984071.1_1567	25.735	272	330
WP_010578407.1	lcl|NZ_AOVB01000134.1_cds_WP_001003555.1_3280	30.041	243	330
WP_010578407.1	lcl|NZ_AOVB01000139.1_cds_WP_000744700.1_3600	26.266	316	330
WP_010578407.1	lcl|NZ_AOVB01000133.1_cds_WP_000723090.1_3195	24.024	333	330
WP_010578407.1	lcl|NZ_AOVB01000031.1_cds_WP_000649925.1_275	29.644	253	330
WP_010578407.1	lcl|NZ_AOVB01000092.1_cds_WP_000688695.1_1587	25.339	221	330
WP_010578407.1	lcl|NZ_AOVB01000133.1_cds_WP_000601375.1_3169	26.119	268	330
WP_010578406.1	lcl|NZ_AOVB01000133.1_cds_WP_001198107.1_3120	98.087	366	366
WP_010578406.1	lcl|NZ_AOVB01000133.1_cds_WP_000608295.1_3121	40.000	365	366
WP_010578406.1	lcl|NZ_AOVB01000133.1_cds_WP_000575178.1_3189	33.714	350	366
WP_010578406.1	lcl|NZ_AOVB01000121.1_cds_WP_001281953.1_2512	27.968	379	366
WP_010578406.1	lcl|NZ_AOVB01000133.1_cds_WP_000346036.1_3150	27.809	356	366
