WP_020985020.1	lcl|NZ_QHCU01000007.1_cds_WP_118966243.1_3729	95.122	82	106
WP_010578412.1	lcl|NZ_QHCU01000007.1_cds_WP_118966133.1_3730	92.903	310	314
WP_010578412.1	lcl|NZ_QHCU01000007.1_cds_WP_118966181.1_3785	23.228	254	314
WP_010578412.1	lcl|NZ_QHCU01000002.1_cds_WP_118954467.1_1312	22.769	325	314
WP_010578412.1	lcl|NZ_QHCU01000007.1_cds_WP_118966198.1_3804	23.843	281	314
WP_010578412.1	lcl|NZ_QHCU01000007.1_cds_WP_118966183.1_3787	21.192	302	314
WP_010578412.1	lcl|NZ_QHCU01000002.1_cds_WP_118957901.1_1799	23.214	168	314
WP_010578412.1	lcl|NZ_QHCU01000002.1_cds_WP_118964806.1_1609	23.963	217	314
WP_010578412.1	lcl|NZ_QHCU01000001.1_cds_WP_118964479.1_1103	21.254	287	314
WP_010578411.1	lcl|NZ_QHCU01000005.1_cds_WP_118956693.1_3085	36.986	146	185
WP_010578411.1	lcl|NZ_QHCU01000007.1_cds_WP_118966165.1_3767	36.723	177	185
WP_010578411.1	lcl|NZ_QHCU01000007.1_cds_WP_118966159.1_3758	30.822	146	185
WP_010578410.1	lcl|NZ_QHCU01000007.1_cds_WP_118966181.1_3785	29.907	321	329
WP_010578410.1	lcl|NZ_QHCU01000007.1_cds_WP_118966198.1_3804	31.751	337	329
WP_010578410.1	lcl|NZ_QHCU01000002.1_cds_WP_118954467.1_1312	30.476	315	329
WP_010578410.1	lcl|NZ_QHCU01000002.1_cds_WP_118964806.1_1609	31.731	312	329
WP_010578410.1	lcl|NZ_QHCU01000007.1_cds_WP_118966183.1_3787	29.412	306	329
WP_010578410.1	lcl|NZ_QHCU01000007.1_cds_WP_241548303.1_3779	26.894	264	329
WP_010578410.1	lcl|NZ_QHCU01000002.1_cds_WP_118957901.1_1799	27.381	336	329
WP_010578410.1	lcl|NZ_QHCU01000002.1_cds_WP_118964736.1_1468	30.887	327	329
WP_010578410.1	lcl|NZ_QHCU01000002.1_cds_WP_118964863.1_1724	28.485	330	329
WP_010578410.1	lcl|NZ_QHCU01000001.1_cds_WP_118964479.1_1103	27.572	243	329
WP_010578410.1	lcl|NZ_QHCU01000001.1_cds_WP_118964406.1_939	25.959	339	329
WP_010578410.1	lcl|NZ_QHCU01000007.1_cds_WP_118966133.1_3730	27.826	230	329
WP_010578410.1	lcl|NZ_QHCU01000004.1_cds_WP_118965541.1_2831	26.336	262	329
WP_010578410.1	lcl|NZ_QHCU01000002.1_cds_WP_118964606.1_1220	26.462	325	329
