WP_020985020.1	lcl|NZ_JQPB01000105.1_cds_WP_000340715.1_1872	91.463	82	106
WP_010578412.1	lcl|NZ_JQPB01000105.1_cds_WP_000410273.1_1871	91.083	314	314
WP_010578412.1	lcl|NZ_JQPB01000105.1_cds_WP_000646255.1_1868	28.175	252	314
WP_010578412.1	lcl|NZ_JQPB01000165.1_cds_WP_000744695.1_2573	22.256	328	314
WP_010578412.1	lcl|NZ_JQPB01000104.1_cds_WP_000600891.1_1839	24.194	186	314
WP_010578412.1	lcl|NZ_JQPB01000167.1_cds_WP_000649929.1_2738	26.606	327	314
WP_010578412.1	lcl|NZ_JQPB01000101.1_cds_WP_000723081.1_1786	23.183	289	314
WP_010578412.1	lcl|NZ_JQPB01000105.1_cds_WP_001067557.1_1865	25.526	333	314
WP_010578412.1	lcl|NZ_JQPB01000130.1_cds_WP_002064390.1_2183	23.239	284	314
WP_020984893.1	lcl|NZ_JQPB01000105.1_cds_WP_000604524.1_1870	84.932	365	365
WP_010578411.1	lcl|NZ_JQPB01000105.1_cds_WP_000884059.1_1869	95.135	185	185
WP_010578411.1	lcl|NZ_JQPB01000089.1_cds_WP_000351733.1_1509	38.571	140	185
WP_010578410.1	lcl|NZ_JQPB01000105.1_cds_WP_000646255.1_1868	94.225	329	329
WP_010578410.1	lcl|NZ_JQPB01000165.1_cds_WP_000744695.1_2573	31.429	315	329
WP_010578410.1	lcl|NZ_JQPB01000104.1_cds_WP_000600891.1_1839	33.725	255	329
WP_010578410.1	lcl|NZ_JQPB01000101.1_cds_WP_000723081.1_1786	29.851	335	329
WP_010578410.1	lcl|NZ_JQPB01000130.1_cds_WP_002064390.1_2183	31.699	306	329
WP_010578410.1	lcl|NZ_JQPB01000167.1_cds_WP_000649929.1_2738	30.091	329	329
WP_010578410.1	lcl|NZ_JQPB01000130.1_cds_WP_000709511.1_2193	28.182	330	329
WP_010578410.1	lcl|NZ_JQPB01000105.1_cds_WP_001067557.1_1865	28.852	305	329
WP_010578410.1	lcl|NZ_JQPB01000104.1_cds_WP_000601375.1_1812	24.549	277	329
WP_010578410.1	lcl|NZ_JQPB01000129.1_cds_WP_000688698.1_2163	28.832	274	329
WP_010578410.1	lcl|NZ_JQPB01000105.1_cds_WP_000410273.1_1871	27.826	230	329
WP_010578410.1	lcl|NZ_JQPB01000103.1_cds_WP_000475897.1_1804	27.007	274	329
WP_010578410.1	lcl|NZ_JQPB01000079.1_cds_WP_001074779.1_1293	27.925	265	329
WP_010578410.1	lcl|NZ_JQPB01000156.1_cds_WP_001003563.1_2440	26.800	250	329
