WP_020985020.1	lcl|NZ_RQET01000008.1_cds_WP_135768329.1_2016	64.198	81	106
WP_010578412.1	lcl|NZ_RQET01000008.1_cds_WP_135768307.1_1993	65.161	310	314
WP_010578412.1	lcl|NZ_RQET01000004.1_cds_WP_135766981.1_248	24.620	329	314
WP_010578412.1	lcl|NZ_RQET01000004.1_cds_WP_135767110.1_382	23.006	326	314
WP_010578412.1	lcl|NZ_RQET01000008.1_cds_WP_135768304.1_1990	20.141	283	314
WP_010578412.1	lcl|NZ_RQET01000004.1_cds_WP_135766898.1_152	22.571	319	314
WP_010578411.1	lcl|NZ_RQET01000001.1_cds_WP_135766220.1_1409	34.545	165	185
WP_010578410.1	lcl|NZ_RQET01000004.1_cds_WP_135767110.1_382	32.698	315	329
WP_010578410.1	lcl|NZ_RQET01000004.1_cds_WP_135766898.1_152	32.468	308	329
WP_010578410.1	lcl|NZ_RQET01000004.1_cds_WP_135766981.1_248	30.938	320	329
WP_010578410.1	lcl|NZ_RQET01000008.1_cds_WP_135768304.1_1990	28.060	335	329
WP_010578410.1	lcl|NZ_RQET01000004.1_cds_WP_135766837.1_81	27.190	331	329
WP_010578410.1	lcl|NZ_RQET01000004.1_cds_WP_246028118.1_30	29.876	241	329
WP_010578410.1	lcl|NZ_RQET01000008.1_cds_WP_135768307.1_1993	26.183	317	329
WP_010578410.1	lcl|NZ_RQET01000001.1_cds_WP_135766359.1_1565	27.092	251	329
WP_010578410.1	lcl|NZ_RQET01000014.1_cds_WP_135769310.1_1773	26.953	256	329
WP_010578410.1	lcl|NZ_RQET01000008.1_cds_WP_135768327.1_2014	22.744	277	329
WP_010578410.1	lcl|NZ_RQET01000008.1_cds_WP_135768296.1_1981	25.188	266	329
WP_020984930.1	lcl|NZ_RQET01000004.1_cds_WP_135767592.1_920	34.831	89	267
WP_020984930.1	lcl|NZ_RQET01000008.1_cds_WP_210409360.1_1989	23.246	228	267
WP_020984930.1	lcl|NZ_RQET01000004.1_cds_WP_135766788.1_27	28.302	159	267
WP_020984935.1	lcl|NZ_RQET01000010.1_cds_WP_135768863.1_3202	26.149	348	509
WP_020984935.1	lcl|NZ_RQET01000010.1_cds_WP_246028324.1_3201	27.660	94	509
WP_020984935.1	lcl|NZ_RQET01000010.1_cds_WP_135768863.1_3202	26.149	348	509
WP_020984935.1	lcl|NZ_RQET01000010.1_cds_WP_246028324.1_3201	27.660	94	509
WP_010578407.1	lcl|NZ_RQET01000004.1_cds_WP_135766898.1_152	27.599	279	330
WP_010578407.1	lcl|NZ_RQET01000004.1_cds_WP_135767110.1_382	28.000	275	330
WP_010578407.1	lcl|NZ_RQET01000004.1_cds_WP_135766981.1_248	28.395	324	330
WP_010578407.1	lcl|NZ_RQET01000008.1_cds_WP_135768304.1_1990	28.986	276	330
WP_010578407.1	lcl|NZ_RQET01000008.1_cds_WP_135768296.1_1981	23.103	290	330
WP_010578407.1	lcl|NZ_RQET01000004.1_cds_WP_246028118.1_30	26.400	250	330
WP_010578407.1	lcl|NZ_RQET01000008.1_cds_WP_135768327.1_2014	25.397	126	330
WP_010578407.1	lcl|NZ_RQET01000001.1_cds_WP_135766359.1_1565	20.833	216	330
WP_010578407.1	lcl|NZ_RQET01000001.1_cds_WP_135766342.1_1548	25.170	147	330
