WP_020985020.1	lcl|NZ_JAHLXC010000334.1_cds_WP_000340715.1_1884	91.463	82	106
WP_010578412.1	lcl|NZ_JAHLXC010000334.1_cds_WP_000410275.1_1885	91.613	310	314
WP_010578412.1	lcl|NZ_JAHLXC010000334.1_cds_WP_000723078.1_1934	22.302	278	314
WP_010578412.1	lcl|NZ_JAHLXC010000320.1_cds_WP_000744700.1_2371	22.256	328	314
WP_010578412.1	lcl|NZ_JAHLXC010000334.1_cds_WP_000723090.1_1954	23.183	289	314
WP_010578412.1	lcl|NZ_JAHLXC010000334.1_cds_WP_000567887.1_1936	24.725	182	314
WP_010578411.1	lcl|NZ_JAHLXC010000348.1_cds_WP_000351733.1_3597	38.571	140	185
WP_010578411.1	lcl|NZ_JAHLXC010000334.1_cds_WP_001047905.1_1916	35.593	177	185
WP_010578410.1	lcl|NZ_JAHLXC010000334.1_cds_WP_000723078.1_1934	30.530	321	329
WP_010578410.1	lcl|NZ_JAHLXC010000320.1_cds_WP_000744700.1_2371	31.429	315	329
WP_010578410.1	lcl|NZ_JAHLXC010000334.1_cds_WP_000723090.1_1954	29.851	335	329
WP_010578410.1	lcl|NZ_JAHLXC010000238.1_cds_WP_001984071.1_2317	32.026	306	329
WP_010578410.1	lcl|NZ_JAHLXC010000360.1_cds_WP_000649923.1_3794	30.091	329	329
WP_010578410.1	lcl|NZ_JAHLXC010000334.1_cds_WP_000567887.1_1936	28.525	305	329
WP_010578410.1	lcl|NZ_JAHLXC010000142.1_cds_WP_000709511.1_1572	28.182	330	329
WP_010578410.1	lcl|NZ_JAHLXC010000238.1_cds_WP_000688696.1_2297	28.832	274	329
WP_010578410.1	lcl|NZ_JAHLXC010000334.1_cds_WP_000410275.1_1885	25.680	331	329
WP_010578410.1	lcl|NZ_JAHLXC010000208.1_cds_WP_001074785.1_2684	28.302	265	329
WP_010578410.1	lcl|NZ_JAHLXC010000334.1_cds_WP_000460023.1_1938	24.549	277	329
WP_010578410.1	lcl|NZ_JAHLXC010000328.1_cds_WP_001003557.1_409	27.200	250	329
WP_020984930.1	lcl|NZ_JAHLXC010000334.1_cds_WP_000043898.1_1935	28.415	183	267
WP_020984930.1	lcl|NZ_JAHLXC010000334.1_cds_WP_000842260.1_1955	24.569	232	267
WP_020984930.1	lcl|NZ_JAHLXC010000331.1_cds_WP_000805357.1_2127	36.047	86	267
WP_020984930.1	lcl|NZ_JAHLXC010000238.1_cds_WP_155572209.1_2275	30.928	97	267
WP_020984935.1	lcl|NZ_JAHLXC010000266.1_cds_WP_000291586.1_846	27.329	322	509
WP_020984935.1	lcl|NZ_JAHLXC010000266.1_cds_WP_000364507.1_845	28.723	94	509
WP_020984935.1	lcl|NZ_JAHLXC010000266.1_cds_WP_000291586.1_846	27.329	322	509
WP_020984935.1	lcl|NZ_JAHLXC010000266.1_cds_WP_000364507.1_845	28.723	94	509
WP_010578407.1	lcl|NZ_JAHLXC010000334.1_cds_WP_000723078.1_1934	23.358	274	330
WP_010578407.1	lcl|NZ_JAHLXC010000238.1_cds_WP_001984071.1_2317	25.735	272	330
WP_010578407.1	lcl|NZ_JAHLXC010000328.1_cds_WP_001003557.1_409	30.041	243	330
WP_010578407.1	lcl|NZ_JAHLXC010000320.1_cds_WP_000744700.1_2371	26.266	316	330
WP_010578407.1	lcl|NZ_JAHLXC010000334.1_cds_WP_000723090.1_1954	24.024	333	330
WP_010578407.1	lcl|NZ_JAHLXC010000360.1_cds_WP_000649923.1_3794	29.644	253	330
WP_010578407.1	lcl|NZ_JAHLXC010000238.1_cds_WP_000688696.1_2297	25.339	221	330
WP_010578406.1	lcl|NZ_JAHLXC010000334.1_cds_WP_000575178.1_1948	33.714	350	366
WP_010578406.1	lcl|NZ_JAHLXC010000334.1_cds_WP_000041233.1_1895	34.202	307	366
WP_010578406.1	lcl|NZ_JAHLXC010000238.1_cds_WP_002188046.1_2281	27.704	379	366
WP_010578406.1	lcl|NZ_JAHLXC010000334.1_cds_WP_002078520.1_1910	30.256	390	366
WP_010578406.1	lcl|NZ_JAHLXC010000334.1_cds_WP_001117632.1_1892	37.864	206	366
WP_010578406.1	lcl|NZ_JAHLXC010000245.1_cds_WP_000538757.1_130	29.132	357	366
WP_010578406.1	lcl|NZ_JAHLXC010000256.1_cds_WP_001982414.1_2741	31.579	190	366
WP_010578405.1	lcl|NZ_JAHLXC010000334.1_cds_WP_000575178.1_1948	37.398	369	367
WP_010578405.1	lcl|NZ_JAHLXC010000245.1_cds_WP_000538757.1_130	31.267	371	367
WP_010578405.1	lcl|NZ_JAHLXC010000334.1_cds_WP_002078520.1_1910	31.733	375	367
WP_010578405.1	lcl|NZ_JAHLXC010000334.1_cds_WP_000041233.1_1895	31.953	338	367
WP_010578405.1	lcl|NZ_JAHLXC010000238.1_cds_WP_002188046.1_2281	29.948	384	367
WP_010578405.1	lcl|NZ_JAHLXC010000334.1_cds_WP_001117632.1_1892	33.475	236	367
WP_010578405.1	lcl|NZ_JAHLXC010000256.1_cds_WP_001982414.1_2741	25.698	358	367
WP_010578402.1	lcl|NZ_JAHLXC010000231.1_cds_WP_001002663.1_1378	45.267	243	265
WP_020984841.1	lcl|NZ_JAHLXC010000286.1_cds_WP_002187782.1_251	37.171	304	310
WP_020984841.1	lcl|NZ_JAHLXC010000232.1_cds_WP_001183723.1_908	27.881	269	310
WP_020984841.1	lcl|NZ_JAHLXC010000274.1_cds_WP_000279895.1_1227	24.046	262	310
WP_020984841.1	lcl|NZ_JAHLXC010000286.1_cds_WP_002187782.1_251	37.171	304	310
WP_020984841.1	lcl|NZ_JAHLXC010000232.1_cds_WP_001183723.1_908	27.881	269	310
WP_020984841.1	lcl|NZ_JAHLXC010000274.1_cds_WP_000279895.1_1227	24.046	262	310
WP_010578399.1	lcl|NZ_JAHLXC010000314.1_cds_WP_002069656.1_597	57.143	28	145
WP_020984860.1	lcl|NZ_JAHLXC010000286.1_cds_WP_001069832.1_232	28.440	109	221
WP_020984860.1	lcl|NZ_JAHLXC010000320.1_cds_WP_001082180.1_2342	25.641	78	221
WP_020984860.1	lcl|NZ_JAHLXC010000334.1_cds_WP_001075146.1_1901	31.068	103	221
WP_039942433.1	lcl|NZ_JAHLXC010000327.1_cds_WP_000402845.1_3410	21.818	220	408
WP_039942433.1	lcl|NZ_JAHLXC010000320.1_cds_WP_001082180.1_2342	23.256	215	408
WP_039942433.1	lcl|NZ_JAHLXC010000334.1_cds_WP_002188971.1_1925	29.496	139	408
WP_039942433.1	lcl|NZ_JAHLXC010000286.1_cds_WP_000347675.1_231	24.299	214	408
WP_020985012.1	lcl|NZ_JAHLXC010000360.1_cds_WP_001206947.1_3671	30.070	143	175
WP_010578396.1	lcl|NZ_JAHLXC010000327.1_cds_WP_000402845.1_3410	25.455	220	406
WP_010578396.1	lcl|NZ_JAHLXC010000286.1_cds_WP_000347675.1_231	23.077	208	406
WP_010578395.1	lcl|NZ_JAHLXC010000334.1_cds_WP_002188997.1_1905	39.216	102	240
WP_010578395.1	lcl|NZ_JAHLXC010000185.1_cds_WP_000653653.1_89	26.378	254	240
WP_010578395.1	lcl|NZ_JAHLXC010000320.1_cds_WP_000998676.1_2397	26.778	239	240
WP_010578395.1	lcl|NZ_JAHLXC010000351.1_cds_WP_000043153.1_2503	25.969	258	240
WP_010578395.1	lcl|NZ_JAHLXC010000314.1_cds_WP_000566240.1_600	32.673	101	240
WP_010578395.1	lcl|NZ_JAHLXC010000314.1_cds_WP_001968389.1_572	25.000	236	240
WP_010578395.1	lcl|NZ_JAHLXC010000208.1_cds_WP_002188249.1_2703	25.688	218	240
WP_010578395.1	lcl|NZ_JAHLXC010000286.1_cds_WP_000167663.1_260	22.594	239	240
WP_010578395.1	lcl|NZ_JAHLXC010000338.1_cds_WP_000093664.1_3051	21.229	179	240
WP_010578390.1	lcl|NZ_JAHLXC010000259.1_cds_WP_000667646.1_2852	35.322	419	603
WP_010578390.1	lcl|NZ_JAHLXC010000190.1_cds_WP_000172205.1_1516	45.259	232	603
WP_010578390.1	lcl|NZ_JAHLXC010000360.1_cds_WP_000828456.1_3724	27.846	571	603
WP_010578390.1	lcl|NZ_JAHLXC010000334.1_cds_WP_000614938.1_1911	25.198	504	603
WP_010578390.1	lcl|NZ_JAHLXC010000328.1_cds_WP_001052495.1_430	31.507	219	603
WP_010578390.1	lcl|NZ_JAHLXC010000174.1_cds_WP_000603361.1_1461	28.440	218	603
WP_010578390.1	lcl|NZ_JAHLXC010000328.1_cds_WP_000619173.1_385	27.953	254	603
WP_010578390.1	lcl|NZ_JAHLXC010000340.1_cds_WP_000942282.1_2028	28.319	226	603
WP_010578390.1	lcl|NZ_JAHLXC010000266.1_cds_WP_000047473.1_840	26.840	231	603
WP_010578390.1	lcl|NZ_JAHLXC010000361.1_cds_KQY10_RS19755_3370	26.638	229	603
WP_010578390.1	lcl|NZ_JAHLXC010000348.1_cds_WP_000666552.1_3576	29.614	233	603
WP_010578390.1	lcl|NZ_JAHLXC010000331.1_cds_WP_001288326.1_2204	28.632	234	603
WP_010578390.1	lcl|NZ_JAHLXC010000327.1_cds_WP_001161018.1_3461	28.632	234	603
WP_010578390.1	lcl|NZ_JAHLXC010000351.1_cds_KQY10_RS17845_2489	26.457	223	603
WP_010578390.1	lcl|NZ_JAHLXC010000145.1_cds_WP_000598571.1_925	28.511	235	603
WP_010578390.1	lcl|NZ_JAHLXC010000334.1_cds_WP_000651460.1_1998	25.000	252	603
WP_010578390.1	lcl|NZ_JAHLXC010000265.1_cds_WP_001982953.1_4002	26.577	222	603
WP_010578390.1	lcl|NZ_JAHLXC010000356.1_cds_WP_002187475.1_3237	30.531	226	603
WP_010578390.1	lcl|NZ_JAHLXC010000196.1_cds_WP_000184524.1_2066	27.885	208	603
WP_010578390.1	lcl|NZ_JAHLXC010000328.1_cds_WP_000218838.1_384	28.333	240	603
WP_010578390.1	lcl|NZ_JAHLXC010000141.1_cds_WP_000626143.1_23	25.128	195	603
WP_010578390.1	lcl|NZ_JAHLXC010000348.1_cds_KQY10_RS17075_3596	27.897	233	603
WP_010578390.1	lcl|NZ_JAHLXC010000348.1_cds_WP_000433117.1_3628	22.672	247	603
WP_010578390.1	lcl|NZ_JAHLXC010000089.1_cds_WP_001141158.1_309	28.270	237	603
WP_010578390.1	lcl|NZ_JAHLXC010000241.1_cds_WP_000590871.1_2323	24.490	245	603
