WP_020985020.1	lcl|NZ_JQPS01000038.1_cds_WP_000340715.1_1112	91.463	82	106
WP_010578412.1	lcl|NZ_JQPS01000038.1_cds_WP_000712241.1_1113	91.083	314	314
WP_010578412.1	lcl|NZ_JQPS01000038.1_cds_WP_042752256.1_1132	60.317	63	314
WP_010578412.1	lcl|NZ_JQPS01000038.1_cds_WP_017854439.1_1116	27.778	252	314
WP_010578412.1	lcl|NZ_JQPS01000111.1_cds_WP_000744704.1_2532	22.256	328	314
WP_010578412.1	lcl|NZ_JQPS01000038.1_cds_WP_000600891.1_1141	24.194	186	314
WP_010578412.1	lcl|NZ_JQPS01000038.1_cds_WP_000723090.1_1203	23.183	289	314
WP_010578412.1	lcl|NZ_JQPS01000038.1_cds_WP_001067556.1_1119	25.526	333	314
WP_020984893.1	lcl|NZ_JQPS01000038.1_cds_WP_000604524.1_1114	84.932	365	365
WP_010578411.1	lcl|NZ_JQPS01000038.1_cds_WP_000884059.1_1115	95.135	185	185
WP_010578411.1	lcl|NZ_JQPS01000004.1_cds_WP_000351733.1_113	38.571	140	185
WP_010578410.1	lcl|NZ_JQPS01000038.1_cds_WP_017854439.1_1116	94.833	329	329
WP_010578410.1	lcl|NZ_JQPS01000111.1_cds_WP_000744704.1_2532	31.429	315	329
WP_010578410.1	lcl|NZ_JQPS01000038.1_cds_WP_000600891.1_1141	33.725	255	329
WP_010578410.1	lcl|NZ_JQPS01000038.1_cds_WP_000723090.1_1203	29.851	335	329
WP_010578410.1	lcl|NZ_JQPS01000030.1_cds_WP_001984071.1_869	32.026	306	329
WP_010578410.1	lcl|NZ_JQPS01000010.1_cds_WP_000649925.1_390	30.091	329	329
WP_010578410.1	lcl|NZ_JQPS01000295.1_cds_WP_000709513.1_3980	28.182	330	329
WP_010578410.1	lcl|NZ_JQPS01000038.1_cds_WP_001067556.1_1119	28.852	305	329
WP_010578410.1	lcl|NZ_JQPS01000038.1_cds_WP_061234286.1_1177	24.910	277	329
WP_010578410.1	lcl|NZ_JQPS01000030.1_cds_WP_000688695.1_889	28.832	274	329
WP_010578410.1	lcl|NZ_JQPS01000038.1_cds_WP_000712241.1_1113	27.826	230	329
WP_010578410.1	lcl|NZ_JQPS01000038.1_cds_WP_000475904.1_1186	27.007	274	329
WP_010578410.1	lcl|NZ_JQPS01000027.1_cds_WP_001074779.1_777	27.925	265	329
WP_010578410.1	lcl|NZ_JQPS01000028.1_cds_WP_001003557.1_812	27.200	250	329
WP_010578410.1	lcl|NZ_JQPS01000038.1_cds_WP_000487322.1_1175	26.205	332	329
WP_020984930.1	lcl|NZ_JQPS01000038.1_cds_WP_000774259.1_1117	88.583	254	267
WP_020984930.1	lcl|NZ_JQPS01000038.1_cds_WP_000859505.1_1174	27.315	216	267
WP_020984930.1	lcl|NZ_JQPS01000038.1_cds_WP_000800438.1_1146	25.789	190	267
WP_020984930.1	lcl|NZ_JQPS01000038.1_cds_WP_000842260.1_1204	24.569	232	267
WP_020984930.1	lcl|NZ_JQPS01000107.1_cds_WP_000667727.1_2481	33.636	110	267
WP_020984930.1	lcl|NZ_JQPS01000173.1_cds_WP_000805357.1_3240	36.047	86	267
