WP_020985020.1	lcl|NZ_MUKL01000007.1_cds_WP_000340715.1_3635	91.463	82	106
WP_010578412.1	lcl|NZ_MUKL01000007.1_cds_WP_000410273.1_3636	91.083	314	314
WP_010578412.1	lcl|NZ_MUKL01000007.1_cds_WP_000646255.1_3639	28.175	252	314
WP_010578412.1	lcl|NZ_MUKL01000002.1_cds_WP_000744695.1_1953	22.256	328	314
WP_010578412.1	lcl|NZ_MUKL01000008.1_cds_WP_000600891.1_3679	24.194	186	314
WP_010578412.1	lcl|NZ_MUKL01000024.1_cds_WP_000649929.1_1550	26.606	327	314
WP_010578412.1	lcl|NZ_MUKL01000008.1_cds_WP_000723081.1_3731	23.183	289	314
WP_010578412.1	lcl|NZ_MUKL01000007.1_cds_WP_001067557.1_3642	25.526	333	314
WP_010578412.1	lcl|NZ_MUKL01000005.1_cds_WP_002064390.1_3184	23.239	284	314
WP_020984893.1	lcl|NZ_MUKL01000007.1_cds_WP_000604524.1_3637	84.932	365	365
WP_010578411.1	lcl|NZ_MUKL01000007.1_cds_WP_000884059.1_3638	95.135	185	185
WP_010578411.1	lcl|NZ_MUKL01000004.1_cds_WP_000351733.1_2931	38.571	140	185
WP_010578410.1	lcl|NZ_MUKL01000007.1_cds_WP_000646255.1_3639	94.225	329	329
WP_010578410.1	lcl|NZ_MUKL01000002.1_cds_WP_000744695.1_1953	31.429	315	329
WP_010578410.1	lcl|NZ_MUKL01000008.1_cds_WP_000600891.1_3679	33.725	255	329
WP_010578410.1	lcl|NZ_MUKL01000008.1_cds_WP_000723081.1_3731	29.851	335	329
WP_010578410.1	lcl|NZ_MUKL01000005.1_cds_WP_002064390.1_3184	31.699	306	329
WP_010578410.1	lcl|NZ_MUKL01000024.1_cds_WP_000649929.1_1550	30.091	329	329
WP_010578410.1	lcl|NZ_MUKL01000005.1_cds_WP_000709511.1_3174	28.182	330	329
WP_010578410.1	lcl|NZ_MUKL01000007.1_cds_WP_001067557.1_3642	28.852	305	329
WP_010578410.1	lcl|NZ_MUKL01000008.1_cds_WP_000601375.1_3706	24.549	277	329
WP_010578410.1	lcl|NZ_MUKL01000005.1_cds_WP_000688698.1_3205	28.832	274	329
WP_010578410.1	lcl|NZ_MUKL01000007.1_cds_WP_000410273.1_3636	27.826	230	329
WP_010578410.1	lcl|NZ_MUKL01000008.1_cds_WP_000475897.1_3714	27.007	274	329
WP_010578410.1	lcl|NZ_MUKL01000028.1_cds_WP_001074779.1_1793	27.925	265	329
WP_010578410.1	lcl|NZ_MUKL01000014.1_cds_WP_001003563.1_524	26.800	250	329
WP_010578410.1	lcl|NZ_MUKL01000008.1_cds_WP_000487319.1_3704	26.205	332	329
WP_020984930.1	lcl|NZ_MUKL01000007.1_cds_WP_000774259.1_3640	88.583	254	267
WP_020984930.1	lcl|NZ_MUKL01000008.1_cds_WP_000859505.1_3703	27.315	216	267
WP_020984930.1	lcl|NZ_MUKL01000008.1_cds_WP_000800439.1_3684	25.789	190	267
WP_020984930.1	lcl|NZ_MUKL01000008.1_cds_WP_000842260.1_3732	24.569	232	267
WP_020984930.1	lcl|NZ_MUKL01000005.1_cds_WP_000667727.1_3227	33.636	110	267
WP_020984930.1	lcl|NZ_MUKL01000013.1_cds_WP_000805357.1_443	36.047	86	267
WP_020984935.1	lcl|NZ_MUKL01000007.1_cds_WP_000612799.1_3641	87.795	508	509
WP_020984935.1	lcl|NZ_MUKL01000017.1_cds_WP_000291581.1_788	27.329	322	509
WP_020984935.1	lcl|NZ_MUKL01000017.1_cds_WP_000364504.1_789	28.723	94	509
WP_020984935.1	lcl|NZ_MUKL01000007.1_cds_WP_000612799.1_3641	87.795	508	509
WP_020984935.1	lcl|NZ_MUKL01000017.1_cds_WP_000291581.1_788	27.329	322	509
WP_020984935.1	lcl|NZ_MUKL01000017.1_cds_WP_000364504.1_789	28.723	94	509
WP_010578407.1	lcl|NZ_MUKL01000007.1_cds_WP_001067557.1_3642	96.364	330	330
WP_010578407.1	lcl|NZ_MUKL01000007.1_cds_WP_000646255.1_3639	29.316	307	330
WP_010578407.1	lcl|NZ_MUKL01000008.1_cds_WP_000600891.1_3679	27.444	266	330
WP_010578407.1	lcl|NZ_MUKL01000005.1_cds_WP_002064390.1_3184	26.103	272	330
WP_010578407.1	lcl|NZ_MUKL01000002.1_cds_WP_000744695.1_1953	27.215	316	330
WP_010578407.1	lcl|NZ_MUKL01000014.1_cds_WP_001003563.1_524	29.218	243	330
WP_010578407.1	lcl|NZ_MUKL01000008.1_cds_WP_000723081.1_3731	24.024	333	330
WP_010578407.1	lcl|NZ_MUKL01000024.1_cds_WP_000649929.1_1550	29.644	253	330
WP_010578407.1	lcl|NZ_MUKL01000005.1_cds_WP_000688698.1_3205	24.434	221	330
WP_010578407.1	lcl|NZ_MUKL01000008.1_cds_WP_000601375.1_3706	26.119	268	330
WP_010578406.1	lcl|NZ_MUKL01000007.1_cds_WP_001198107.1_3643	98.087	366	366
