WP_020985020.1	lcl|NZ_JAMQQE010000003.1_cds_WP_108958675.1_2653	62.162	74	106
WP_010578412.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265356155.1_2652	83.226	310	314
WP_010578412.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265356025.1_2607	25.234	321	314
WP_010578412.1	lcl|NZ_JAMQQE010000001.1_cds_WP_265355771.1_754	22.699	326	314
WP_010578412.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265356016.1_2616	24.324	333	314
WP_010578412.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265356020.1_2612	23.288	219	314
WP_010578412.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265356037.1_2587	26.111	180	314
WP_010578412.1	lcl|NZ_JAMQQE010000006.1_cds_WP_100715920.1_3542	22.619	168	314
WP_010578412.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265356007.1_2625	21.983	232	314
WP_010578412.1	lcl|NZ_JAMQQE010000001.1_cds_WP_135653092.1_191	22.492	329	314
WP_020984893.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265355984.1_2650	57.821	358	365
WP_010578411.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265355999.1_2634	30.409	171	185
WP_010578411.1	lcl|NZ_JAMQQE010000003.1_cds_WP_135591902.1_2171	34.109	129	185
WP_010578410.1	lcl|NZ_JAMQQE010000001.1_cds_WP_265355771.1_754	29.936	314	329
WP_010578410.1	lcl|NZ_JAMQQE010000001.1_cds_WP_135653092.1_191	32.026	306	329
WP_010578410.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265356016.1_2616	29.316	307	329
WP_010578410.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265356037.1_2587	26.667	345	329
WP_010578410.1	lcl|NZ_JAMQQE010000006.1_cds_WP_100715920.1_3542	27.666	347	329
WP_010578410.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265356025.1_2607	28.344	314	329
WP_010578410.1	lcl|NZ_JAMQQE010000001.1_cds_WP_135639720.1_727	29.618	314	329
WP_010578410.1	lcl|NZ_JAMQQE010000001.1_cds_WP_100725525.1_370	27.711	332	329
WP_010578410.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265356007.1_2625	26.199	271	329
WP_010578410.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265356020.1_2612	26.861	309	329
WP_010578410.1	lcl|NZ_JAMQQE010000001.1_cds_WP_135688711.1_422	28.000	250	329
WP_010578410.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265356155.1_2652	26.332	319	329
WP_010578410.1	lcl|NZ_JAMQQE010000006.1_cds_WP_208730464.1_3553	25.484	310	329
WP_010578410.1	lcl|NZ_JAMQQE010000001.1_cds_WP_265355665.1_414	24.164	269	329
WP_010578410.1	lcl|NZ_JAMQQE010000001.1_cds_WP_265355922.1_806	29.600	250	329
WP_010578410.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265356029.1_2603	26.336	262	329
WP_010578410.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265356045.1_2570	24.176	273	329
WP_010578410.1	lcl|NZ_JAMQQE010000001.1_cds_WP_135661930.1_1093	26.257	179	329
