WP_020985020.1	lcl|NZ_JASEXB010000012.1_cds_WP_004462903.1_1561	95.122	82	106
WP_010578412.1	lcl|NZ_JASEXB010000012.1_cds_WP_004472299.1_1560	89.677	310	314
WP_010578412.1	lcl|NZ_JASEXB010000012.1_cds_WP_004479538.1_1557	27.381	252	314
WP_010578412.1	lcl|NZ_JASEXB010000007.1_cds_WP_282973838.1_1185	22.462	325	314
WP_010578412.1	lcl|NZ_JASEXB010000012.1_cds_WP_004479686.1_1527	25.000	188	314
WP_010578412.1	lcl|NZ_JASEXB010000033.1_cds_WP_004476514.1_2701	23.297	279	314
WP_010578412.1	lcl|NZ_JASEXB010000037.1_cds_WP_004461234.1_770	24.885	217	314
WP_010578412.1	lcl|NZ_JASEXB010000039.1_cds_WP_004468319.1_2899	21.302	169	314
WP_010578412.1	lcl|NZ_JASEXB010000012.1_cds_WP_004479660.1_1554	23.636	330	314
WP_010578412.1	lcl|NZ_JASEXB010000012.1_cds_WP_282973999.1_1532	24.194	186	314
WP_020984893.1	lcl|NZ_JASEXB010000012.1_cds_WP_004479563.1_1559	90.959	365	365
WP_010578411.1	lcl|NZ_JASEXB010000012.1_cds_WP_004472170.1_1558	96.216	185	185
WP_010578411.1	lcl|NZ_JASEXB010000031.1_cds_WP_004460143.1_2632	34.247	146	185
WP_010578410.1	lcl|NZ_JASEXB010000012.1_cds_WP_004479538.1_1557	92.988	328	329
WP_010578410.1	lcl|NZ_JASEXB010000012.1_cds_WP_004479686.1_1527	32.602	319	329
WP_010578410.1	lcl|NZ_JASEXB010000037.1_cds_WP_004461234.1_770	32.797	311	329
WP_010578410.1	lcl|NZ_JASEXB010000007.1_cds_WP_282973838.1_1185	28.889	315	329
WP_010578410.1	lcl|NZ_JASEXB010000033.1_cds_WP_004476514.1_2701	30.448	335	329
WP_010578410.1	lcl|NZ_JASEXB010000002.1_cds_WP_004487738.1_186	29.503	322	329
WP_010578410.1	lcl|NZ_JASEXB010000039.1_cds_WP_004468319.1_2899	27.083	336	329
WP_010578410.1	lcl|NZ_JASEXB010000037.1_cds_WP_004461242.1_767	28.485	330	329
WP_010578410.1	lcl|NZ_JASEXB010000012.1_cds_WP_004479660.1_1554	29.470	302	329
WP_010578410.1	lcl|NZ_JASEXB010000012.1_cds_WP_004472325.1_1530	30.418	263	329
WP_010578410.1	lcl|NZ_JASEXB010000012.1_cds_WP_282973999.1_1532	25.566	309	329
WP_010578410.1	lcl|NZ_JASEXB010000069.1_cds_WP_008394668.1_3566	24.573	293	329
WP_010578410.1	lcl|NZ_JASEXB010000023.1_cds_WP_282969019.1_2263	25.664	339	329
WP_010578410.1	lcl|NZ_JASEXB010000012.1_cds_WP_004472299.1_1560	26.522	230	329
