WP_020985020.1	lcl|NZ_JADHZN010000021.1_cds_WP_002725873.1_911	97.561	82	106
WP_010578412.1	lcl|NZ_JADHZN010000021.1_cds_WP_011669917.1_912	96.452	310	314
WP_010578412.1	lcl|NZ_JADHZN010000022.1_cds_WP_011671202.1_986	22.154	325	314
WP_010578412.1	lcl|NZ_JADHZN010000025.1_cds_WP_011669955.1_1099	22.277	202	314
WP_010578412.1	lcl|NZ_JADHZN010000025.1_cds_WP_011669957.1_1097	25.275	182	314
WP_010578412.1	lcl|NZ_JADHZN010000070.1_cds_WP_011670961.1_2772	25.726	241	314
WP_010578412.1	lcl|NZ_JADHZN010000025.1_cds_WP_011669973.1_1073	22.420	281	314
WP_010578412.1	lcl|NZ_JADHZN010000056.1_cds_WP_011669202.1_2335	30.303	132	314
WP_010578412.1	lcl|NZ_JADHZN010000090.1_cds_WP_011670813.1_3153	21.429	168	314
WP_010578411.1	lcl|NZ_JADHZN010000001.1_cds_WP_002750963.1_785	32.911	158	185
WP_010578411.1	lcl|NZ_JADHZN010000021.1_cds_WP_011669938.1_943	35.593	177	185
WP_010578410.1	lcl|NZ_JADHZN010000025.1_cds_WP_011669955.1_1099	31.034	319	329
WP_010578410.1	lcl|NZ_JADHZN010000070.1_cds_WP_011670961.1_2772	31.833	311	329
WP_010578410.1	lcl|NZ_JADHZN010000022.1_cds_WP_011671202.1_986	29.841	315	329
WP_010578410.1	lcl|NZ_JADHZN010000025.1_cds_WP_011669973.1_1073	30.746	335	329
WP_010578410.1	lcl|NZ_JADHZN010000025.1_cds_WP_011669957.1_1097	28.197	305	329
WP_010578410.1	lcl|NZ_JADHZN010000070.1_cds_WP_002754065.1_2775	28.182	330	329
WP_010578410.1	lcl|NZ_JADHZN010000020.1_cds_WP_011671143.1_865	28.840	319	329
WP_010578410.1	lcl|NZ_JADHZN010000090.1_cds_WP_011670813.1_3153	26.979	341	329
WP_010578410.1	lcl|NZ_JADHZN010000003.1_cds_WP_011671074.1_1757	24.189	339	329
WP_010578410.1	lcl|NZ_JADHZN010000021.1_cds_WP_011669917.1_912	27.391	230	329
WP_010578410.1	lcl|NZ_JADHZN010000013.1_cds_WP_017859386.1_330	26.792	265	329
WP_010578410.1	lcl|NZ_JADHZN010000025.1_cds_WP_011669959.1_1095	26.941	219	329
WP_010578410.1	lcl|NZ_JADHZN010000056.1_cds_WP_011669202.1_2335	23.867	331	329
WP_020984930.1	lcl|NZ_JADHZN010000025.1_cds_WP_011669956.1_1098	27.919	197	267
WP_020984930.1	lcl|NZ_JADHZN010000025.1_cds_WP_011669974.1_1072	25.431	232	267
WP_020984930.1	lcl|NZ_JADHZN010000033.1_cds_WP_011670832.1_1519	35.955	89	267
WP_020984930.1	lcl|NZ_JADHZN010000084.1_cds_WP_002766579.1_3028	37.647	85	267
WP_020984930.1	lcl|NZ_JADHZN010000090.1_cds_WP_011670812.1_3154	24.490	196	267
WP_020984935.1	lcl|NZ_JADHZN010000016.1_cds_WP_011670269.1_524	28.041	296	509
WP_020984935.1	lcl|NZ_JADHZN010000016.1_cds_WP_002751286.1_523	30.435	115	509
WP_020984935.1	lcl|NZ_JADHZN010000016.1_cds_WP_011670269.1_524	28.041	296	509
WP_020984935.1	lcl|NZ_JADHZN010000016.1_cds_WP_002751286.1_523	30.435	115	509
WP_010578407.1	lcl|NZ_JADHZN010000070.1_cds_WP_011670961.1_2772	27.106	273	330
WP_010578407.1	lcl|NZ_JADHZN010000025.1_cds_WP_011669955.1_1099	24.088	274	330
