WP_020985020.1	lcl|NZ_JADDXL010000008.1_cds_WP_002725873.1_3286	97.561	82	106
WP_010578412.1	lcl|NZ_JADDXL010000008.1_cds_WP_002733579.1_3287	96.497	314	314
WP_010578412.1	lcl|NZ_JADDXL010000008.1_cds_WP_002733534.1_3290	27.381	252	314
WP_010578412.1	lcl|NZ_JADDXL010000013.1_cds_WP_002722638.1_357	22.462	325	314
WP_010578412.1	lcl|NZ_JADDXL010000008.1_cds_WP_002740024.1_3381	22.420	281	314
WP_010578412.1	lcl|NZ_JADDXL010000002.1_cds_WP_002728309.1_1813	25.726	241	314
WP_010578412.1	lcl|NZ_JADDXL010000007.1_cds_WP_002721725.1_3198	30.303	132	314
WP_010578412.1	lcl|NZ_JADDXL010000021.1_cds_WP_002743770.1_1255	21.429	168	314
WP_010578412.1	lcl|NZ_JADDXL010000008.1_cds_WP_016749081.1_3319	23.841	151	314
WP_010578412.1	lcl|NZ_JADDXL010000008.1_cds_WP_002740721.1_3293	24.540	326	314
WP_020984893.1	lcl|NZ_JADDXL010000008.1_cds_WP_026054882.1_3288	93.973	365	365
WP_010578411.1	lcl|NZ_JADDXL010000008.1_cds_WP_002733646.1_3289	96.216	185	185
WP_010578411.1	lcl|NZ_JADDXL010000001.1_cds_WP_002721790.1_1038	34.932	146	185
WP_010578410.1	lcl|NZ_JADDXL010000008.1_cds_WP_002733534.1_3290	94.833	329	329
WP_010578410.1	lcl|NZ_JADDXL010000002.1_cds_WP_002728309.1_1813	31.511	311	329
WP_010578410.1	lcl|NZ_JADDXL010000013.1_cds_WP_002722638.1_357	29.206	315	329
WP_010578410.1	lcl|NZ_JADDXL010000008.1_cds_WP_002740024.1_3381	30.448	335	329
WP_010578410.1	lcl|NZ_JADDXL010000008.1_cds_WP_002733638.1_3327	28.011	357	329
WP_010578410.1	lcl|NZ_JADDXL010000002.1_cds_WP_002728316.1_1810	28.182	330	329
WP_010578410.1	lcl|NZ_JADDXL010000021.1_cds_WP_002743770.1_1255	26.979	341	329
WP_010578410.1	lcl|NZ_JADDXL010000006.1_cds_WP_002741146.1_3143	28.302	318	329
WP_010578410.1	lcl|NZ_JADDXL010000008.1_cds_WP_002740721.1_3293	28.852	305	329
WP_010578410.1	lcl|NZ_JADDXL010000008.1_cds_WP_002733546.1_3356	24.254	268	329
WP_010578410.1	lcl|NZ_JADDXL010000006.1_cds_WP_002732331.1_3054	24.779	339	329
WP_010578410.1	lcl|NZ_JADDXL010000008.1_cds_WP_002744551.1_3321	29.630	270	329
WP_010578410.1	lcl|NZ_JADDXL010000008.1_cds_WP_016749081.1_3319	23.344	317	329
WP_010578410.1	lcl|NZ_JADDXL010000008.1_cds_WP_002733579.1_3287	27.826	230	329
WP_010578410.1	lcl|NZ_JADDXL010000051.1_cds_WP_002740236.1_2800	26.792	265	329
WP_010578410.1	lcl|NZ_JADDXL010000008.1_cds_WP_002733698.1_3364	26.277	274	329
WP_010578410.1	lcl|NZ_JADDXL010000017.1_cds_WP_002739935.1_725	27.755	245	329
WP_010578410.1	lcl|NZ_JADDXL010000008.1_cds_WP_002733757.1_3354	29.032	186	329
WP_010578410.1	lcl|NZ_JADDXL010000007.1_cds_WP_002721725.1_3198	24.471	331	329
WP_020984930.1	lcl|NZ_JADDXL010000008.1_cds_WP_002733627.1_3291	90.551	254	267
WP_020984930.1	lcl|NZ_JADDXL010000008.1_cds_WP_002727921.1_3382	25.431	232	267
WP_020984930.1	lcl|NZ_JADDXL010000008.1_cds_WP_002738295.1_3353	23.077	234	267
WP_020984930.1	lcl|NZ_JADDXL010000008.1_cds_WP_002740926.1_3332	25.263	190	267
WP_020984930.1	lcl|NZ_JADDXL010000044.1_cds_WP_002729040.1_2579	35.955	89	267
WP_020984930.1	lcl|NZ_JADDXL010000031.1_cds_WP_002766579.1_2011	37.647	85	267
WP_020984930.1	lcl|NZ_JADDXL010000021.1_cds_WP_002729513.1_1256	24.490	196	267
WP_020984935.1	lcl|NZ_JADDXL010000008.1_cds_WP_002740779.1_3292	87.992	508	509
WP_020984935.1	lcl|NZ_JADDXL010000010.1_cds_WP_002728536.1_51	28.041	296	509
WP_020984935.1	lcl|NZ_JADDXL010000010.1_cds_WP_002728534.1_52	30.435	115	509
WP_020984935.1	lcl|NZ_JADDXL010000008.1_cds_WP_002740779.1_3292	87.992	508	509
WP_020984935.1	lcl|NZ_JADDXL010000010.1_cds_WP_002728536.1_51	28.041	296	509
WP_020984935.1	lcl|NZ_JADDXL010000010.1_cds_WP_002728534.1_52	30.435	115	509
WP_010578407.1	lcl|NZ_JADDXL010000008.1_cds_WP_002740721.1_3293	95.732	328	330
WP_010578407.1	lcl|NZ_JADDXL010000002.1_cds_WP_002728309.1_1813	26.740	273	330
WP_010578407.1	lcl|NZ_JADDXL010000008.1_cds_WP_002744551.1_3321	27.835	291	330
WP_010578407.1	lcl|NZ_JADDXL010000008.1_cds_WP_002733534.1_3290	29.316	307	330
WP_010578407.1	lcl|NZ_JADDXL010000008.1_cds_WP_016749081.1_3319	30.317	221	330
WP_010578407.1	lcl|NZ_JADDXL010000013.1_cds_WP_002722638.1_357	28.520	277	330
WP_010578407.1	lcl|NZ_JADDXL010000008.1_cds_WP_002740024.1_3381	27.129	317	330
WP_010578407.1	lcl|NZ_JADDXL010000007.1_cds_WP_002721725.1_3198	25.306	245	330
WP_010578407.1	lcl|NZ_JADDXL010000006.1_cds_WP_002732331.1_3054	26.724	232	330
WP_010578407.1	lcl|NZ_JADDXL010000006.1_cds_WP_002741146.1_3143	29.930	284	330
WP_010578407.1	lcl|NZ_JADDXL010000008.1_cds_WP_002733546.1_3356	25.468	267	330
WP_010578407.1	lcl|NZ_JADDXL010000008.1_cds_WP_002733638.1_3327	25.263	285	330
WP_010578407.1	lcl|NZ_JADDXL010000021.1_cds_WP_002743770.1_1255	23.741	139	330
WP_010578407.1	lcl|NZ_JADDXL010000008.1_cds_WP_002733579.1_3287	24.024	333	330
WP_010578407.1	lcl|NZ_JADDXL010000051.1_cds_WP_002740236.1_2800	25.620	242	330
