WP_020985020.1	lcl|NZ_JQOT01000041.1_cds_WP_000340715.1_1230	91.463	82	106
WP_010578412.1	lcl|NZ_JQOT01000041.1_cds_WP_000410273.1_1231	91.083	314	314
WP_010578412.1	lcl|NZ_JQOT01000041.1_cds_WP_002122769.1_1234	28.175	252	314
WP_010578412.1	lcl|NZ_JQOT01000040.1_cds_WP_000744698.1_1215	22.256	328	314
WP_010578412.1	lcl|NZ_JQOT01000041.1_cds_WP_001033107.1_1256	22.556	266	314
WP_010578412.1	lcl|NZ_JQOT01000203.1_cds_WP_000723091.1_3809	23.529	289	314
WP_010578412.1	lcl|NZ_JQOT01000041.1_cds_WP_001067556.1_1237	25.526	333	314
WP_010578412.1	lcl|NZ_JQOT01000061.1_cds_WP_025184291.1_1794	23.041	217	314
WP_020984893.1	lcl|NZ_JQOT01000041.1_cds_WP_001967810.1_1232	84.658	365	365
WP_010578411.1	lcl|NZ_JQOT01000041.1_cds_WP_000884059.1_1233	95.135	185	185
WP_010578411.1	lcl|NZ_JQOT01000076.1_cds_WP_000351733.1_2170	38.571	140	185
WP_010578410.1	lcl|NZ_JQOT01000041.1_cds_WP_002122769.1_1234	94.225	329	329
WP_010578410.1	lcl|NZ_JQOT01000040.1_cds_WP_000744698.1_1215	31.429	315	329
WP_010578410.1	lcl|NZ_JQOT01000203.1_cds_WP_000723091.1_3809	30.149	335	329
WP_010578410.1	lcl|NZ_JQOT01000061.1_cds_WP_025184291.1_1794	31.475	305	329
WP_010578410.1	lcl|NZ_JQOT01000041.1_cds_WP_000699346.1_1248	29.464	336	329
WP_010578410.1	lcl|NZ_JQOT01000032.1_cds_WP_000649924.1_1113	30.091	329	329
WP_010578410.1	lcl|NZ_JQOT01000205.1_cds_WP_000709511.1_3817	28.182	330	329
WP_010578410.1	lcl|NZ_JQOT01000041.1_cds_WP_001067556.1_1237	28.852	305	329
WP_010578410.1	lcl|NZ_JQOT01000061.1_cds_WP_061226135.1_1814	28.832	274	329
WP_010578410.1	lcl|NZ_JQOT01000041.1_cds_WP_000410273.1_1231	27.826	230	329
WP_010578410.1	lcl|NZ_JQOT01000041.1_cds_WP_001033107.1_1256	27.036	307	329
WP_010578410.1	lcl|NZ_JQOT01000041.1_cds_WP_000475904.1_1291	27.007	274	329
WP_010578410.1	lcl|NZ_JQOT01000112.1_cds_WP_001074785.1_2896	28.302	265	329
WP_010578410.1	lcl|NZ_JQOT01000013.1_cds_WP_001003557.1_534	27.200	250	329
WP_020984930.1	lcl|NZ_JQOT01000041.1_cds_WP_000774263.1_1235	88.189	254	267
WP_020984930.1	lcl|NZ_JQOT01000203.1_cds_WP_000842260.1_3808	24.569	232	267
WP_020984930.1	lcl|NZ_JQOT01000016.1_cds_WP_000667727.1_558	33.636	110	267
WP_020984930.1	lcl|NZ_JQOT01000025.1_cds_WP_000805357.1_782	36.047	86	267
WP_020984935.1	lcl|NZ_JQOT01000041.1_cds_WP_025180802.1_1236	87.598	508	509
WP_020984935.1	lcl|NZ_JQOT01000079.1_cds_WP_000291586.1_2327	27.329	322	509
WP_020984935.1	lcl|NZ_JQOT01000079.1_cds_WP_000364507.1_2326	28.723	94	509
WP_020984935.1	lcl|NZ_JQOT01000041.1_cds_WP_025180802.1_1236	87.598	508	509
WP_020984935.1	lcl|NZ_JQOT01000079.1_cds_WP_000291586.1_2327	27.329	322	509
WP_020984935.1	lcl|NZ_JQOT01000079.1_cds_WP_000364507.1_2326	28.723	94	509
WP_010578407.1	lcl|NZ_JQOT01000041.1_cds_WP_001067556.1_1237	96.061	330	330
WP_010578407.1	lcl|NZ_JQOT01000041.1_cds_WP_002122769.1_1234	28.990	307	330
WP_010578407.1	lcl|NZ_JQOT01000061.1_cds_WP_025184291.1_1794	25.735	272	330
WP_010578407.1	lcl|NZ_JQOT01000013.1_cds_WP_001003557.1_534	30.041	243	330
WP_010578407.1	lcl|NZ_JQOT01000040.1_cds_WP_000744698.1_1215	26.582	316	330
WP_010578407.1	lcl|NZ_JQOT01000203.1_cds_WP_000723091.1_3809	24.324	333	330
WP_010578407.1	lcl|NZ_JQOT01000041.1_cds_WP_000699346.1_1248	28.372	215	330
WP_010578407.1	lcl|NZ_JQOT01000032.1_cds_WP_000649924.1_1113	29.644	253	330
WP_010578407.1	lcl|NZ_JQOT01000061.1_cds_WP_061226135.1_1814	25.792	221	330
WP_010578406.1	lcl|NZ_JQOT01000061.1_cds_WP_001281953.1_1830	27.968	379	366
WP_010578406.1	lcl|NZ_JQOT01000041.1_cds_WP_000172653.1_1266	31.034	377	366
WP_010578406.1	lcl|NZ_JQOT01000041.1_cds_WP_000331752.1_1260	32.402	358	366
WP_010578406.1	lcl|NZ_JQOT01000031.1_cds_WP_000538755.1_977	29.412	357	366
WP_010578406.1	lcl|NZ_JQOT01000055.1_cds_WP_001982414.1_1743	31.579	190	366
WP_010578406.1	lcl|NZ_JQOT01000041.1_cds_JH02_RS06650_1301	26.190	126	366
WP_010578405.1	lcl|NZ_JQOT01000041.1_cds_WP_000172653.1_1266	32.329	365	367
WP_010578405.1	lcl|NZ_JQOT01000031.1_cds_WP_000538755.1_977	31.267	371	367
WP_010578405.1	lcl|NZ_JQOT01000041.1_cds_WP_000331752.1_1260	35.077	325	367
