WP_020985020.1	lcl|NZ_VWOW01000005.1_cds_WP_000340715.1_2663	91.463	82	106
WP_010578412.1	lcl|NZ_VWOW01000005.1_cds_WP_000410273.1_2664	91.083	314	314
WP_010578412.1	lcl|NZ_VWOW01000005.1_cds_WP_000093099.1_2684	55.556	63	314
WP_010578412.1	lcl|NZ_VWOW01000005.1_cds_WP_000646250.1_2667	28.175	252	314
WP_010578412.1	lcl|NZ_VWOW01000012.1_cds_WP_000744700.1_493	22.256	328	314
WP_010578412.1	lcl|NZ_VWOW01000005.1_cds_WP_000600889.1_2693	24.194	186	314
WP_010578412.1	lcl|NZ_VWOW01000005.1_cds_WP_000723090.1_2746	23.183	289	314
WP_010578412.1	lcl|NZ_VWOW01000005.1_cds_WP_001067557.1_2670	25.526	333	314
WP_020984893.1	lcl|NZ_VWOW01000005.1_cds_WP_000604524.1_2665	84.932	365	365
WP_010578411.1	lcl|NZ_VWOW01000005.1_cds_WP_000884059.1_2666	95.135	185	185
WP_010578411.1	lcl|NZ_VWOW01000001.1_cds_WP_000351733.1_105	38.571	140	185
WP_010578410.1	lcl|NZ_VWOW01000005.1_cds_WP_000646250.1_2667	93.921	329	329
WP_010578410.1	lcl|NZ_VWOW01000012.1_cds_WP_000744700.1_493	31.429	315	329
WP_010578410.1	lcl|NZ_VWOW01000005.1_cds_WP_000600889.1_2693	33.333	255	329
WP_010578410.1	lcl|NZ_VWOW01000005.1_cds_WP_000723090.1_2746	29.851	335	329
WP_010578410.1	lcl|NZ_VWOW01000026.1_cds_WP_001984071.1_1619	32.026	306	329
WP_010578410.1	lcl|NZ_VWOW01000006.1_cds_WP_000649925.1_3064	30.091	329	329
WP_010578410.1	lcl|NZ_VWOW01000059.1_cds_WP_000709511.1_2996	28.182	330	329
WP_010578410.1	lcl|NZ_VWOW01000005.1_cds_WP_001067557.1_2670	28.852	305	329
WP_010578410.1	lcl|NZ_VWOW01000026.1_cds_WP_000688695.1_1599	28.832	274	329
WP_010578410.1	lcl|NZ_VWOW01000005.1_cds_WP_000601375.1_2720	24.549	277	329
WP_010578410.1	lcl|NZ_VWOW01000005.1_cds_WP_000410273.1_2664	27.826	230	329
WP_010578410.1	lcl|NZ_VWOW01000005.1_cds_WP_000475904.1_2729	27.007	274	329
WP_010578410.1	lcl|NZ_VWOW01000027.1_cds_WP_001074785.1_1650	28.302	265	329
WP_010578410.1	lcl|NZ_VWOW01000016.1_cds_WP_001003555.1_783	27.200	250	329
