WP_020985020.1	lcl|NZ_AOWT01000138.1_cds_WP_000340715.1_3193	91.463	82	106
WP_010578412.1	lcl|NZ_AOWT01000138.1_cds_WP_000410273.1_3194	91.083	314	314
WP_010578412.1	lcl|NZ_AOWT01000138.1_cds_WP_000093099.1_3214	55.556	63	314
WP_010578412.1	lcl|NZ_AOWT01000138.1_cds_WP_000646250.1_3197	28.175	252	314
WP_010578412.1	lcl|NZ_AOWT01000033.1_cds_WP_000744700.1_432	22.256	328	314
WP_010578412.1	lcl|NZ_AOWT01000138.1_cds_WP_000600889.1_3223	24.194	186	314
WP_010578412.1	lcl|NZ_AOWT01000138.1_cds_WP_000723090.1_3276	23.183	289	314
WP_010578412.1	lcl|NZ_AOWT01000138.1_cds_WP_001067557.1_3200	25.526	333	314
WP_020984893.1	lcl|NZ_AOWT01000138.1_cds_WP_000604524.1_3195	84.932	365	365
WP_010578411.1	lcl|NZ_AOWT01000138.1_cds_WP_000884059.1_3196	95.135	185	185
WP_010578411.1	lcl|NZ_AOWT01000107.1_cds_WP_000351733.1_2293	38.571	140	185
WP_010578410.1	lcl|NZ_AOWT01000138.1_cds_WP_000646250.1_3197	93.921	329	329
WP_010578410.1	lcl|NZ_AOWT01000033.1_cds_WP_000744700.1_432	31.429	315	329
WP_010578410.1	lcl|NZ_AOWT01000138.1_cds_WP_000600889.1_3223	33.333	255	329
WP_010578410.1	lcl|NZ_AOWT01000138.1_cds_WP_000723090.1_3276	29.851	335	329
WP_010578410.1	lcl|NZ_AOWT01000015.1_cds_WP_001984071.1_81	32.026	306	329
WP_010578410.1	lcl|NZ_AOWT01000100.1_cds_WP_000649925.1_2090	30.091	329	329
WP_010578410.1	lcl|NZ_AOWT01000111.1_cds_WP_000709511.1_2521	28.182	330	329
WP_010578410.1	lcl|NZ_AOWT01000138.1_cds_WP_001067557.1_3200	28.852	305	329
WP_010578410.1	lcl|NZ_AOWT01000081.1_cds_WP_000688695.1_1565	28.832	274	329
WP_010578410.1	lcl|NZ_AOWT01000138.1_cds_WP_000601375.1_3250	24.549	277	329
WP_010578410.1	lcl|NZ_AOWT01000138.1_cds_WP_000410273.1_3194	27.826	230	329
WP_010578410.1	lcl|NZ_AOWT01000138.1_cds_WP_000475904.1_3259	27.007	274	329
WP_010578410.1	lcl|NZ_AOWT01000041.1_cds_WP_001074785.1_662	28.302	265	329
WP_010578410.1	lcl|NZ_AOWT01000109.1_cds_WP_001003555.1_2410	27.200	250	329
WP_010578410.1	lcl|NZ_AOWT01000138.1_cds_WP_000487322.1_3248	26.205	332	329
