WP_020985020.1	lcl|NZ_JQPT01000060.1_cds_WP_000340715.1_1405	91.463	82	106
WP_010578412.1	lcl|NZ_JQPT01000060.1_cds_WP_000712241.1_1404	91.083	314	314
WP_010578412.1	lcl|NZ_JQPT01000060.1_cds_WP_000646253.1_1401	28.175	252	314
WP_010578412.1	lcl|NZ_JQPT01000012.1_cds_WP_000744700.1_220	22.256	328	314
WP_010578412.1	lcl|NZ_JQPT01000060.1_cds_WP_000600891.1_1376	24.194	186	314
WP_010578412.1	lcl|NZ_JQPT01000060.1_cds_WP_000723090.1_1314	23.183	289	314
WP_010578412.1	lcl|NZ_JQPT01000060.1_cds_WP_001067556.1_1398	25.526	333	314
WP_020984893.1	lcl|NZ_JQPT01000060.1_cds_WP_000604524.1_1403	84.932	365	365
WP_010578411.1	lcl|NZ_JQPT01000060.1_cds_WP_000884059.1_1402	95.135	185	185
WP_010578411.1	lcl|NZ_JQPT01000172.1_cds_WP_000351733.1_3193	38.571	140	185
WP_010578410.1	lcl|NZ_JQPT01000060.1_cds_WP_000646253.1_1401	94.225	329	329
WP_010578410.1	lcl|NZ_JQPT01000012.1_cds_WP_000744700.1_220	31.429	315	329
WP_010578410.1	lcl|NZ_JQPT01000060.1_cds_WP_000600891.1_1376	33.725	255	329
WP_010578410.1	lcl|NZ_JQPT01000060.1_cds_WP_000723090.1_1314	29.851	335	329
WP_010578410.1	lcl|NZ_JQPT01000087.1_cds_WP_001984071.1_1947	32.026	306	329
WP_010578410.1	lcl|NZ_JQPT01000017.1_cds_WP_000649925.1_345	30.091	329	329
WP_010578410.1	lcl|NZ_JQPT01000254.1_cds_WP_000709513.1_3874	28.182	330	329
WP_010578410.1	lcl|NZ_JQPT01000060.1_cds_WP_001067556.1_1398	28.852	305	329
WP_010578410.1	lcl|NZ_JQPT01000060.1_cds_WP_061234286.1_1340	24.910	277	329
WP_010578410.1	lcl|NZ_JQPT01000087.1_cds_WP_000688695.1_1967	28.832	274	329
WP_010578410.1	lcl|NZ_JQPT01000060.1_cds_WP_000712241.1_1404	27.826	230	329
WP_010578410.1	lcl|NZ_JQPT01000060.1_cds_WP_000475904.1_1331	27.007	274	329
WP_010578410.1	lcl|NZ_JQPT01000080.1_cds_WP_001074779.1_1794	27.925	265	329
WP_010578410.1	lcl|NZ_JQPT01000132.1_cds_WP_001003557.1_2723	27.200	250	329
WP_010578410.1	lcl|NZ_JQPT01000060.1_cds_WP_000487319.1_1342	26.205	332	329
WP_020984930.1	lcl|NZ_JQPT01000060.1_cds_WP_061251935.1_1400	88.189	254	267
