WP_020985020.1	lcl|NZ_RQGY01000003.1_cds_WP_135594790.1_1239	62.162	74	106
WP_010578412.1	lcl|NZ_RQGY01000003.1_cds_WP_135594788.1_1238	82.803	314	314
WP_010578412.1	lcl|NZ_RQGY01000003.1_cds_WP_135638522.1_1187	22.939	279	314
WP_010578412.1	lcl|NZ_RQGY01000014.1_cds_WP_100725791.1_2268	22.393	326	314
WP_010578412.1	lcl|NZ_RQGY01000003.1_cds_WP_135652128.1_1185	21.569	306	314
WP_010578412.1	lcl|NZ_RQGY01000003.1_cds_WP_135652118.1_1167	26.111	180	314
WP_010578412.1	lcl|NZ_RQGY01000012.1_cds_WP_100715920.1_3229	22.619	168	314
WP_010578412.1	lcl|NZ_RQGY01000015.1_cds_WP_135653092.1_1740	22.492	329	314
WP_010578411.1	lcl|NZ_RQGY01000003.1_cds_WP_135652139.1_1207	35.593	177	185
WP_010578411.1	lcl|NZ_RQGY01000003.1_cds_WP_135591902.1_795	34.109	129	185
WP_010578410.1	lcl|NZ_RQGY01000003.1_cds_WP_135638522.1_1187	30.897	301	329
WP_010578410.1	lcl|NZ_RQGY01000014.1_cds_WP_100725791.1_2268	29.936	314	329
WP_010578410.1	lcl|NZ_RQGY01000003.1_cds_WP_135652128.1_1185	30.164	305	329
WP_010578410.1	lcl|NZ_RQGY01000015.1_cds_WP_135653092.1_1740	32.026	306	329
WP_010578410.1	lcl|NZ_RQGY01000003.1_cds_WP_135652118.1_1167	26.667	345	329
WP_010578410.1	lcl|NZ_RQGY01000012.1_cds_WP_100715920.1_3229	27.666	347	329
WP_010578410.1	lcl|NZ_RQGY01000014.1_cds_WP_135605665.1_2241	29.299	314	329
WP_010578410.1	lcl|NZ_RQGY01000015.1_cds_WP_100725525.1_1921	27.711	332	329
WP_010578410.1	lcl|NZ_RQGY01000003.1_cds_WP_135594788.1_1238	28.616	318	329
WP_010578410.1	lcl|NZ_RQGY01000018.1_cds_WP_135593349.1_3495	27.200	250	329
WP_010578410.1	lcl|NZ_RQGY01000003.1_cds_WP_135652131.1_1194	21.723	267	329
WP_010578410.1	lcl|NZ_RQGY01000003.1_cds_WP_135652132.1_1197	34.839	155	329
WP_010578410.1	lcl|NZ_RQGY01000012.1_cds_WP_210409557.1_3218	25.484	310	329
WP_010578410.1	lcl|NZ_RQGY01000018.1_cds_WP_100725556.1_3487	24.164	269	329
WP_010578410.1	lcl|NZ_RQGY01000014.1_cds_WP_135591134.1_2320	29.600	250	329
WP_010578410.1	lcl|NZ_RQGY01000003.1_cds_WP_135652105.1_1150	24.176	273	329
WP_010578410.1	lcl|NZ_RQGY01000003.1_cds_WP_135652127.1_1183	25.954	262	329
WP_010578410.1	lcl|NZ_RQGY01000008.1_cds_WP_135652345.1_2809	26.257	179	329
WP_020984930.1	lcl|NZ_RQGY01000003.1_cds_WP_135594689.1_1186	25.820	244	267
WP_020984930.1	lcl|NZ_RQGY01000003.1_cds_WP_135594704.1_1195	27.536	207	267
WP_020984930.1	lcl|NZ_RQGY01000003.1_cds_WP_100727872.1_1089	24.906	265	267
WP_020984930.1	lcl|NZ_RQGY01000003.1_cds_WP_135604079.1_1166	23.954	263	267
WP_020984930.1	lcl|NZ_RQGY01000015.1_cds_WP_135594434.1_1854	25.862	174	267
WP_020984930.1	lcl|NZ_RQGY01000012.1_cds_WP_100715921.1_3230	26.904	197	267
WP_020984935.1	lcl|NZ_RQGY01000003.1_cds_WP_100717124.1_817	26.409	337	509
WP_020984935.1	lcl|NZ_RQGY01000003.1_cds_WP_135604374.1_818	34.483	58	509
WP_020984935.1	lcl|NZ_RQGY01000003.1_cds_WP_100717124.1_817	26.409	337	509
WP_020984935.1	lcl|NZ_RQGY01000003.1_cds_WP_135604374.1_818	34.483	58	509
WP_010578407.1	lcl|NZ_RQGY01000018.1_cds_WP_135593349.1_3495	27.547	265	330
WP_010578407.1	lcl|NZ_RQGY01000014.1_cds_WP_100725791.1_2268	29.603	277	330
WP_010578407.1	lcl|NZ_RQGY01000003.1_cds_WP_135638522.1_1187	23.810	273	330
WP_010578407.1	lcl|NZ_RQGY01000015.1_cds_WP_135653092.1_1740	24.101	278	330
WP_010578407.1	lcl|NZ_RQGY01000014.1_cds_WP_135605665.1_2241	25.786	318	330
WP_010578407.1	lcl|NZ_RQGY01000018.1_cds_WP_100725556.1_3487	24.809	262	330
WP_010578407.1	lcl|NZ_RQGY01000003.1_cds_WP_135652118.1_1167	24.149	323	330
WP_010578407.1	lcl|NZ_RQGY01000003.1_cds_WP_135652128.1_1185	24.242	264	330
WP_010578407.1	lcl|NZ_RQGY01000008.1_cds_WP_135652345.1_2809	26.860	242	330
WP_010578407.1	lcl|NZ_RQGY01000014.1_cds_WP_135591134.1_2320	25.118	211	330
WP_010578407.1	lcl|NZ_RQGY01000003.1_cds_WP_135652131.1_1194	27.273	132	330
WP_010578407.1	lcl|NZ_RQGY01000012.1_cds_WP_100715920.1_3229	23.432	303	330
WP_010578407.1	lcl|NZ_RQGY01000015.1_cds_WP_100725525.1_1921	27.333	150	330
WP_010578406.1	lcl|NZ_RQGY01000003.1_cds_WP_135652142.1_1212	30.899	356	366
WP_010578406.1	lcl|NZ_RQGY01000014.1_cds_WP_135593278.1_1999	29.688	384	366
WP_010578406.1	lcl|NZ_RQGY01000003.1_cds_WP_135652155.1_1235	31.198	359	366
WP_010578406.1	lcl|NZ_RQGY01000003.1_cds_WP_135652150.1_1226	29.177	401	366
WP_010578406.1	lcl|NZ_RQGY01000003.1_cds_WP_100718929.1_254	28.612	353	366
WP_010578406.1	lcl|NZ_RQGY01000015.1_cds_WP_135593957.1_1418	22.222	342	366
WP_010578405.1	lcl|NZ_RQGY01000003.1_cds_WP_135652155.1_1235	36.286	350	367
WP_010578405.1	lcl|NZ_RQGY01000003.1_cds_WP_135652150.1_1226	33.127	323	367
WP_010578405.1	lcl|NZ_RQGY01000003.1_cds_WP_100718929.1_254	28.912	377	367
