WP_020985020.1	lcl|NZ_JQPU01000035.1_cds_WP_000340715.1_825	91.463	82	106
WP_010578412.1	lcl|NZ_JQPU01000035.1_cds_WP_000410267.1_824	91.401	314	314
WP_010578412.1	lcl|NZ_JQPU01000035.1_cds_WP_000646251.1_821	27.778	252	314
WP_010578412.1	lcl|NZ_JQPU01000019.1_cds_WP_000744698.1_358	22.256	328	314
WP_010578412.1	lcl|NZ_JQPU01000035.1_cds_WP_061255837.1_793	24.194	186	314
WP_010578412.1	lcl|NZ_JQPU01000035.1_cds_WP_061269945.1_738	23.183	289	314
WP_010578412.1	lcl|NZ_JQPU01000035.1_cds_WP_001067556.1_818	25.526	333	314
WP_010578412.1	lcl|NZ_JQPU01000035.1_cds_WP_000025488.1_799	22.222	324	314
WP_010578412.1	lcl|NZ_JQPU01000140.1_cds_WP_002064390.1_2769	23.239	284	314
WP_020984893.1	lcl|NZ_JQPU01000035.1_cds_WP_061269957.1_823	84.384	365	365
WP_010578411.1	lcl|NZ_JQPU01000035.1_cds_WP_000884059.1_822	95.135	185	185
WP_010578411.1	lcl|NZ_JQPU01000045.1_cds_WP_000351733.1_1043	38.571	140	185
WP_010578410.1	lcl|NZ_JQPU01000035.1_cds_WP_000646251.1_821	94.529	329	329
WP_010578410.1	lcl|NZ_JQPU01000019.1_cds_WP_000744698.1_358	31.429	315	329
WP_010578410.1	lcl|NZ_JQPU01000035.1_cds_WP_061255837.1_793	33.333	255	329
WP_010578410.1	lcl|NZ_JQPU01000035.1_cds_WP_061269945.1_738	29.851	335	329
WP_010578410.1	lcl|NZ_JQPU01000140.1_cds_WP_002064390.1_2769	31.699	306	329
WP_010578410.1	lcl|NZ_JQPU01000156.1_cds_WP_000649924.1_2947	30.091	329	329
WP_010578410.1	lcl|NZ_JQPU01000177.1_cds_WP_000709511.1_3256	28.182	330	329
WP_010578410.1	lcl|NZ_JQPU01000035.1_cds_WP_001067556.1_818	28.852	305	329
WP_010578410.1	lcl|NZ_JQPU01000035.1_cds_WP_061234286.1_764	24.910	277	329
WP_010578410.1	lcl|NZ_JQPU01000140.1_cds_WP_000688698.1_2748	28.832	274	329
WP_010578410.1	lcl|NZ_JQPU01000035.1_cds_WP_002079020.1_797	29.630	270	329
WP_010578410.1	lcl|NZ_JQPU01000035.1_cds_WP_000025488.1_799	24.765	319	329
WP_010578410.1	lcl|NZ_JQPU01000035.1_cds_WP_000410267.1_824	27.826	230	329
WP_010578410.1	lcl|NZ_JQPU01000035.1_cds_WP_000475901.1_755	27.007	274	329
WP_010578410.1	lcl|NZ_JQPU01000006.1_cds_WP_001074779.1_82	27.925	265	329
WP_010578410.1	lcl|NZ_JQPU01000075.1_cds_WP_002105505.1_1662	26.800	250	329
WP_010578410.1	lcl|NZ_JQPU01000035.1_cds_WP_000487322.1_766	26.205	332	329
WP_020984930.1	lcl|NZ_JQPU01000035.1_cds_WP_000774259.1_820	88.583	254	267
WP_020984930.1	lcl|NZ_JQPU01000035.1_cds_WP_000859505.1_767	27.315	216	267
WP_020984930.1	lcl|NZ_JQPU01000035.1_cds_WP_061272670.1_786	25.789	190	267
WP_020984930.1	lcl|NZ_JQPU01000035.1_cds_WP_000842260.1_737	24.569	232	267
WP_020984930.1	lcl|NZ_JQPU01000040.1_cds_WP_000667727.1_890	33.636	110	267
WP_020984930.1	lcl|NZ_JQPU01000107.1_cds_WP_000805360.1_2226	37.209	86	267
WP_020984935.1	lcl|NZ_JQPU01000035.1_cds_WP_000612797.1_819	87.402	508	509
WP_020984935.1	lcl|NZ_JQPU01000113.1_cds_WP_000291581.1_2339	27.329	322	509
WP_020984935.1	lcl|NZ_JQPU01000113.1_cds_WP_000364504.1_2338	28.723	94	509
WP_020984935.1	lcl|NZ_JQPU01000035.1_cds_WP_000612797.1_819	87.402	508	509
WP_020984935.1	lcl|NZ_JQPU01000113.1_cds_WP_000291581.1_2339	27.329	322	509
WP_020984935.1	lcl|NZ_JQPU01000113.1_cds_WP_000364504.1_2338	28.723	94	509
WP_010578407.1	lcl|NZ_JQPU01000035.1_cds_WP_001067556.1_818	96.061	330	330
WP_010578407.1	lcl|NZ_JQPU01000035.1_cds_WP_002079020.1_797	29.210	291	330
WP_010578407.1	lcl|NZ_JQPU01000035.1_cds_WP_000646251.1_821	29.316	307	330
WP_010578407.1	lcl|NZ_JQPU01000035.1_cds_WP_061255837.1_793	27.068	266	330
WP_010578407.1	lcl|NZ_JQPU01000140.1_cds_WP_002064390.1_2769	26.103	272	330
WP_010578407.1	lcl|NZ_JQPU01000019.1_cds_WP_000744698.1_358	26.582	316	330
WP_010578407.1	lcl|NZ_JQPU01000075.1_cds_WP_002105505.1_1662	29.218	243	330
WP_010578407.1	lcl|NZ_JQPU01000035.1_cds_WP_000025488.1_799	29.864	221	330
WP_010578407.1	lcl|NZ_JQPU01000035.1_cds_WP_061269945.1_738	24.024	333	330
WP_010578407.1	lcl|NZ_JQPU01000156.1_cds_WP_000649924.1_2947	29.644	253	330
WP_010578407.1	lcl|NZ_JQPU01000140.1_cds_WP_000688698.1_2748	24.434	221	330
WP_010578407.1	lcl|NZ_JQPU01000035.1_cds_WP_061234286.1_764	26.119	268	330
WP_010578406.1	lcl|NZ_JQPU01000035.1_cds_WP_000575398.1_803	34.181	354	366
WP_010578406.1	lcl|NZ_JQPU01000035.1_cds_WP_010679520.1_744	33.429	350	366
WP_010578406.1	lcl|NZ_JQPU01000190.1_cds_WP_001281953.1_3393	27.968	379	366
WP_010578406.1	lcl|NZ_JQPU01000035.1_cds_WP_000346036.1_783	27.809	356	366
WP_010578406.1	lcl|NZ_JQPU01000050.1_cds_WP_000538753.1_1239	29.412	357	366
WP_010578406.1	lcl|NZ_JQPU01000035.1_cds_WP_000947842.1_792	26.667	345	366
WP_010578406.1	lcl|NZ_JQPU01000046.1_cds_WP_001982414.1_1056	31.579	190	366
WP_010578405.1	lcl|NZ_JQPU01000035.1_cds_WP_000575398.1_803	41.011	356	367
WP_010578405.1	lcl|NZ_JQPU01000035.1_cds_WP_010679520.1_744	37.398	369	367
WP_010578405.1	lcl|NZ_JQPU01000050.1_cds_WP_000538753.1_1239	31.267	371	367
WP_010578405.1	lcl|NZ_JQPU01000190.1_cds_WP_001281953.1_3393	29.948	384	367
WP_010578405.1	lcl|NZ_JQPU01000035.1_cds_WP_000346036.1_783	26.374	364	367
WP_010578405.1	lcl|NZ_JQPU01000035.1_cds_WP_000947842.1_792	26.404	356	367
WP_010578405.1	lcl|NZ_JQPU01000046.1_cds_WP_001982414.1_1056	25.698	358	367
WP_020984976.1	lcl|NZ_JQPU01000035.1_cds_WP_061269956.1_817	38.095	546	544
WP_020984976.1	lcl|NZ_JQPU01000035.1_cds_WP_061269956.1_817	38.095	546	544
WP_010578402.1	lcl|NZ_JQPU01000035.1_cds_WP_061269955.1_816	66.415	265	265
WP_010578402.1	lcl|NZ_JQPU01000082.1_cds_WP_001002663.1_1777	45.267	243	265
WP_020984841.1	lcl|NZ_JQPU01000035.1_cds_WP_061269954.1_815	87.419	310	310
WP_020984841.1	lcl|NZ_JQPU01000138.1_cds_WP_000501205.1_2704	37.171	304	310
WP_020984841.1	lcl|NZ_JQPU01000135.1_cds_WP_001183723.1_2664	27.881	269	310
WP_020984841.1	lcl|NZ_JQPU01000031.1_cds_WP_000279896.1_599	23.282	262	310
WP_020984841.1	lcl|NZ_JQPU01000035.1_cds_WP_061269954.1_815	87.419	310	310
WP_020984841.1	lcl|NZ_JQPU01000138.1_cds_WP_000501205.1_2704	37.171	304	310
