WP_020985020.1	lcl|NZ_JQQE01000003.1_cds_WP_000340715.1_88	91.463	82	106
WP_010578412.1	lcl|NZ_JQQE01000003.1_cds_WP_000410273.1_89	91.083	314	314
WP_010578412.1	lcl|NZ_JQQE01000003.1_cds_WP_000646251.1_92	27.778	252	314
WP_010578412.1	lcl|NZ_JQQE01000040.1_cds_WP_000744700.1_1304	22.256	328	314
WP_010578412.1	lcl|NZ_JQQE01000003.1_cds_WP_061255837.1_120	24.194	186	314
WP_010578412.1	lcl|NZ_JQQE01000003.1_cds_WP_000723090.1_175	23.183	289	314
WP_010578412.1	lcl|NZ_JQQE01000003.1_cds_WP_001067556.1_95	25.526	333	314
WP_010578412.1	lcl|NZ_JQQE01000003.1_cds_WP_061255831.1_114	21.341	328	314
WP_020984893.1	lcl|NZ_JQQE01000003.1_cds_WP_061255822.1_90	84.658	365	365
WP_010578411.1	lcl|NZ_JQQE01000003.1_cds_WP_000884059.1_91	95.135	185	185
WP_010578411.1	lcl|NZ_JQQE01000049.1_cds_WP_000351733.1_1640	38.571	140	185
WP_010578410.1	lcl|NZ_JQQE01000003.1_cds_WP_000646251.1_92	94.529	329	329
WP_010578410.1	lcl|NZ_JQQE01000040.1_cds_WP_000744700.1_1304	31.429	315	329
WP_010578410.1	lcl|NZ_JQQE01000003.1_cds_WP_061255837.1_120	33.333	255	329
WP_010578410.1	lcl|NZ_JQQE01000003.1_cds_WP_000723090.1_175	29.851	335	329
WP_010578410.1	lcl|NZ_JQQE01000042.1_cds_WP_001984071.1_1379	32.026	306	329
WP_010578410.1	lcl|NZ_JQQE01000018.1_cds_WP_000649924.1_578	30.091	329	329
WP_010578410.1	lcl|NZ_JQQE01000112.1_cds_WP_000709511.1_2792	28.182	330	329
WP_010578410.1	lcl|NZ_JQQE01000003.1_cds_WP_001067556.1_95	28.852	305	329
WP_010578410.1	lcl|NZ_JQQE01000042.1_cds_WP_000688696.1_1359	28.832	274	329
WP_010578410.1	lcl|NZ_JQQE01000003.1_cds_WP_000601375.1_149	24.549	277	329
WP_010578410.1	lcl|NZ_JQQE01000003.1_cds_WP_201028958.1_116	29.259	270	329
WP_010578410.1	lcl|NZ_JQQE01000003.1_cds_WP_061255831.1_114	23.659	317	329
WP_010578410.1	lcl|NZ_JQQE01000003.1_cds_WP_000410273.1_89	27.826	230	329
WP_010578410.1	lcl|NZ_JQQE01000003.1_cds_WP_000475904.1_158	27.007	274	329
WP_010578410.1	lcl|NZ_JQQE01000023.1_cds_WP_001074785.1_808	28.302	265	329
WP_010578410.1	lcl|NZ_JQQE01000003.1_cds_WP_000487322.1_147	26.205	332	329
WP_010578410.1	lcl|NZ_JQQE01000216.1_cds_WP_061257109.1_3784	27.200	250	329
WP_020984930.1	lcl|NZ_JQQE01000003.1_cds_WP_000774263.1_93	88.189	254	267
WP_020984930.1	lcl|NZ_JQQE01000003.1_cds_WP_000859505.1_146	27.315	216	267
WP_020984930.1	lcl|NZ_JQQE01000003.1_cds_WP_000800438.1_127	25.789	190	267
WP_020984930.1	lcl|NZ_JQQE01000003.1_cds_WP_000842260.1_176	24.569	232	267
WP_020984930.1	lcl|NZ_JQQE01000110.1_cds_WP_061256749.1_2762	33.636	110	267
WP_020984930.1	lcl|NZ_JQQE01000080.1_cds_WP_000805357.1_2271	36.047	86	267
WP_020984935.1	lcl|NZ_JQQE01000003.1_cds_WP_061255872.1_94	87.008	508	509
WP_020984935.1	lcl|NZ_JQQE01000077.1_cds_WP_000291586.1_2211	27.329	322	509
WP_020984935.1	lcl|NZ_JQQE01000077.1_cds_WP_000364507.1_2212	28.723	94	509
WP_020984935.1	lcl|NZ_JQQE01000003.1_cds_WP_061255872.1_94	87.008	508	509
WP_020984935.1	lcl|NZ_JQQE01000077.1_cds_WP_000291586.1_2211	27.329	322	509
WP_020984935.1	lcl|NZ_JQQE01000077.1_cds_WP_000364507.1_2212	28.723	94	509
WP_010578407.1	lcl|NZ_JQQE01000003.1_cds_WP_001067556.1_95	96.061	330	330
WP_010578407.1	lcl|NZ_JQQE01000003.1_cds_WP_201028958.1_116	28.179	291	330
WP_010578407.1	lcl|NZ_JQQE01000003.1_cds_WP_000646251.1_92	29.316	307	330
WP_010578407.1	lcl|NZ_JQQE01000003.1_cds_WP_061255837.1_120	27.068	266	330
WP_010578407.1	lcl|NZ_JQQE01000042.1_cds_WP_001984071.1_1379	25.735	272	330
WP_010578407.1	lcl|NZ_JQQE01000216.1_cds_WP_061257109.1_3784	30.041	243	330
WP_010578407.1	lcl|NZ_JQQE01000040.1_cds_WP_000744700.1_1304	26.266	316	330
WP_010578407.1	lcl|NZ_JQQE01000003.1_cds_WP_061255831.1_114	31.222	221	330
WP_010578407.1	lcl|NZ_JQQE01000003.1_cds_WP_000723090.1_175	24.024	333	330
WP_010578407.1	lcl|NZ_JQQE01000018.1_cds_WP_000649924.1_578	29.644	253	330
WP_010578407.1	lcl|NZ_JQQE01000042.1_cds_WP_000688696.1_1359	25.339	221	330
WP_010578407.1	lcl|NZ_JQQE01000003.1_cds_WP_000601375.1_149	26.119	268	330
WP_010578406.1	lcl|NZ_JQQE01000003.1_cds_WP_000575398.1_110	34.181	354	366
WP_010578406.1	lcl|NZ_JQQE01000003.1_cds_WP_061217456.1_169	34.000	350	366
