WP_020985020.1	lcl|NZ_AFLV02000009.1_cds_WP_002614501.1_3448	97.561	82	106
WP_010578412.1	lcl|NZ_AFLV02000009.1_cds_WP_004498704.1_3449	97.097	310	314
WP_010578412.1	lcl|NZ_AFLV02000009.1_cds_WP_004497949.1_3499	22.302	278	314
WP_010578412.1	lcl|NZ_AFLV02000050.1_cds_WP_002615921.1_1830	22.769	325	314
WP_010578412.1	lcl|NZ_AFLV02000009.1_cds_WP_002614506.1_3501	25.275	182	314
WP_010578412.1	lcl|NZ_AFLV02000021.1_cds_WP_004499129.1_2832	23.297	279	314
WP_010578412.1	lcl|NZ_AFLV02000043.1_cds_WP_004494996.1_2026	31.061	132	314
WP_010578412.1	lcl|NZ_AFLV02000023.1_cds_WP_004495474.1_2599	25.402	311	314
WP_010578411.1	lcl|NZ_AFLV02000053.1_cds_WP_002630958.1_1619	33.562	146	185
WP_010578411.1	lcl|NZ_AFLV02000009.1_cds_WP_004498097.1_3482	35.593	177	185
WP_010578410.1	lcl|NZ_AFLV02000009.1_cds_WP_004497949.1_3499	30.841	321	329
WP_010578410.1	lcl|NZ_AFLV02000023.1_cds_WP_004495474.1_2599	31.833	311	329
WP_010578410.1	lcl|NZ_AFLV02000050.1_cds_WP_002615921.1_1830	29.841	315	329
WP_010578410.1	lcl|NZ_AFLV02000021.1_cds_WP_004499129.1_2832	29.641	334	329
WP_010578410.1	lcl|NZ_AFLV02000009.1_cds_WP_002614506.1_3501	28.852	305	329
WP_010578410.1	lcl|NZ_AFLV02000001.1_cds_WP_004498401.1_3989	28.616	318	329
WP_010578410.1	lcl|NZ_AFLV02000023.1_cds_WP_004495537.1_2647	26.866	335	329
WP_010578410.1	lcl|NZ_AFLV02000023.1_cds_WP_004495465.1_2602	28.261	322	329
WP_010578410.1	lcl|NZ_AFLV02000059.1_cds_WP_002619620.1_1185	25.959	339	329
WP_010578410.1	lcl|NZ_AFLV02000061.1_cds_WP_002619620.1_1091	25.959	339	329
WP_010578410.1	lcl|NZ_AFLV02000009.1_cds_WP_004498704.1_3449	28.099	242	329
WP_010578410.1	lcl|NZ_AFLV02000003.1_cds_WP_004498464.1_3806	26.996	263	329
WP_010578410.1	lcl|NZ_AFLV02000009.1_cds_WP_002614509.1_3504	26.449	276	329
WP_010578410.1	lcl|NZ_AFLV02000043.1_cds_WP_004494996.1_2026	24.159	327	329
WP_010578410.1	lcl|NZ_AFLV02000001.1_cds_WP_004495316.1_4028	28.163	245	329
WP_020984930.1	lcl|NZ_AFLV02000009.1_cds_WP_004497932.1_3500	28.415	183	267
WP_020984930.1	lcl|NZ_AFLV02000038.1_cds_WP_004499478.1_2300	39.326	89	267
WP_020984930.1	lcl|NZ_AFLV02000021.1_cds_WP_002620407.1_2831	25.106	235	267
WP_020984930.1	lcl|NZ_AFLV02000023.1_cds_WP_004495535.1_2648	25.000	196	267
WP_020984930.1	lcl|NZ_AFLV02000058.1_cds_WP_026054267.1_1257	36.471	85	267
WP_020984935.1	lcl|NZ_AFLV02000003.1_cds_WP_004498450.1_3876	25.915	328	509
WP_020984935.1	lcl|NZ_AFLV02000003.1_cds_WP_004498493.1_3875	30.435	115	509
WP_020984935.1	lcl|NZ_AFLV02000003.1_cds_WP_004498450.1_3876	25.915	328	509
WP_020984935.1	lcl|NZ_AFLV02000003.1_cds_WP_004498493.1_3875	30.435	115	509
WP_010578407.1	lcl|NZ_AFLV02000023.1_cds_WP_004495474.1_2599	27.106	273	330
WP_010578407.1	lcl|NZ_AFLV02000009.1_cds_WP_004497949.1_3499	23.636	275	330
WP_010578407.1	lcl|NZ_AFLV02000050.1_cds_WP_002615921.1_1830	29.242	277	330
WP_010578407.1	lcl|NZ_AFLV02000021.1_cds_WP_004499129.1_2832	25.225	333	330
WP_010578407.1	lcl|NZ_AFLV02000043.1_cds_WP_004494996.1_2026	24.521	261	330
WP_010578407.1	lcl|NZ_AFLV02000059.1_cds_WP_002619620.1_1185	26.522	230	330
WP_010578407.1	lcl|NZ_AFLV02000061.1_cds_WP_002619620.1_1091	26.522	230	330
WP_010578407.1	lcl|NZ_AFLV02000001.1_cds_WP_004498401.1_3989	31.200	250	330
WP_010578407.1	lcl|NZ_AFLV02000023.1_cds_WP_004495537.1_2647	24.460	139	330
WP_010578407.1	lcl|NZ_AFLV02000003.1_cds_WP_004498464.1_3806	26.829	246	330
WP_010578407.1	lcl|NZ_AFLV02000009.1_cds_WP_004498704.1_3449	24.085	328	330
WP_010578406.1	lcl|NZ_AFLV02000021.1_cds_WP_004499131.1_2839	33.623	345	366
WP_010578406.1	lcl|NZ_AFLV02000038.1_cds_WP_002621621.1_2305	27.704	379	366
WP_010578406.1	lcl|NZ_AFLV02000009.1_cds_WP_004498728.1_3459	34.202	307	366
WP_010578406.1	lcl|NZ_AFLV02000009.1_cds_WP_004494858.1_3476	30.513	390	366
WP_010578406.1	lcl|NZ_AFLV02000058.1_cds_WP_002615575.1_1197	30.748	361	366
WP_010578406.1	lcl|NZ_AFLV02000009.1_cds_WP_004494837.1_3456	37.864	206	366
WP_010578406.1	lcl|NZ_AFLV02000059.1_cds_WP_004500179.1_1186	30.270	185	366
