WP_020985020.1	lcl|NZ_RQHF01000008.1_cds_WP_002983174.1_3267	60.606	66	106
WP_010578412.1	lcl|NZ_RQHF01000008.1_cds_WP_135656840.1_3266	81.290	310	314
WP_010578412.1	lcl|NZ_RQHF01000035.1_cds_WP_135660461.1_1442	27.157	313	314
WP_010578412.1	lcl|NZ_RQHF01000035.1_cds_WP_002988752.1_1415	22.324	327	314
WP_010578412.1	lcl|NZ_RQHF01000042.1_cds_WP_135661006.1_3186	22.396	192	314
WP_010578412.1	lcl|NZ_RQHF01000028.1_cds_WP_002976825.1_178	23.344	317	314
WP_010578411.1	lcl|NZ_RQHF01000025.1_cds_WP_135658473.1_2509	32.727	165	185
WP_010578410.1	lcl|NZ_RQHF01000035.1_cds_WP_002988752.1_1415	30.255	314	329
WP_010578410.1	lcl|NZ_RQHF01000028.1_cds_WP_002976825.1_178	31.068	309	329
WP_010578410.1	lcl|NZ_RQHF01000042.1_cds_WP_135661006.1_3186	27.859	341	329
WP_010578410.1	lcl|NZ_RQHF01000035.1_cds_WP_135660461.1_1442	28.115	313	329
WP_010578410.1	lcl|NZ_RQHF01000028.1_cds_WP_135659413.1_351	26.586	331	329
WP_010578410.1	lcl|NZ_RQHF01000008.1_cds_WP_135656796.1_3239	26.296	270	329
WP_010578410.1	lcl|NZ_RQHF01000008.1_cds_WP_135656840.1_3266	26.266	316	329
WP_010578410.1	lcl|NZ_RQHF01000028.1_cds_WP_135659487.1_404	29.249	253	329
WP_010578410.1	lcl|NZ_RQHF01000008.1_cds_WP_135656761.1_3225	25.182	274	329
WP_010578410.1	lcl|NZ_RQHF01000042.1_cds_WP_198288770.1_3197	27.350	234	329
WP_010578410.1	lcl|NZ_RQHF01000008.1_cds_WP_135656743.1_3216	22.179	257	329
WP_010578410.1	lcl|NZ_RQHF01000035.1_cds_WP_135660392.1_1363	28.235	255	329
WP_010578410.1	lcl|NZ_RQHF01000030.1_cds_WP_135659750.1_1856	24.345	267	329
WP_010578410.1	lcl|NZ_RQHF01000016.1_cds_WP_135658339.1_3572	25.698	179	329
WP_010578410.1	lcl|NZ_RQHF01000028.1_cds_WP_135659711.1_396	24.691	162	329
WP_010578410.1	lcl|NZ_RQHF01000008.1_cds_WP_210413163.1_3229	33.333	111	329
WP_020984930.1	lcl|NZ_RQHF01000030.1_cds_WP_135659777.1_1917	24.151	265	267
WP_020984930.1	lcl|NZ_RQHF01000008.1_cds_WP_135656753.1_3221	26.316	209	267
WP_020984930.1	lcl|NZ_RQHF01000028.1_cds_WP_083901906.1_287	25.882	170	267
WP_020984930.1	lcl|NZ_RQHF01000042.1_cds_WP_135661005.1_3185	25.888	197	267
WP_020984935.1	lcl|NZ_RQHF01000025.1_cds_WP_135658447.1_2487	23.145	337	509
WP_020984935.1	lcl|NZ_RQHF01000025.1_cds_WP_135658445.1_2486	28.947	114	509
WP_020984935.1	lcl|NZ_RQHF01000025.1_cds_WP_135658447.1_2487	23.145	337	509
WP_020984935.1	lcl|NZ_RQHF01000025.1_cds_WP_135658445.1_2486	28.947	114	509
WP_010578407.1	lcl|NZ_RQHF01000035.1_cds_WP_002988752.1_1415	28.520	277	330
WP_010578407.1	lcl|NZ_RQHF01000028.1_cds_WP_002976825.1_178	24.101	278	330
WP_010578407.1	lcl|NZ_RQHF01000028.1_cds_WP_135659487.1_404	29.167	264	330
WP_010578407.1	lcl|NZ_RQHF01000035.1_cds_WP_135660461.1_1442	26.667	330	330
WP_010578407.1	lcl|NZ_RQHF01000008.1_cds_WP_135656796.1_3239	26.136	264	330
WP_010578407.1	lcl|NZ_RQHF01000028.1_cds_WP_135659711.1_396	24.219	256	330
WP_010578407.1	lcl|NZ_RQHF01000042.1_cds_WP_135661006.1_3186	22.769	325	330
WP_010578407.1	lcl|NZ_RQHF01000016.1_cds_WP_135658339.1_3572	26.236	263	330
WP_010578407.1	lcl|NZ_RQHF01000035.1_cds_WP_135660392.1_1363	23.671	207	330
WP_010578407.1	lcl|NZ_RQHF01000028.1_cds_WP_135659413.1_351	28.000	150	330
WP_010578406.1	lcl|NZ_RQHF01000028.1_cds_WP_002980408.1_467	29.211	380	366
WP_010578406.1	lcl|NZ_RQHF01000008.1_cds_WP_135656832.1_3262	31.675	382	366
WP_010578406.1	lcl|NZ_RQHF01000008.1_cds_WP_135656809.1_3246	29.189	370	366
WP_010578406.1	lcl|NZ_RQHF01000012.1_cds_WP_135657910.1_1081	28.895	353	366
WP_010578405.1	lcl|NZ_RQHF01000008.1_cds_WP_135656832.1_3262	32.329	365	367
WP_010578405.1	lcl|NZ_RQHF01000008.1_cds_WP_135656809.1_3246	32.335	334	367
WP_010578405.1	lcl|NZ_RQHF01000012.1_cds_WP_135657910.1_1081	29.619	341	367
WP_010578405.1	lcl|NZ_RQHF01000028.1_cds_WP_002980408.1_467	29.365	378	367
WP_010578405.1	lcl|NZ_RQHF01000012.1_cds_WP_135657506.1_722	25.210	357	367
WP_010578402.1	lcl|NZ_RQHF01000012.1_cds_WP_135657444.1_670	42.798	243	265
WP_020984841.1	lcl|NZ_RQHF01000035.1_cds_WP_135660182.1_1175	36.129	310	310
WP_020984841.1	lcl|NZ_RQHF01000009.1_cds_WP_135657208.1_2360	30.323	310	310
WP_020984841.1	lcl|NZ_RQHF01000025.1_cds_WP_135658542.1_2572	23.077	260	310
WP_020984841.1	lcl|NZ_RQHF01000035.1_cds_WP_135660182.1_1175	36.129	310	310
WP_020984841.1	lcl|NZ_RQHF01000009.1_cds_WP_135657208.1_2360	30.323	310	310
WP_020984841.1	lcl|NZ_RQHF01000025.1_cds_WP_135658542.1_2572	23.077	260	310
WP_010578399.1	lcl|NZ_RQHF01000009.1_cds_WP_002978167.1_2385	47.222	36	145
WP_020984860.1	lcl|NZ_RQHF01000025.1_cds_WP_135658572.1_2593	30.469	128	221
WP_020984860.1	lcl|NZ_RQHF01000012.1_cds_WP_135657376.1_618	32.051	78	221
WP_010578397.1	lcl|NZ_RQHF01000008.1_cds_WP_135656745.1_3217	31.092	119	120
WP_039942433.1	lcl|NZ_RQHF01000008.1_cds_WP_135656749.1_3219	26.042	384	408
WP_039942433.1	lcl|NZ_RQHF01000015.1_cds_WP_135658204.1_2895	31.633	98	408
WP_020985012.1	lcl|NZ_RQHF01000028.1_cds_WP_135659616.1_528	34.307	137	175
WP_010578396.1	lcl|NZ_RQHF01000008.1_cds_WP_135656749.1_3219	33.580	405	406
WP_010578395.1	lcl|NZ_RQHF01000025.1_cds_WP_135658568.1_2589	31.624	117	240
WP_010578395.1	lcl|NZ_RQHF01000012.1_cds_WP_135657417.1_653	27.835	194	240
WP_010578395.1	lcl|NZ_RQHF01000009.1_cds_WP_002978279.1_2311	24.514	257	240
WP_010578395.1	lcl|NZ_RQHF01000028.1_cds_WP_135659577.1_488	24.686	239	240
WP_010578395.1	lcl|NZ_RQHF01000028.1_cds_WP_002972927.1_459	28.378	148	240
WP_010578395.1	lcl|NZ_RQHF01000009.1_cds_WP_002978342.1_2379	30.769	91	240
WP_010578395.1	lcl|NZ_RQHF01000042.1_cds_WP_135660779.1_2998	29.474	95	240
WP_010578395.1	lcl|NZ_RQHF01000015.1_cds_WP_135658267.1_2938	22.358	246	240
WP_010578394.1	lcl|NZ_RQHF01000035.1_cds_WP_135660516.1_1491	25.175	143	372
WP_010578390.1	lcl|NZ_RQHF01000028.1_cds_WP_135659537.1_450	30.237	506	603
WP_010578390.1	lcl|NZ_RQHF01000012.1_cds_WP_039926820.1_879	32.346	405	603
WP_010578390.1	lcl|NZ_RQHF01000028.1_cds_WP_135659598.1_511	32.708	480	603
WP_010578390.1	lcl|NZ_RQHF01000028.1_cds_WP_135659215.1_173	31.090	431	603
WP_010578390.1	lcl|NZ_RQHF01000028.1_cds_WP_135659213.1_171	43.103	232	603
