WP_020985020.1	lcl|NZ_AHQS01000642.1_cds_WP_000340715.1_916	91.463	82	106
WP_010578412.1	lcl|NZ_AHQS01000642.1_cds_WP_000410266.1_917	91.083	314	314
WP_010578412.1	lcl|NZ_AHQS01000642.1_cds_WP_000646248.1_920	28.049	246	314
WP_010578412.1	lcl|NZ_AHQS01000473.1_cds_WP_000744700.1_1969	22.256	328	314
WP_010578412.1	lcl|NZ_AHQS01000325.1_cds_WP_000723082.1_2635	23.183	289	314
WP_010578412.1	lcl|NZ_AHQS01000036.1_cds_WP_001067557.1_4135	25.526	333	314
WP_010578412.1	lcl|NZ_AHQS01000536.1_cds_WP_002123515.1_1403	23.592	284	314
WP_020984893.1	lcl|NZ_AHQS01000642.1_cds_WP_000604524.1_918	84.932	365	365
WP_010578411.1	lcl|NZ_AHQS01000642.1_cds_WP_000884059.1_919	95.135	185	185
WP_010578411.1	lcl|NZ_AHQS01000027.1_cds_WP_000351733.1_4211	38.571	140	185
WP_010578410.1	lcl|NZ_AHQS01000642.1_cds_WP_000646248.1_920	94.755	286	329
WP_010578410.1	lcl|NZ_AHQS01000473.1_cds_WP_000744700.1_1969	31.429	315	329
WP_010578410.1	lcl|NZ_AHQS01000325.1_cds_WP_000723082.1_2635	29.851	335	329
WP_010578410.1	lcl|NZ_AHQS01000536.1_cds_WP_002123515.1_1403	31.475	305	329
WP_010578410.1	lcl|NZ_AHQS01000296.1_cds_WP_000649923.1_3069	30.091	329	329
WP_010578410.1	lcl|NZ_AHQS01000036.1_cds_LEP2GSC076_RS29385_4132	91.111	45	329
WP_010578410.1	lcl|NZ_AHQS01000650.1_cds_WP_000709511.1_889	28.182	330	329
WP_010578410.1	lcl|NZ_AHQS01000036.1_cds_WP_001067557.1_4135	28.852	305	329
WP_010578410.1	lcl|NZ_AHQS01000107.1_cds_WP_000688698.1_3688	28.832	274	329
WP_010578410.1	lcl|NZ_AHQS01000642.1_cds_WP_000410266.1_917	27.826	230	329
WP_010578410.1	lcl|NZ_AHQS01000348.1_cds_WP_000475901.1_2517	27.007	274	329
WP_010578410.1	lcl|NZ_AHQS01000309.1_cds_WP_001074785.1_2850	28.302	265	329
WP_010578410.1	lcl|NZ_AHQS01000593.1_cds_WP_001003557.1_1141	27.200	250	329
WP_020984930.1	lcl|NZ_AHQS01000036.1_cds_WP_000774264.1_4133	87.795	254	267
WP_020984930.1	lcl|NZ_AHQS01000325.1_cds_WP_000842260.1_2636	24.569	232	267
WP_020984930.1	lcl|NZ_AHQS01000484.1_cds_WP_000667727.1_1815	33.636	110	267
