WP_020985020.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790840.1_2537	63.514	74	106
WP_010578412.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790839.1_2536	81.290	310	314
WP_010578412.1	lcl|NZ_NPDQ01000001.1_cds_WP_100789090.1_330	25.776	322	314
WP_010578412.1	lcl|NZ_NPDQ01000001.1_cds_WP_100789115.1_358	23.197	319	314
WP_010578412.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790837.1_2533	25.806	186	314
WP_010578412.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790791.1_2483	26.203	187	314
WP_010578412.1	lcl|NZ_NPDQ01000011.1_cds_WP_100792235.1_788	22.995	187	314
WP_010578412.1	lcl|NZ_NPDQ01000002.1_cds_WP_100789625.1_1240	23.220	323	314
WP_010578411.1	lcl|NZ_NPDQ01000003.1_cds_WP_100790120.1_1752	32.121	165	185
WP_010578410.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790837.1_2533	31.269	323	329
WP_010578410.1	lcl|NZ_NPDQ01000001.1_cds_WP_100789115.1_358	30.573	314	329
WP_010578410.1	lcl|NZ_NPDQ01000002.1_cds_WP_100789625.1_1240	32.051	312	329
WP_010578410.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790791.1_2483	27.928	333	329
WP_010578410.1	lcl|NZ_NPDQ01000011.1_cds_WP_100792235.1_788	27.859	341	329
WP_010578410.1	lcl|NZ_NPDQ01000002.1_cds_WP_100789476.1_1069	27.928	333	329
WP_010578410.1	lcl|NZ_NPDQ01000001.1_cds_WP_100789090.1_330	28.155	309	329
WP_010578410.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790823.1_2517	27.602	221	329
WP_010578410.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790839.1_2536	27.044	318	329
WP_010578410.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790960.1_2501	27.372	274	329
WP_010578410.1	lcl|NZ_NPDQ01000011.1_cds_WP_208861468.1_799	27.350	234	329
WP_010578410.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790776.1_2468	25.651	269	329
WP_010578410.1	lcl|NZ_NPDQ01000001.1_cds_WP_100789422.1_421	29.600	250	329
WP_010578410.1	lcl|NZ_NPDQ01000010.1_cds_WP_100792189.1_705	23.228	254	329
